N	2gram	Propp_Isto_3	Problema
1	и в	22	44
2	вовсе не	2	37
3	и не	12	35
4	может быть	11	28
5	потому что	3	25
6	то что	7	23
7	в том	9	21
8	только в	4	19
9	а не	6	18
10	в этом	17	17
11	для нас	4	16
12	сказать что	3	16
13	и даже	2	14
14	не только	14	14
15	и то	2	14
16	не в	4	13
17	и т	16	13
18	т д	15	13
19	то же	6	13
20	так что	5	12
21	но в	10	12
22	том что	8	12
23	не менее	5	10
24	то это	2	10
25	но и	12	10
26	у нас	4	10
27	как и	3	10
28	тем не	5	10
29	так и	2	10
30	это не	6	9
31	и от	3	9
32	в нем	9	9
33	не имеет	2	9
34	и с	4	9
35	так как	7	9
36	что он	9	9
37	в то	2	9
38	в его	3	9
39	что и	9	9
40	в данном	4	9
41	во всяком	2	9
42	и это	2	9
43	таким образом	10	9
44	что в	15	8
45	ни в	2	8
46	а именно	4	8
47	того что	5	8
48	при помощи	3	8
49	но это	3	8
50	было бы	3	8
51	он не	5	8
52	как мы	8	8
53	связи с	6	8
54	здесь не	3	8
55	с другой	7	7
56	данном случае	3	7
57	не может	4	7
58	в связи	3	7
59	уже не	7	7
60	все эти	4	7
61	и что	2	7
62	мы должны	7	7
63	и потому	2	7
64	на самом	2	7
65	никогда не	3	6
66	можно сказать	2	6
67	всяком случае	2	6
68	в целом	3	6
69	жизни и	2	6
70	нет ничего	2	6
71	и к	3	6
72	о том	3	6
73	все же	5	6
74	мы можем	6	6
75	в виде	2	6
76	не было	2	5
77	да и	2	5
78	что они	8	5
79	с тем	2	5
80	и есть	2	5
81	хотя и	2	5
82	в ней	2	5
83	другой стороны	7	5
84	то и	6	5
85	в своем	2	5
86	а в	6	5
87	точки зрения	2	5
88	и здесь	7	5
89	что здесь	6	5
90	этом случае	5	5
91	еще не	10	5
92	и о	2	5
93	с ней	6	5
94	как в	2	5
95	так же	3	5
96	только на	2	5
97	и его	4	5
98	можно ли	3	4
99	иное как	3	4
100	при этом	2	4
101	не имеют	2	4
102	время как	2	4
103	совершенно не	2	4
104	есть только	2	4
105	не что	3	4
106	что иное	3	4
107	то время	2	4
108	мы уже	6	4
109	а также	2	4
110	в чем	3	4
111	или в	11	4
112	тем что	4	4
113	или по	5	4
114	как только	2	3
115	же как	2	3
116	и другие	4	3
117	что у	3	3
118	точно так	2	3
119	прежде всего	3	3
120	в тех	2	3
121	к тому	3	3
122	и как	3	3
123	но все	2	3
124	в этой	5	3
125	здесь и	2	3
126	именно так	2	3
127	в которых	2	3
128	его в	3	3
129	очень много	2	3
130	часто бывает	2	3
131	с собой	2	3
132	если бы	6	3
133	же в	2	3
134	но не	7	3
135	а то	2	3
136	в качестве	2	3
137	она не	4	3
138	быть и	3	3
139	если не	2	3
140	и все	3	3
141	все равно	3	3
142	из того	2	3
143	этот вопрос	2	3
144	имеет свою	3	3
145	и ее	3	3
146	как будто	2	3
147	ничего не	6	3
148	в частности	5	2
149	в этих	11	2
150	никто не	2	2
151	всех этих	2	2
152	до сих	5	2
153	в котором	2	2
154	из них	7	2
155	образом и	2	2
156	за счет	2	2
157	происходит в	2	2
158	с одной	2	2
159	с большим	5	2
160	видели выше	3	2
161	а мы	3	2
162	которые здесь	2	2
163	друг друга	6	2
164	его не	3	2
165	о ней	2	2
166	с этим	8	2
167	он и	3	2
168	мы сейчас	2	2
169	как это	4	2
170	мы имеем	19	2
171	в наших	2	2
172	однако это	3	2
173	и более	2	2
174	и там	4	2
175	для них	3	2
176	на одну	2	2
177	говорилось выше	2	2
178	мы видели	13	2
179	от него	2	2
180	есть и	5	2
181	между прочим	3	2
182	для нее	2	2
183	бы она	2	2
184	не будем	3	2
185	вместе с	9	2
186	сих пор	5	2
187	даже не	2	2
188	и у	3	2
189	и для	2	2
190	могут быть	5	2
191	в другом	2	2
192	же не	2	2
