N	2gram	Vinokur_Ku_3	Literetu
1	и не	10	22
2	и в	23	16
3	при этом	6	15
4	не только	17	14
5	но и	3	14
6	в этом	16	14
7	а не	11	12
8	то что	4	12
9	может быть	14	12
10	в том	22	12
11	в частности	2	11
12	не в	5	10
13	своего рода	2	10
14	я и	3	10
15	то же	6	9
16	так и	6	9
17	того что	11	9
18	в то	3	9
19	том что	11	8
20	не может	6	8
21	как бы	5	8
22	в своей	4	7
23	тем самым	4	7
24	точки зрения	23	7
25	я в	3	7
26	только в	6	7
27	состоит в	2	6
28	с другой	7	6
29	к тому	3	6
30	еще не	9	6
31	в его	11	6
32	о том	6	6
33	в качестве	2	5
34	это не	3	5
35	что он	6	5
36	в ее	4	5
37	тому же	3	5
38	как и	5	5
39	лишь в	8	5
40	в целом	4	5
41	вместе с	2	5
42	как в	4	5
43	а именно	3	5
44	в отличие	2	5
45	а в	5	5
46	именно в	3	5
47	в поэзии	5	5
48	отличие от	2	5
49	но не	3	4
50	в рамках	5	4
51	однако в	2	4
52	по существу	3	4
53	одной стороны	4	4
54	и если	2	4
55	хотя и	5	4
56	говоря уже	2	4
57	отношению к	2	4
58	не говоря	2	4
59	данном случае	4	4
60	по отношению	3	4
61	с одной	4	4
62	а также	4	4
63	должно быть	7	4
64	в данном	7	4
65	в одном	2	4
66	том числе	2	3
67	только для	2	3
68	отнюдь не	3	3
69	прежде всего	9	3
70	и как	2	3
71	то в	3	3
72	о чем	2	3
73	совершенно не	5	3
74	и к	3	3
75	в самом	13	3
76	в слове	4	3
77	и тем	6	3
78	для которого	2	3
79	бы и	3	3
80	уже не	8	3
81	самом деле	14	3
82	с точки	16	3
83	как на	8	3
84	той же	3	3
85	тому как	2	3
86	не случайно	4	3
87	потому что	12	3
88	уже о	2	3
89	там где	3	3
90	как это	7	3
91	в области	14	3
92	но в	2	3
93	между тем	4	3
94	а лишь	3	2
95	что в	13	2
96	не менее	12	2
97	если бы	8	2
98	все они	2	2
99	как о	3	2
100	с этой	3	2
101	не как	2	2
102	я не	5	2
103	вопрос о	11	2
104	по себе	6	2
105	или иной	7	2
106	у нас	10	2
107	и при	2	2
108	связи с	6	2
109	того же	4	2
110	можно сказать	2	2
111	было бы	16	2
112	что не	4	2
113	том чтобы	4	2
114	нас к	2	2
115	той или	5	2
116	один из	4	2
117	не с	2	2
118	то это	3	2
119	что и	6	2
120	все же	5	2
121	отношение к	3	2
122	когда он	2	2
123	время в	3	2
124	как мы	5	2
125	внимание на	2	2
126	так же	2	2
127	как раз	4	2
128	как например	2	2
129	и только	3	2
130	быть не	2	2
131	еще и	2	2
132	из того	2	2
133	и вот	3	2
134	не означает	2	2
135	того чтобы	11	2
136	для того	12	2
137	другой стороны	3	2
138	и с	3	2
139	еще на	2	2
140	тем что	5	2
141	он в	2	2
142	и об	2	2
143	эти слова	2	2
144	далеко не	5	2
145	на себя	2	2
146	xix века	3	2
147	еще раз	2	2
148	не знает	2	2
149	ответственность за	4	2
150	установка на	3	2
151	его в	2	2
152	в первом	5	2
153	здесь не	2	2
154	как ты	3	2
155	здесь как	2	2
156	если это	2	2
157	для меня	2	2
