N	2gram	Bakhtin_Pr_3	Dialekti
1	т е	12	30
2	и не	29	30
3	может быть	19	20
4	и в	34	19
5	не только	10	19
6	по себе	3	18
7	и т	8	17
8	а не	9	16
9	т д	2	15
10	в себе	6	15
11	то что	11	14
12	и даже	7	14
13	в том	3	14
14	как бы	27	14
15	так как	4	14
16	потому что	12	14
17	вовсе не	11	13
18	но и	12	12
19	то же	14	12
20	точки зрения	8	12
21	и все	19	12
22	что это	5	10
23	ни в	4	10
24	как и	18	10
25	и как	3	10
26	в нем	19	10
27	так и	6	10
28	том что	3	10
29	это не	5	10
30	сказать что	2	10
31	никогда не	8	9
32	по крайней	3	9
33	крайней мере	3	9
34	не может	19	9
35	же и	2	9
36	прежде всего	15	8
37	мы уже	6	8
38	с точки	4	8
39	не в	9	8
40	в этом	16	8
41	в своей	3	8
42	сама по	2	7
43	в душе	2	7
44	но это	4	7
45	и к	12	7
46	что в	7	7
47	должно быть	3	7
48	и то	3	7
49	как будто	7	7
50	так что	5	7
51	я не	7	6
52	что он	23	6
53	что не	7	6
54	да и	4	6
55	что они	6	6
56	отнюдь не	2	6
57	в то	12	6
58	но не	4	6
59	конечно не	2	6
60	того что	5	6
61	не могу	3	6
62	жизни и	3	6
63	и вообще	2	6
64	сознания и	3	5
65	с другой	4	5
66	же время	12	5
67	по своему	3	5
68	в самом	8	5
69	и потому	2	5
70	что и	5	5
71	и это	4	5
72	как раз	4	5
73	все равно	4	5
74	и что	5	5
75	только что	3	5
76	и его	16	5
77	жизнь и	2	5
78	но как	4	5
79	говорить о	3	5
80	только в	6	5
81	о том	2	5
82	не то	2	5
83	и с	15	5
84	в виду	3	5
85	уже в	3	4
86	нисколько не	2	4
87	в своем	2	4
88	та же	2	4
89	в одном	5	4
90	в ее	3	4
91	все же	7	4
92	при этом	4	4
93	еще не	4	4
94	и если	2	4
95	к нему	14	4
96	за пределы	2	4
97	той или	2	4
98	он не	15	4
99	хотя бы	5	4
100	быть и	2	4
101	все это	16	4
102	другой стороны	3	4
103	и только	2	4
104	таким образом	5	4
105	что оно	2	4
106	и вот	5	4
107	самом деле	13	4
108	есть только	3	4
109	а в	5	4
110	в одной	3	4
111	но он	3	4
112	в другом	8	4
113	как он	3	4
114	с ним	8	4
115	не менее	3	3
116	всех этих	2	3
117	этот голос	3	3
118	о чем	2	3
119	все время	5	3
120	и от	5	3
121	он есть	2	3
122	вопрос о	2	3
123	и почти	2	3
124	как мы	7	3
125	но только	2	3
126	уже не	2	3
127	это и	2	3
128	время не	2	3
129	но я	2	3
130	и слова	2	3
131	себе как	2	3
132	было бы	2	3
133	себе и	5	3
134	у меня	6	3
135	даже в	5	3
136	и тут	2	3
137	тут не	3	3
138	из них	5	3
139	чтобы все	2	3
140	с этим	2	3
141	не было	2	3
142	это как	3	3
143	в той	2	3
144	что такое	2	3
145	нуждается в	3	3
146	его с	4	3
147	будто бы	2	3
148	его в	4	3
149	или как	2	3
150	в чем	5	3
151	ничего не	4	3
152	нет ни	2	3
153	много раз	2	3
154	все его	2	3
155	же не	2	3
156	это было	3	3
157	вы не	2	2
158	что же	8	2
159	самого начала	8	2
160	это уже	2	2
161	понятно что	2	2
162	что у	6	2
163	в конце	5	2
164	я уже	2	2
165	на самом	11	2
166	не знаю	2	2
167	на всю	2	2
168	он может	2	2
169	к тому	5	2
170	тем не	2	2
171	с самого	8	2
172	а я	10	2
173	но все	5	2
174	утверждение в	2	2
175	что я	15	2
176	так чтобы	3	2
177	с тем	5	2
178	что с	3	2
179	и прежде	4	2
180	в общем	4	2
181	на его	4	2
182	в сущности	11	2
183	в ней	3	2
184	внутреннего и	2	2
185	всяком случае	5	2
186	и делает	2	2
187	когда я	5	2
188	сам не	3	2
189	оно должно	2	2
190	раз в	2	2
191	в мире	4	2
192	во всех	2	2
193	на него	7	2
194	я сам	7	2
195	в каждом	3	2
196	и внешнего	2	2
197	тому что	2	2
198	так же	8	2
199	т п	6	2
200	например в	2	2
201	с ее	3	2
202	как в	4	2
203	так вот	3	2
204	это я	5	2
205	как я	3	2
206	бы и	4	2
207	со всем	2	2
208	с ними	6	2
209	их в	3	2
210	между тем	3	2
211	не как	3	2
212	тем что	4	2
213	в виде	4	2
214	на который	2	2
215	во время	2	2
216	мы должны	5	2
217	того или	2	2
218	во всяком	5	2
219	все эти	4	2
220	в которой	2	2
221	и должно	2	2
222	но в	16	2
223	я и	2	2
224	мире и	2	2
225	в жизни	2	2
226	вместе с	4	2
227	на этом	4	2
