N	2gram	Bakhtin_Pr_3	Analitik
1	не только	4	22
2	и в	53	18
3	как и	11	14
4	так и	6	14
5	в этом	8	14
6	но и	7	13
7	и его	10	13
8	том что	5	12
9	и не	15	12
10	при этом	3	11
11	а в	2	10
12	как бы	14	10
13	то есть	48	10
14	может быть	12	9
15	что в	2	9
16	а не	11	9
17	в том	14	9
18	с его	2	8
19	своего рода	3	8
20	и даже	2	8
21	с другой	2	7
22	но не	5	7
23	в его	8	7
24	по отношению	2	7
25	не в	2	6
26	в начале	2	6
27	еще не	5	6
28	он не	3	6
29	в их	2	6
30	о том	2	6
31	никогда не	2	5
32	в конце	3	5
33	прежде всего	15	5
34	того же	2	5
35	в самом	2	5
36	что и	3	5
37	в мире	5	5
38	и т.п	31	5
39	в сущности	10	5
40	той же	5	5
41	между тем	2	5
42	не менее	3	4
43	перед нами	5	4
44	что он	4	4
45	можно сказать	8	4
46	и к	5	4
47	таким образом	6	4
48	и на	18	4
49	далеко не	2	4
50	уже в	2	3
51	в каждом	4	3
52	и без	3	3
53	к этому	4	3
54	в ее	3	3
55	тому же	2	3
56	было бы	5	3
57	же время	5	3
58	с их	2	3
59	во сне	5	3
60	впервые в	2	3
61	как в	7	3
62	все это	8	3
63	то же	6	3
64	не было	4	3
65	именно в	2	3
66	мы не	4	3
67	ничего не	6	3
68	здесь и	4	3
69	с этим	2	3
70	точки зрения	4	3
71	что касается	2	3
72	говорить о	2	3
73	во всем	2	3
74	в то	5	3
75	его в	2	3
76	здесь не	4	3
77	в особенности	2	3
78	как это	2	3
79	например как	2	2
80	могут быть	4	2
81	для всех	2	2
82	все эти	9	2
83	в них	2	2
84	это не	6	2
85	но они	4	2
86	и от	3	2
87	о себе	2	2
88	в жизни	8	2
89	себе самому	6	2
90	в нем	10	2
91	углом зрения	4	2
92	и ее	6	2
93	несмотря на	2	2
94	тем не	2	2
95	да и	2	2
96	говорит о	2	2
97	в соответствии	2	2
98	в дальнейшем	7	2
99	вплоть до	4	2
100	с самим	5	2
101	одна из	7	2
102	мира и	2	2
103	по своему	6	2
104	в большинстве	4	2
105	обе эти	3	2
106	со всеми	8	2
107	например в	5	2
108	на его	3	2
109	и той	2	2
110	хотя и	4	2
111	в ней	7	2
112	и потому	5	2
113	а также	4	2
114	по своей	9	2
115	авторской позиции	2	2
116	один из	6	2
117	то что	9	2
118	во всех	12	2
119	вместе с	2	2
120	связь с	2	2
121	в форме	6	2
122	не может	2	2
123	в себя	6	2
124	в той	2	2
125	жанровой традиции	7	2
126	с точки	2	2
127	и по	3	2
128	и для	4	2
129	и прежде	6	2
130	в литературу	4	2
131	сказать что	10	2
132	мы можем	5	2
133	тем что	2	2
134	в себе	5	2
135	только в	4	2
136	и т.д	2	2
137	и все	10	2
138	так сказать	5	2
139	художественной литературы	2	2
140	но в	5	2
141	а для	2	2
