N	2gram	Bakhtin_Fr_1	Psycholo
1	в том	16	37
2	и в	65	32
3	том что	6	21
4	то что	3	21
5	в искусстве	3	21
6	потому что	5	21
7	то есть	45	21
8	что в	3	20
9	может быть	6	18
10	не может	3	17
11	точки зрения	7	17
12	самом деле	3	16
13	что он	3	13
14	при этом	6	13
15	в этом	15	13
16	в самом	4	12
17	не только	10	12
18	так как	6	12
19	в основе	8	11
20	как и	5	10
21	но и	10	10
22	и не	22	10
23	с точки	3	10
24	искусства и	6	9
25	никогда не	6	9
26	как в	5	9
27	в своих	5	9
28	не в	4	8
29	того что	2	8
30	к тому	2	7
31	в сущности	16	7
32	все эти	10	7
33	и его	10	7
34	сказать что	6	7
35	только в	7	7
36	в этой	4	6
37	он не	2	6
38	как бы	22	6
39	формы и	7	6
40	о том	2	6
41	на все	2	5
42	в ней	6	5
43	далеко не	3	5
44	до сих	4	5
45	сих пор	4	5
46	все это	9	5
47	как раз	3	5
48	этом отношении	3	5
49	на самом	6	5
50	только на	2	5
51	и даже	8	5
52	есть только	2	5
53	и на	11	5
54	от того	2	4
55	в жизни	4	4
56	в чем	2	4
57	несмотря на	2	4
58	совершенно не	4	4
59	и по	2	4
60	в нем	13	4
61	все же	6	4
62	при таком	2	4
63	из них	4	4
64	жизни и	7	4
65	наряду с	2	4
66	и до	4	4
67	и все	5	4
68	мы видим	2	4
69	и для	2	4
70	и с	3	4
71	могут быть	2	4
72	в целом	2	4
73	и это	2	4
74	ничего не	3	4
75	между тем	5	4
76	в общем	4	3
77	по своему	8	3
78	не могут	3	3
79	главным образом	6	3
80	в частности	5	3
81	с другой	3	3
82	и к	4	3
83	но как	3	3
84	до конца	2	3
85	на тех	2	3
86	например в	2	3
87	в своей	5	3
88	так и	10	3
89	не к	2	3
90	во всех	9	3
91	и их	3	3
92	и так	2	3
93	в их	4	3
94	в отношении	6	3
95	которого мы	2	3
96	еще более	5	3
97	и других	3	3
98	образом в	2	3
99	этот вопрос	2	3
100	и вот	2	3
101	что не	2	3
102	и он	2	3
103	во всем	2	3
104	ни на	2	3
105	но в	14	3
106	в виду	3	3
107	это было	2	3
108	в узком	4	2
109	и многие	2	2
110	этих двух	2	2
111	с его	5	2
112	мы будем	3	2
113	понятно что	2	2
114	в них	5	2
115	это не	3	2
116	и от	2	2
117	из всех	2	2
118	в одном	5	2
119	они в	2	2
120	это в	4	2
121	человеческого тела	2	2
122	но эта	2	2
123	интерес к	2	2
124	и здесь	3	2
125	своему существу	2	2
126	в романе	2	2
127	к какому	2	2
128	его от	2	2
129	еще не	6	2
130	но не	2	2
131	и часто	2	2
132	вовсе не	18	2
133	на его	2	2
134	к нему	3	2
135	в его	9	2
136	не вполне	2	2
137	в ее	3	2
138	в состоянии	3	2
139	в этих	2	2
140	отношение к	4	2
141	для нас	4	2
142	в процессе	2	2
143	на него	2	2
144	значение и	2	2
145	и без	2	2
146	в особенности	2	2
147	форм и	9	2
148	роль в	2	2
149	в самой	3	2
150	и у	6	2
151	на этот	2	2
152	в других	3	2
153	отличие от	5	2
154	в таком	2	2
155	это очень	2	2
156	это можно	2	2
157	но это	3	2
158	их в	2	2
159	он дает	3	2
160	в себе	3	2
161	и вообще	3	2
162	не понимает	4	2
163	в свое	2	2
164	в свете	2	2
