N	2gram	Vygotskiy__1	Analitik
1	в этом	17	18
2	в частности	2	16
3	и в	23	16
4	не только	16	16
5	так и	5	15
6	как и	14	14
7	в том	24	12
8	но и	14	12
9	и не	9	12
10	том что	21	12
11	в качестве	9	11
12	иначе говоря	2	11
13	могут быть	3	10
14	как бы	11	10
15	при этом	4	10
16	а не	3	10
17	лишь в	6	9
18	и даже	2	9
19	в этой	7	9
20	ничего не	3	9
21	в данном	2	8
22	в целом	20	8
23	представляет собой	11	8
24	к тому	4	7
25	в себе	6	7
26	то что	17	7
27	о том	6	7
28	с другой	10	6
29	в самом	7	6
30	и на	8	6
31	говорить о	2	6
32	может быть	14	6
33	как это	2	6
34	но в	5	6
35	и к	4	5
36	данном случае	2	5
37	с одной	8	5
38	в своем	3	4
39	столь же	6	4
40	в конце	2	4
41	можно сказать	5	4
42	в ходе	8	4
43	уже не	2	4
44	не в	4	4
45	за пределы	2	4
46	но не	4	4
47	тем самым	5	4
48	для него	2	4
49	одной стороны	9	4
50	в сущности	6	4
51	в один	2	4
52	внутренней речи	9	4
53	и тем	6	4
54	не с	2	4
55	отношению к	7	4
56	во всех	3	4
57	как в	4	4
58	все это	6	4
59	как раз	4	4
60	по отношению	7	4
61	не может	12	4
62	на этом	2	4
63	и его	6	4
64	то же	8	4
65	хотя и	2	4
66	между двумя	2	4
67	он в	3	4
68	точки зрения	26	4
69	только в	6	4
70	никогда не	2	3
71	в нашем	2	3
72	не столько	4	3
73	одного из	3	3
74	прежде всего	10	3
75	как уже	7	3
76	этого слова	4	3
77	было бы	4	3
78	несмотря на	2	3
79	и если	3	3
80	в речи	2	3
81	на две	3	3
82	в словах	2	3
83	в их	3	3
84	приводит к	4	3
85	если бы	5	3
86	ответ на	3	3
87	этом отношении	4	3
88	именно в	6	3
89	можно было	3	3
90	а в	2	3
91	как мы	5	3
92	и то	3	3
93	в результате	4	3
94	тем что	6	3
95	ключ к	2	3
96	и т.д	5	3
97	бы в	5	3
98	едва ли	2	3
99	и все	5	3
100	в общем	3	2
101	в изложении	2	2
102	в противоположность	2	2
103	того что	15	2
104	речь идет	2	2
105	для всех	4	2
106	в состоянии	2	2
107	или даже	2	2
108	в одном	4	2
109	что все	4	2
110	к этому	4	2
111	вовсе не	3	2
112	и я	2	2
113	по себе	5	2
114	на то	5	2
115	а затем	5	2
116	по существу	4	2
117	превращается в	3	2
118	же время	2	2
119	что в	14	2
120	что с	2	2
121	она не	3	2
122	о чем	2	2
123	значительной степени	2	2
124	в своей	4	2
125	нас к	8	2
126	в котором	4	2
127	даже в	2	2
128	один из	2	2
129	с той	2	2
130	как говорит	2	2
131	строго говоря	2	2
132	вместе с	9	2
133	всего в	2	2
134	на него	2	2
135	что она	4	2
136	вслед за	2	2
137	другой стороны	9	2
138	отношения к	3	2
139	таким образом	26	2
140	той же	2	2
141	с действительностью	4	2
142	в двух	2	2
143	при переходе	2	2
144	и слово	2	2
145	в значительной	2	2
146	на этот	3	2
147	не имеет	2	2
148	речи в	14	2
149	с точки	18	2
150	так же	16	2
151	и до	2	2
152	между тем	9	2
153	речи и	28	2
154	одну из	4	2
155	одно из	2	2
156	он не	5	2
157	этого рода	2	2
158	к его	2	2
159	в то	7	2
160	в его	14	2
161	представляют собой	2	2
162	в этих	2	2
163	сказать что	11	2
