N	2gram	Propp_Isto_5	Problemy
1	и в	25	34
2	и не	11	29
3	как бы	2	27
4	что он	22	23
5	в его	12	22
6	может быть	17	19
7	в нем	7	19
8	не может	6	19
9	и все	3	19
10	как и	7	18
11	все это	4	16
12	и его	9	16
13	в этом	10	16
14	и с	3	15
15	прежде всего	6	15
16	он не	4	15
17	то же	4	14
18	к нему	3	14
19	самом деле	2	13
20	т е	16	12
21	но и	13	12
22	потому что	7	12
23	в то	3	12
24	вовсе не	2	11
25	то что	7	11
26	не только	13	10
27	не в	6	9
28	а не	2	9
29	героя и	3	9
30	никогда не	3	8
31	и т	20	8
32	так же	5	8
33	точки зрения	2	8
34	с ним	4	8
35	и для	2	8
36	что в	8	7
37	все же	10	7
38	на него	8	7
39	с которым	2	7
40	как мы	5	7
41	там где	6	7
42	в пределах	4	6
43	от себя	2	6
44	что у	4	6
45	и на	8	6
46	мы уже	4	6
47	отношению к	2	6
48	только в	7	6
49	что это	5	5
50	это не	6	5
51	так что	2	5
52	но все	5	5
53	и что	8	5
54	того что	2	5
55	и сам	2	5
56	в целом	3	5
57	из них	2	5
58	по отношению	2	5
59	таким образом	9	5
60	на них	2	5
61	а в	3	5
62	мы должны	4	5
63	с тем	8	5
64	даже в	2	5
65	что и	6	5
66	героя в	9	5
67	с другой	9	4
68	что все	4	4
69	но это	7	4
70	на этом	3	4
71	у него	2	4
72	все эти	8	4
73	его в	9	4
74	так как	11	4
75	если бы	2	4
76	но не	5	4
77	еще не	8	4
78	как в	6	4
79	с другими	4	4
80	тем что	10	4
81	в виде	9	4
82	и это	4	4
83	ничего не	2	4
84	вместе с	22	4
85	не менее	4	3
86	уже в	2	3
87	но так	2	3
88	его к	3	3
89	в том	6	3
90	что его	3	3
91	такой же	2	3
92	но для	2	3
93	в него	5	3
94	мы видели	7	3
95	жизни и	2	3
96	другой стороны	8	3
97	его и	2	3
98	их в	3	3
99	в ней	5	3
100	но он	2	3
101	во всем	2	3
102	под влиянием	2	3
103	не как	4	3
104	по себе	2	3
105	им и	2	3
106	в ее	4	3
107	том что	8	3
108	еще в	2	3
109	как можно	2	3
110	в своей	2	3
111	если не	4	3
112	и как	3	3
113	это было	2	3
114	это уже	2	2
115	с этой	2	2
116	не знал	2	2
117	вопрос о	2	2
118	этом случае	7	2
119	тем не	4	2
120	мы знаем	8	2
121	мы и	2	2
122	друг с	2	2
123	в другой	3	2
124	например в	5	2
125	один из	2	2
126	он может	2	2
127	в форме	3	2
128	друг друга	3	2
129	по которому	3	2
130	т д	18	2
131	сам в	2	2
132	когда уже	2	2
133	особенно в	2	2
134	в которых	3	2
135	героя но	2	2
136	с этим	5	2
137	на одном	2	2
138	о том	7	2
139	герой не	3	2
140	на нее	2	2
141	сказать что	2	2
142	или как	2	2
143	во время	7	2
144	а как	2	2
145	меня в	2	2
146	говорит о	2	2
147	то в	2	2
148	того же	2	2
149	с другом	2	2
150	мы увидим	5	2
151	во всех	2	2
152	и потому	2	2
153	о нем	3	2
154	когда он	2	2
155	находится в	2	2
156	так в	2	2
157	входит в	5	2
158	уже не	11	2
159	и он	6	2
160	в которой	4	2
161	связан с	2	2
162	за ним	4	2
163	и вообще	3	2
164	него и	5	2
165	которой он	2	2
166	все его	2	2
167	о чем	2	2
