N	2gram	Losev_Dial_3	Istorich
1	и в	24	24
2	что он	13	21
3	не только	23	21
4	и т	24	17
5	т е	48	16
6	т д	23	16
7	может быть	13	14
8	не может	19	14
9	что в	7	13
10	в этом	8	12
11	и здесь	2	12
12	но и	9	11
13	это не	4	10
14	у него	2	10
15	том что	8	10
16	а в	2	10
17	и что	15	10
18	с другой	4	9
19	не в	3	9
20	все же	3	9
21	о том	6	9
22	потому что	7	9
23	показывает что	2	8
24	еще не	2	8
25	что и	6	8
26	все это	6	8
27	другой стороны	2	8
28	то же	6	8
29	а не	26	8
30	или в	2	8
31	так как	6	8
32	в том	5	7
33	одна из	3	7
34	то что	14	7
35	к нему	3	7
36	таким образом	13	7
37	тем что	3	6
38	с этой	5	6
39	об этом	6	6
40	для нас	2	6
41	как и	7	6
42	так же	4	6
43	но не	2	6
44	в нем	3	6
45	а именно	2	6
46	он не	5	6
47	и все	6	6
48	того что	12	6
49	только в	5	6
50	что это	12	6
51	не менее	11	5
52	одной стороны	3	5
53	то это	9	5
54	так и	5	5
55	с одной	3	5
56	что она	9	5
57	в чем	4	5
58	ничего не	17	5
59	но в	2	5
60	никогда не	7	4
61	что у	2	4
62	вовсе не	13	4
63	тем не	10	4
64	по существу	2	4
65	от отца	5	4
66	при этом	2	4
67	есть и	12	4
68	мы уже	3	4
69	же как	2	4
70	как бы	3	4
71	в их	2	4
72	то и	3	4
73	если не	3	4
74	и не	27	4
75	не имеет	11	4
76	мы не	5	4
77	так в	2	4
78	точки зрения	25	4
79	в данном	2	4
80	на первый	4	4
81	с его	2	3
82	в них	5	3
83	превращается в	6	3
84	но они	2	3
85	тогда когда	5	3
86	или она	2	3
87	вопрос о	5	3
88	на то	3	3
89	чаще всего	2	3
90	так что	8	3
91	кроме того	6	3
92	и если	2	3
93	например в	2	3
94	не вполне	2	3
95	при помощи	3	3
96	ее в	2	3
97	как мы	2	3
98	этой точки	2	3
99	и она	2	3
100	должны быть	3	3
101	и даже	13	3
102	и он	2	3
103	и по	2	3
104	и его	5	3
105	но это	5	3
106	хотя и	5	3
107	он дает	2	3
108	из этих	2	3
109	что мы	8	3
110	и этим	3	3
111	из самых	3	2
112	перед нами	3	2
113	не будет	3	2
114	в мифе	13	2
115	тому что	4	2
116	думать что	2	2
117	того кто	3	2
118	вообще не	2	2
119	и от	3	2
120	этого не	2	2
121	прежде всего	8	2
122	не могут	4	2
123	их не	2	2
124	не можем	2	2
125	и ее	3	2
126	не содержит	2	2
127	в то	5	2
128	мы знаем	3	2
129	ни в	9	2
130	что его	5	2
131	говорит о	4	2
132	это значит	24	2
133	в силу	3	2
134	только о	3	2
135	превратился в	2	2
136	и нет	7	2
137	есть еще	3	2
138	то время	4	2
139	она не	3	2
140	было бы	5	2
141	в самом	7	2
142	не имеют	2	2
143	и о	3	2
144	нас к	2	2
145	но для	2	2
146	и когда	2	2
147	тем более	3	2
148	на себя	3	2
149	и тем	2	2
150	другими словами	7	2
151	со стороны	2	2
152	ноги и	2	2
153	по которому	2	2
154	отличается от	8	2
155	точно так	2	2
156	уже не	5	2
157	в особенности	7	2
158	не просто	18	2
159	имеется в	3	2
160	что не	5	2
161	и у	2	2
162	что такое	21	2
163	друг друга	3	2
164	как это	5	2
165	его не	2	2
166	время как	4	2
167	с тех	2	2
168	что этот	2	2
169	сказать что	4	2
170	ничем не	7	2
171	в основе	3	2
172	из них	3	2
173	в одной	3	2
174	с этим	3	2
175	и на	3	2
176	они не	2	2
177	отца и	2	2
178	во всем	3	2
179	только на	7	2
180	его на	2	2
181	но вот	2	2
182	все эти	3	2
183	и это	4	2
184	конечно не	4	2
185	а если	3	2
186	е в	4	2
187	к отцу	2	2
