N	2gram	Losev_Dial_2	Myslijsy
1	потому что	14	46
2	в том	14	32
3	и в	19	30
4	может быть	20	28
5	то же	12	23
6	не только	19	21
7	только в	5	21
8	но и	12	19
9	том что	10	18
10	то что	14	18
11	того что	6	18
12	что в	7	17
13	не есть	47	17
14	по себе	18	16
15	в себе	15	16
16	не в	8	15
17	и не	30	15
18	а не	16	15
19	таким образом	4	14
20	что и	5	13
21	так как	14	13
22	вместе с	2	12
23	а в	4	12
24	есть уже	2	11
25	так и	10	11
26	что оно	4	11
27	в душе	7	10
28	как и	10	10
29	как в	2	10
30	и что	5	10
31	в этом	8	10
32	в то	6	10
33	только тогда	7	9
34	было бы	3	9
35	в нем	10	9
36	между тем	2	9
37	тогда когда	6	9
38	в самом	5	8
39	от того	4	8
40	в ней	2	8
41	что не	6	8
42	только что	5	8
43	что мы	2	8
44	и то	7	8
45	с другой	5	7
46	вовсе не	13	7
47	к тому	2	7
48	как мы	3	7
49	так что	7	7
50	с тем	2	7
51	но не	6	7
52	есть не	7	7
53	с одной	2	7
54	тем что	2	7
55	зависит от	2	6
56	а потому	2	6
57	что он	6	6
58	но это	7	6
59	с этим	3	6
60	из них	3	6
61	например в	2	6
62	между собою	3	6
63	то это	2	6
64	не может	9	6
65	уже не	3	6
66	с ним	4	6
67	уже в	4	5
68	одно из	4	5
69	не могут	4	5
70	независимо от	4	5
71	по крайней	9	5
72	человека и	2	5
73	в каком	4	5
74	и как	10	5
75	же время	5	5
76	в своем	4	5
77	очевидно что	2	5
78	еще не	4	5
79	только как	3	5
80	крайней мере	9	5
81	не менее	3	5
82	одно и	4	5
83	есть только	4	5
84	должно быть	7	5
85	сказать что	10	5
86	сам по	3	5
87	и т	17	5
88	что я	2	5
89	что это	10	4
90	и от	3	4
91	в смысле	5	4
92	есть ни	6	4
93	все это	4	4
94	то время	4	4
95	была бы	3	4
96	себе не	3	4
97	другой стороны	4	4
98	от своих	2	4
99	есть нечто	8	4
100	и его	5	4
101	он не	4	4
102	не было	3	4
103	все равно	5	4
104	тем же	2	4
105	и по	4	4
106	того как	2	4
107	быть только	2	4
108	мы должны	2	4
109	в один	3	4
110	и это	5	4
111	и потому	5	4
112	и при	2	4
113	не говоря	2	3
114	и есть	4	3
115	могут быть	4	3
116	тому что	2	3
117	прежде всего	8	3
118	и все	12	3
119	а только	3	3
120	оно есть	3	3
121	я и	2	3
122	тем не	2	3
123	именно в	2	3
124	есть в	2	3
125	более или	2	3
126	не будет	2	3
127	само по	2	3
128	бы ни	2	3
129	до сих	2	3
130	можно сказать	5	3
131	при этом	4	3
132	и может	6	3
133	ни о	2	3
134	только потому	2	3
135	и следовательно	5	3
136	что она	14	3
137	как бы	14	3
138	от всего	2	3
139	на него	2	3
140	разница между	2	3
141	или менее	2	3
142	человеческой жизни	2	3
143	и тогда	3	3
144	том смысле	4	3
145	т д	15	3
146	то оно	3	3
147	в одно	5	3
148	к нему	4	3
149	нельзя сказать	4	3
150	в силу	5	3
151	так же	2	3
152	в таком	4	3
153	или в	2	3
154	в каждом	2	3
155	же и	9	3
156	в искусстве	2	3
157	говорить о	5	3
158	и вообще	6	3
159	его в	3	3
160	есть известное	2	3
161	в чем	3	3
162	в которой	2	3
163	не то	5	3
164	это было	3	3
165	том как	2	3
166	сих пор	2	3
167	только не	2	2
168	перед нами	2	2
169	во время	2	2
170	но все	2	2
171	время и	2	2
172	и та	6	2
173	об этом	3	2
174	связи с	4	2
175	в какой	2	2
176	его с	3	2
177	та же	4	2
178	не как	2	2
179	иначе и	2	2
180	в одном	4	2
181	с нею	3	2
182	на все	2	2
183	сама по	7	2
184	что с	2	2
185	все в	2	2
186	будет ли	2	2
187	в ее	4	2
188	мы видим	2	2
189	в этой	3	2
190	что они	6	2
191	можно только	2	2
192	по своему	5	2
193	но как	5	2
194	и слова	3	2
195	но что	7	2
196	она не	8	2
197	несмотря на	2	2
198	этого последнего	2	2
199	и мы	3	2
200	и если	4	2
201	или на	2	2
202	на его	2	2
203	есть выражение	3	2
204	мы уже	8	2
205	за пределы	4	2
206	так или	2	2
207	даже в	3	2
208	собственно говоря	2	2
209	но мы	2	2
210	вопрос об	4	2
211	все же	4	2
212	остается только	2	2
213	же в	2	2
214	жизни и	6	2
215	то или	4	2
216	в своей	8	2
217	что уже	2	2
218	что же	2	2
219	в их	2	2
220	что есть	2	2
221	т п	2	2
222	в виде	2	2
223	в разных	3	2
224	это и	3	2
225	но только	3	2
226	самом деле	4	2
227	в системе	2	2
228	что такое	3	2
229	и даже	14	2
230	и притом	7	2
231	но без	3	2
232	что по	2	2
233	тут же	4	2
234	на мир	2	2
235	их в	2	2
236	ни в	10	2
237	от этого	3	2
238	точки зрения	12	2
239	у меня	3	2
240	явлений и	2	2
241	о том	5	2
242	души и	2	2
243	иметь в	2	2
244	когда мы	3	2
245	то не	3	2
246	таком случае	3	2
247	в области	2	2
248	нет ни	3	2
249	и с	5	2
