N	2gram	Bakhtin_Fr_5	Myslijsy
1	то есть	25	34
2	потому что	7	33
3	то что	2	29
4	может быть	2	26
5	таким образом	8	24
6	в том	10	23
7	и в	45	23
8	в этом	14	23
9	и не	15	18
10	что в	12	17
11	при этом	2	15
12	только в	4	15
13	как и	10	14
14	то же	11	14
15	того что	3	14
16	так как	6	14
17	том что	7	12
18	не было	3	12
19	а не	4	12
20	но и	10	11
21	не в	7	11
22	не может	5	11
23	не только	14	10
24	мы можем	2	10
25	между тем	2	9
26	в своем	11	8
27	было бы	2	8
28	мы не	4	8
29	сказать что	4	8
30	о том	4	8
31	но в	14	8
32	с тем	2	7
33	что это	2	7
34	это не	3	7
35	в нем	10	7
36	что и	7	7
37	и что	2	7
38	вовсе не	8	7
39	как в	3	7
40	мысли и	6	7
41	с этим	4	7
42	независимо от	2	6
43	и к	5	6
44	для того	6	6
45	вместе с	3	6
46	заметить что	2	6
47	так и	6	6
48	для него	3	5
49	хотя и	5	5
50	в его	13	5
51	как бы	12	5
52	к нему	2	5
53	все это	7	5
54	не менее	3	5
55	а в	4	5
56	с ним	5	5
57	говорить о	2	5
58	слова и	2	5
59	есть в	3	5
60	не имеет	3	5
61	и та	2	4
62	и все	7	4
63	что все	2	4
64	что он	6	4
65	до сих	3	4
66	на котором	2	4
67	можно сказать	2	4
68	по поводу	4	4
69	в одном	3	4
70	и о	4	4
71	от того	3	4
72	сих пор	3	4
73	а именно	2	4
74	в истории	2	4
75	того чтобы	6	4
76	хотя бы	2	4
77	так же	8	4
78	между собою	4	4
79	точки зрения	4	4
80	в данном	2	4
81	в то	11	4
82	же самое	2	4
83	его в	5	4
84	и с	10	4
85	и есть	2	3
86	связи с	6	3
87	в них	6	3
88	именно в	3	3
89	но это	5	3
90	со словом	2	3
91	же время	9	3
92	кроме того	4	3
93	и если	2	3
94	мы уже	4	3
95	к тому	2	3
96	например в	5	3
97	в самом	4	3
98	образы и	2	3
99	известной степени	4	3
100	в каждом	2	3
101	и их	5	3
102	так в	2	3
103	и только	2	3
104	той же	4	3
105	все эти	5	3
106	на самом	5	3
107	лишь в	2	3
108	самом деле	5	3
109	и на	5	3
110	и до	2	3
111	в которых	3	3
112	связанная с	2	3
113	ту же	2	3
114	в поэзии	3	3
115	с точки	2	3
116	там где	3	3
117	только для	2	2
118	во время	12	2
119	не могут	2	2
120	том же	2	2
121	и как	5	2
122	и без	2	2
123	по тому	2	2
124	превращается в	2	2
125	из этих	3	2
126	значение и	2	2
127	в различных	2	2
128	что на	3	2
129	и здесь	4	2
130	в самой	8	2
131	несколько слов	2	2
132	об этом	4	2
133	по своему	4	2
134	уже и	2	2
135	в большинстве	2	2
136	есть и	5	2
137	и слова	2	2
138	в сущности	4	2
139	в ней	8	2
140	он не	6	2
141	и др	8	2
142	даже в	2	2
143	один из	2	2
144	и мысли	2	2
145	и это	4	2
146	на том	2	2
147	конечно не	2	2
148	данном случае	2	2
149	что она	3	2
150	и прежде	3	2
151	мы видим	5	2
152	происходит в	2	2
153	и для	3	2
154	если мы	2	2
155	в течение	3	2
156	но эта	2	2
157	как мы	8	2
158	до известной	4	2
159	эта связь	4	2
160	и у	5	2
161	на этот	3	2
162	с образами	4	2
163	и даже	4	2
164	и притом	2	2
165	и его	13	2
166	тела и	3	2
167	можно было	4	2
168	нас в	2	2
169	она и	2	2
170	к ней	2	2
171	от земли	2	2
172	и вообще	2	2
173	бы в	4	2
174	но мы	2	2
175	от его	3	2
176	эти образы	12	2
177	в ту	2	2
178	большинстве случаев	2	2
179	это было	4	2
