N	2gram	Bakhtin_Fr_6	Istorich
1	и в	41	22
2	в этом	12	17
3	что в	7	15
4	не только	10	14
5	мы видели	2	13
6	но и	13	12
7	и не	3	12
8	может быть	2	11
9	в этих	2	11
10	или в	6	11
11	таким образом	17	10
12	но в	8	10
13	что он	6	9
14	в нем	16	9
15	вместе с	6	9
16	в том	2	9
17	что они	2	8
18	с этим	3	8
19	том что	7	8
20	мы видим	6	8
21	как мы	12	8
22	с мотивом	2	7
23	другой стороны	2	7
24	с другой	4	7
25	но не	2	7
26	то что	10	7
27	из них	5	7
28	так как	10	7
29	там где	5	7
30	связи с	2	6
31	в них	7	6
32	мы уже	18	6
33	а в	4	6
34	то же	5	6
35	возможно что	2	6
36	а не	2	6
37	во время	9	6
38	в частности	2	5
39	так что	2	5
40	до сих	3	5
41	есть и	2	5
42	один из	6	5
43	все же	4	5
44	он не	2	5
45	того что	3	5
46	сих пор	3	5
47	к нему	3	5
48	в этой	8	5
49	и другие	2	4
50	как это	2	4
51	у нас	4	4
52	не в	4	4
53	в дальнейшем	2	4
54	только в	3	4
55	на этом	2	4
56	из земли	2	4
57	они не	3	4
58	одним из	4	4
59	связано с	3	4
60	для нас	2	4
61	а именно	2	4
62	и его	13	4
63	и на	9	4
64	в данном	3	4
65	не может	4	4
66	но он	5	4
67	тем что	5	4
68	все эти	11	4
69	и с	16	4
70	связана с	2	3
71	мы еще	2	3
72	превращается в	2	3
73	в одной	3	3
74	и от	4	3
75	и все	9	3
76	представление о	2	3
77	прежде всего	10	3
78	стороны и	2	3
79	а затем	4	3
80	как и	7	3
81	и как	4	3
82	но это	3	3
83	они и	3	3
84	все что	4	3
85	у него	7	3
86	было бы	3	3
87	мы увидим	3	3
88	на его	2	3
89	в его	7	3
90	никогда не	8	3
91	не будем	2	3
92	данном случае	2	3
93	и у	2	3
94	так же	5	3
95	сказать что	6	3
96	потому что	3	3
97	солнца и	2	3
98	из этих	2	3
99	о том	9	3
100	их в	2	3
101	в чем	3	3
102	все время	4	2
103	всех этих	2	2
104	связанных с	3	2
105	и др	10	2
106	здесь и	8	2
107	в одном	5	2
108	на все	3	2
109	вовсе не	7	2
110	но конечно	2	2
111	лицо и	2	2
112	от него	2	2
113	но они	4	2
114	с одной	4	2
115	как в	4	2
116	при этом	3	2
117	с миром	3	2
118	себе в	2	2
119	одной стороны	4	2
120	например в	6	2
121	не мог	3	2
122	они могут	2	2
123	хотя и	2	2
124	в ней	4	2
125	и потому	2	2
126	и он	5	2
127	в котором	4	2
128	даже в	4	2
129	жизни и	3	2
130	так и	5	2
131	где они	2	2
132	в своем	5	2
133	никто не	2	2
134	в особенности	7	2
135	той же	5	2
136	еще более	2	2
137	из того	2	2
138	образом в	2	2
139	и что	5	2
140	что не	3	2
141	и даже	4	2
142	есть только	3	2
143	и для	3	2
144	роль в	4	2
145	и то	2	2
146	между тем	2	2
147	точки зрения	2	2
148	в другом	4	2
149	в то	6	2
150	большинстве случаев	5	2
151	а также	5	2
152	в него	3	2
