N	2gram	Tiupa_Anal_3	Komedia
1	и в	18	26
2	и не	12	14
3	едва ли	3	14
4	к тому	6	12
5	так и	14	12
6	и его	13	12
7	в том	9	11
8	тому же	3	11
9	может быть	9	11
10	но и	13	10
11	в этом	14	10
12	что в	9	9
13	столь же	4	9
14	том что	12	9
15	вместе с	2	9
16	было бы	3	8
17	и на	4	7
18	не только	22	7
19	что и	5	7
20	ли не	4	7
21	на себя	2	7
22	в своем	4	6
23	то что	2	6
24	еще не	6	6
25	в нем	2	6
26	и здесь	2	6
27	в то	3	6
28	о том	6	6
29	таким образом	4	6
30	с его	8	5
31	с тем	2	5
32	к этому	3	5
33	что он	4	5
34	в качестве	12	5
35	один из	2	5
36	с этим	3	5
37	уже в	3	4
38	не менее	4	4
39	в частности	12	4
40	восходит к	3	4
41	в них	2	4
42	и от	2	4
43	прежде всего	5	4
44	из этих	3	4
45	о его	2	4
46	же в	2	4
47	как и	14	4
48	в целом	3	4
49	с их	3	4
50	хотя и	2	4
51	в его	7	4
52	все же	4	4
53	в самом	5	4
54	судя по	2	4
55	и для	2	4
56	более чем	2	4
57	точки зрения	3	4
58	в начале	6	4
59	только в	2	4
60	как это	3	4
61	его в	3	4
62	между тем	5	4
63	о чем	4	3
64	для всех	2	3
65	в каждом	3	3
66	в тех	2	3
67	отношению к	7	3
68	но не	7	3
69	того же	5	3
70	во всех	2	3
71	же время	3	3
72	и сам	4	3
73	по поводу	3	3
74	со своей	8	3
75	например в	2	3
76	как правило	5	3
77	да и	2	3
78	в ней	2	3
79	себя в	4	3
80	тех пор	2	3
81	в их	6	3
82	все это	3	3
83	по отношению	7	3
84	дело с	3	3
85	той же	5	3
86	то же	3	3
87	ответ на	3	3
88	не было	3	3
89	как в	3	3
90	а в	10	3
91	тем что	2	3
92	не может	2	3
93	что касается	3	3
94	в этой	6	3
95	могла бы	2	3
96	но в	2	3
97	мы можем	2	3
98	военную службу	2	2
99	в ответ	2	2
100	если в	3	2
101	отнюдь не	4	2
102	однако в	5	2
103	не всегда	3	2
104	с другой	7	2
105	не для	2	2
106	это не	2	2
107	в конце	5	2
108	в одном	4	2
109	и к	4	2
110	об этом	2	2
111	в ее	3	2
112	не в	6	2
113	одна из	2	2
114	по своему	2	2
115	что по	4	2
116	одной стороны	2	2
117	он не	6	2
118	как бы	10	2
119	всяком случае	2	2
120	даже в	2	2
121	не является	5	2
122	в мире	5	2
123	со стороны	9	2
124	что она	2	2
125	в отличие	2	2
126	так в	3	2
127	с одной	2	2
128	то ли	2	2
129	в той	2	2
130	не более	2	2
131	в принципе	2	2
132	бы и	2	2
133	отличие от	2	2
134	роль в	3	2
135	мы не	3	2
136	в глазах	2	2
137	на пути	2	2
138	во всяком	2	2
139	следует признать	3	2
140	и ее	2	2
141	говорить о	3	2
142	и все	2	2
143	в первом	2	2
144	мы имеем	5	2
