N	3gram	Propp_Isto_1	Myshleni
1	в том что	4	21
2	с одной стороны	4	7
3	в зависимости от	2	6
4	на то что	4	6
5	в связи с	3	6
6	не может быть	7	6
7	на этот вопрос	2	5
8	можно было бы	3	5
9	по отношению к	3	5
10	о том что	3	4
11	мы не можем	2	3
12	по этому поводу	2	3
13	мы видели что	2	3
14	в отличие от	2	3
15	если бы мы	2	2
16	же самое что	2	2
17	мы увидим что	5	2
18	более или менее	5	2
19	то же самое	3	2
20	должны были бы	2	2
21	само по себе	2	2
22	мы должны будем	4	2
23	вопрос о том	2	2
24	друг с другом	3	2
