N	2gram	Medvedev_V_1	StatiiOP
1	и в	26	29
2	том что	8	27
3	в том	15	27
4	в этом	26	21
5	но и	10	19
6	что в	10	19
7	не только	25	19
8	о том	10	17
9	что он	4	13
10	в его	14	13
11	у пушкина	2	12
12	между прочим	2	12
13	то что	6	11
14	все это	10	11
15	в которой	2	11
16	к тому	4	10
17	таким образом	31	10
18	т е	18	10
19	в своем	8	9
20	и т	23	9
21	так и	5	9
22	этом отношении	13	9
23	и не	19	9
24	как на	3	9
25	он не	2	9
26	по поводу	2	8
27	как раз	3	8
28	письме к	9	8
29	но в	2	8
30	с тем	3	7
31	так например	2	7
32	в самом	4	7
33	в ней	2	7
34	в виду	4	7
35	в котором	3	7
36	в своей	4	7
37	вместе с	7	7
38	тому что	6	7
39	для того	3	7
40	не столько	2	7
41	об этом	9	6
42	в одном	4	6
43	вовсе не	3	6
44	одним из	5	6
45	все же	5	6
46	т д	14	6
47	в течение	2	6
48	того чтобы	3	6
49	и его	6	6
50	в письме	13	5
51	о чем	2	5
52	прежде всего	13	5
53	в качестве	11	5
54	было бы	7	5
55	как бы	5	5
56	пушкин в	2	5
57	а не	7	5
58	того что	3	5
59	между тем	5	5
60	точки зрения	3	5
61	а как	2	4
62	именно в	2	4
63	по словам	8	4
64	в частности	11	4
65	что у	2	4
66	с другой	11	4
67	но с	2	4
68	к этому	9	4
69	в романе	4	4
70	не в	6	4
71	для него	8	4
72	и к	3	4
73	хотя и	2	4
74	работы над	5	4
75	в нем	6	4
76	не приходится	2	4
77	при помощи	3	4
78	действующих лиц	5	4
79	в другом	2	4
80	связи с	4	4
81	в общем	2	3
82	не менее	2	3
83	на вопрос	2	3
84	вот что	9	3
85	же как	2	3
86	не является	5	3
87	с этим	3	3
88	с нею	2	3
89	в образе	2	3
90	по себе	2	3
91	одном из	3	3
92	у нас	2	3
93	как у	2	3
94	но не	2	3
95	в пользу	2	3
96	например в	3	3
97	никогда не	4	3
98	и даже	2	3
99	из них	9	3
100	другой стороны	8	3
101	по его	2	3
102	подчеркнуть что	2	3
103	в их	5	3
104	т п	9	3
105	не было	7	3
106	еще и	2	3
107	в году	6	3
108	и он	2	3
109	и по	3	3
110	ни одного	2	3
111	хотя бы	19	3
112	так же	3	3
113	его не	3	3
114	иметь в	2	3
115	во время	3	2
116	с его	3	2
117	только не	2	2
118	если бы	3	2
119	и др	9	2
120	по этому	9	2
121	в них	4	2
122	в конце	3	2
123	как например	2	2
124	утверждать что	4	2
125	что и	3	2
126	в ее	4	2
127	а затем	2	2
128	говорит о	7	2
129	по существу	3	2
130	как и	7	2
131	и как	3	2
132	из его	3	2
133	только о	2	2
134	в этой	4	2
135	другом месте	2	2
136	что они	3	2
137	в то	6	2
138	очевидно что	7	2
139	как известно	2	2
140	может быть	22	2
141	в статье	4	2
142	не по	2	2
143	том же	6	2
144	и потому	2	2
145	из писем	2	2
146	даже в	5	2
147	нет и	3	2
148	образом не	3	2
149	только в	7	2
150	ее в	4	2
151	как говорит	5	2
152	также и	2	2
153	в процессе	16	2
154	писем к	2	2
155	или менее	6	2
156	только что	4	2
157	не может	17	2
158	этому поводу	7	2
159	в особенности	2	2
160	свидетельствуют о	2	2
161	например что	3	2
162	то же	10	2
163	все эти	6	2
164	они не	2	2
165	более или	6	2
166	в значительной	3	2
167	что такое	2	2
168	в результате	5	2
169	сказать что	5	2
170	к сожалению	2	2
171	в себе	6	2
172	этот вопрос	3	2
173	от его	2	2
174	на это	2	2
175	его в	3	2
176	как он	2	2
177	только с	2	2
178	само собою	2	2
179	как это	12	2
180	отметить что	2	2
181	в области	2	2
182	говорит об	2	2
