N	2gram	Bakhtin_Pr_5	formyVre
1	и в	35	50
2	то есть	16	33
3	в этом	14	25
4	в нем	16	24
5	и его	14	16
6	прежде всего	12	15
7	и не	27	14
8	как мы	8	14
9	вовсе не	7	13
10	как раз	4	13
11	в его	21	13
12	так и	8	12
13	может быть	14	11
14	таким образом	7	11
15	мы уже	8	11
16	то же	15	11
17	и как	2	10
18	времени и	2	10
19	но в	19	10
20	в конце	5	9
21	в том	5	9
22	же время	10	9
23	все эти	3	9
24	в то	11	9
25	не только	10	9
26	с его	7	9
27	ничего не	3	9
28	в самом	6	8
29	но и	14	8
30	и на	6	8
31	как и	18	8
32	ни в	2	8
33	характер и	2	7
34	и во	3	7
35	для себя	7	7
36	героя и	10	7
37	так сказать	2	7
38	все же	8	6
39	это не	3	6
40	в дальнейшем	2	6
41	например в	2	6
42	с ее	3	6
43	не может	18	6
44	лишь в	7	6
45	так же	7	6
46	так как	4	6
47	у него	4	6
48	с этим	3	6
49	и все	15	6
50	в жизни	2	6
51	и того	2	6
52	во всех	3	6
53	то что	10	6
54	в ее	3	6
55	как в	5	6
56	между двумя	2	6
57	что в	6	5
58	не в	10	5
59	с самим	15	5
60	в пределах	11	5
61	этот процесс	2	5
62	время как	2	5
63	точки зрения	7	5
64	всех этих	2	5
65	но все	4	5
66	но не	6	5
67	еще не	7	5
68	он не	13	5
69	отношению к	7	5
70	и у	4	5
71	но на	4	4
72	в роман	2	4
73	понятно что	2	4
74	в своем	2	4
75	до конца	4	4
76	в котором	3	4
77	все это	14	4
78	для других	3	4
79	потому что	8	4
80	и с	12	4
81	в ней	2	4
82	к себе	18	4
83	в последующем	3	4
84	в них	4	4
85	конечно не	2	4
86	вполне понятно	2	4
87	раз в	2	4
88	или как	3	4
89	и т.п	6	4
90	жизнь и	2	4
91	себе самому	18	4
92	в той	4	4
93	том что	3	4
94	и для	8	4
95	и то	5	4
96	только в	6	4
97	и это	5	4
98	себя и	8	3
99	в этих	2	3
100	в отношении	9	3
101	к тому	6	3
102	да и	5	3
103	с тем	3	3
104	при этом	2	3
105	в движение	2	3
106	себе и	7	3
107	хотя и	2	3
108	в виду	3	3
109	со всеми	3	3
110	в форме	3	3
111	по отношению	6	3
112	но эта	2	3
113	друг друга	2	3
114	а в	7	3
115	вообще не	2	3
116	их в	2	3
117	сказать что	3	3
118	самим собою	9	3
119	в начале	3	3
120	его в	4	3
121	в одном	6	3
122	а как	2	3
123	не знает	6	3
124	уже говорили	5	3
125	к концу	3	3
126	одно и	3	3
127	одной из	2	3
128	нет здесь	3	3
129	в сущности	14	3
130	мы говорили	2	3
131	что и	3	3
132	вместе с	2	3
133	только на	4	3
134	всем этим	2	3
135	а не	4	3
136	что не	4	3
137	или в	2	3
138	с другими	2	3
139	во всяком	4	3
140	в себе	5	3
141	этими двумя	2	3
142	все его	4	3
143	уже в	3	2
144	совсем не	3	2
145	самого начала	8	2
146	никогда не	4	2
147	о своей	3	2
148	он только	3	2
149	друг другу	4	2
150	его и	3	2
151	с другой	4	2
152	что все	2	2
153	вопрос о	2	2
154	или иной	4	2
155	тому же	3	2
156	с самого	8	2
157	в глаза	5	2
158	для него	14	2
159	нет в	3	2
160	но для	2	2
161	не о	4	2
162	есть только	2	2
163	в целом	3	2
164	места в	2	2
165	отношение к	6	2
166	на них	7	2
167	к своему	5	2
168	те же	2	2
169	того что	3	2
170	и даже	5	2
171	и по	2	2
172	рядом с	4	2
173	в которых	2	2
174	друг на	2	2
175	самим собой	7	2
176	же и	4	2
177	но он	4	2
178	той или	4	2
179	на друга	2	2
180	во всем	4	2
181	мы должны	3	2
182	как он	2	2
183	с ним	7	2
184	человек и	4	2
185	мире и	2	2
186	в романах	5	2
187	друг к	3	2
188	к другому	16	2
189	не как	3	2
190	определяется не	2	2
191	раз и	3	2
192	его целом	2	2
193	по себе	4	2
194	сохраняется и	2	2
195	и к	12	2
196	здесь еще	2	2
197	но конечно	2	2
198	время не	3	2
199	в чем	4	2
200	здесь в	2	2
201	было бы	3	2
202	к ней	2	2
203	иной характер	2	2
204	в этот	2	2
205	нет и	4	2
206	и определяется	2	2
207	в своей	4	2
208	к другу	3	2
209	как бы	31	2
210	быть и	2	2
211	момент его	2	2
212	и события	2	2
213	всего этого	3	2
214	и прежде	4	2
215	в отличие	2	2
216	уже не	3	2
217	с точки	2	2
218	речи в	2	2
219	хотя бы	2	2
220	в которой	2	2
221	той же	2	2
222	тем что	4	2
223	вступает в	2	2
224	герою и	3	2
225	и вообще	2	2
226	слова и	11	2
227	там где	7	2
228	отличие от	2	2
