N	2gram	Vygotskiy__6	NovoeSre
1	а не	3	17
2	не может	19	16
3	и в	28	16
4	и не	11	11
5	что в	17	9
6	он не	7	8
7	в том	28	8
8	в новой	2	7
9	как и	6	7
10	это есть	3	7
11	в этом	27	7
12	может быть	13	7
13	с его	3	6
14	никогда не	8	6
15	в высшей	2	6
16	не знает	3	6
17	не в	4	6
18	но это	2	6
19	в нем	7	5
20	все это	2	5
21	и к	6	5
22	не только	16	5
23	не менее	2	4
24	то что	28	4
25	в них	3	4
26	это не	5	4
27	и все	5	4
28	не имеет	6	4
29	потому что	22	4
30	по своему	2	4
31	прежде всего	2	4
32	к жизни	4	3
33	но и	10	3
34	в своей	2	3
35	с другой	2	3
36	вопрос о	5	3
37	во всех	4	3
38	перейти к	2	3
39	к тому	10	3
40	что такое	3	3
41	в основе	3	3
42	с тем	5	3
43	как в	3	3
44	она не	2	3
45	еще не	8	3
46	сказать что	13	3
47	что все	5	2
48	я не	4	2
49	все время	3	2
50	у него	2	2
51	вместе с	7	2
52	так и	6	2
53	для этого	2	2
54	мысли и	2	2
55	другой стороны	2	2
56	и от	2	2
57	мы говорим	2	2
58	а в	2	2
59	к более	2	2
60	этом смысле	2	2
61	все эти	2	2
62	того чтобы	10	2
63	зависит от	3	2
64	но не	10	2
65	вот почему	2	2
66	так же	15	2
67	по существу	2	2
68	это и	3	2
69	время как	5	2
70	мы не	6	2
71	том что	19	2
72	можно было	7	2
73	есть в	3	2
74	же как	6	2
75	и что	6	2
76	переходе от	5	2
77	могут быть	5	2
78	с этим	4	2
79	переход к	3	2
80	и на	5	2
81	в себе	4	2
82	в то	6	2
83	когда мы	6	2
84	как это	3	2
85	мысли в	4	2
86	не могли	5	2
87	хотя и	3	2
88	но в	5	2
89	в новом	2	2
