N	2gram	Bakhtin_Fr_4	Marksizm
1	точки зрения	4	34
2	может быть	2	26
3	и не	16	26
4	не может	2	24
5	с точки	2	20
6	и в	29	19
7	и его	8	19
8	таким образом	20	17
9	в этом	11	16
10	как бы	8	15
11	прежде всего	8	13
12	как мы	10	13
13	как и	12	12
14	так и	11	11
15	и для	2	11
16	связи с	2	11
17	в нем	5	10
18	в слове	2	10
19	и т.п	12	10
20	в результате	4	9
21	только в	2	9
22	при этом	3	8
23	но и	9	8
24	друг друга	2	8
25	не только	10	8
26	все же	3	8
27	то что	4	8
28	все эти	9	7
29	так же	7	7
30	но в	12	7
31	в ее	3	7
32	то же	10	7
33	с помощью	4	6
34	в том	7	6
35	кроме того	2	6
36	другой стороны	3	6
37	и здесь	3	6
38	того же	5	6
39	в его	8	6
40	так сказать	2	6
41	с другой	4	5
42	в конце	9	5
43	именно в	2	5
44	до конца	5	5
45	конечно не	4	5
46	рядом с	5	5
47	и все	13	5
48	к этому	2	5
49	вовсе не	9	5
50	по преимуществу	3	5
51	того чтобы	3	5
52	самого начала	3	4
53	с самого	3	4
54	в ней	3	4
55	форм и	2	4
56	не столько	2	4
57	и на	11	4
58	тот же	3	4
59	сказать что	5	4
60	жизни в	2	4
61	еще не	4	4
62	и тот	2	4
63	как в	2	4
64	для того	3	4
65	и эта	2	4
66	между ними	2	4
67	далеко не	5	4
68	место в	2	3
69	и есть	4	3
70	формы и	2	3
71	а как	2	3
72	здесь в	6	3
73	и как	3	3
74	в дальнейшем	3	3
75	в большинстве	6	3
76	же время	8	3
77	в котором	2	3
78	из них	6	3
79	этот процесс	6	3
80	все это	4	3
81	конце концов	4	3
82	того что	3	3
83	в то	10	3
84	его в	9	3
85	нет ничего	2	3
86	большинстве случаев	5	3
87	этих форм	2	3
88	и к	2	3
89	том что	3	3
90	и при	2	3
91	т.п в	2	3
92	одной из	2	3
93	в сущности	6	3
94	он не	3	3
95	в своей	5	3
96	это и	5	3
97	на самом	4	3
98	один и	2	3
99	и это	2	3
100	в которой	4	3
101	в узком	3	2
102	том числе	3	2
103	в частности	3	2
104	никогда не	2	2
105	в своем	3	2
106	же деле	2	2
107	его к	2	2
108	все в	2	2
109	ни в	2	2
110	узком смысле	2	2
111	связаны с	2	2
112	числе и	2	2
113	в виду	2	2
114	и др	4	2
115	в нашем	4	2
116	с ее	3	2
117	на этой	2	2
118	жизни и	4	2
119	и их	3	2
120	где они	2	2
121	как к	3	2
122	и других	3	2
123	и даже	3	2
124	все остальные	3	2
125	в своих	2	2
126	в одной	2	2
127	же и	3	2
128	о том	2	2
129	как он	2	2
130	так как	7	2
131	и с	9	2
132	в основе	2	2
133	нового времени	2	2
134	в литературе	4	2
135	что он	4	2
136	в себе	3	2
137	в романе	10	2
138	то в	3	2
139	самом же	2	2
140	в качестве	3	2
141	другими словами	2	2
142	мы уже	10	2
143	к тому	2	2
144	на первый	2	2
145	как раз	2	2
146	мира и	4	2
147	той же	3	2
148	или в	2	2
149	связана с	4	2
150	мы можем	3	2
151	тем что	4	2
152	этой системы	4	2
153	из этого	2	2
154	там где	3	2
155	в чем	3	2
