N	2gram	Trubetskoy_1	Literetu
1	и не	8	22
2	и в	26	16
3	в мире	5	16
4	при этом	3	15
5	не только	10	14
6	но и	9	14
7	в этом	15	14
8	а не	5	12
9	то что	7	12
10	может быть	10	12
11	в том	11	12
12	не в	2	10
13	то же	4	9
14	так и	6	9
15	того что	3	9
16	в то	4	9
17	том что	7	8
18	не может	4	8
19	в этой	4	8
20	как бы	12	8
21	же время	2	7
22	точки зрения	13	7
23	только в	4	7
24	с его	2	6
25	состоит в	2	6
26	с другой	8	6
27	к тому	6	6
28	еще не	2	6
29	в его	5	6
30	в себе	6	6
31	о том	6	6
32	в качестве	3	5
33	что он	4	5
34	тому же	5	5
35	лишь в	5	5
36	вместе с	15	5
37	а в	4	5
38	этом отношении	2	5
39	именно в	2	5
40	то есть	4	5
41	но не	8	4
42	в рамках	3	4
43	никогда не	5	4
44	по существу	2	4
45	одной стороны	7	4
46	и если	3	4
47	в начале	2	4
48	и для	5	4
49	одним из	2	4
50	отношению к	3	4
51	из них	7	4
52	с одной	7	4
53	а также	2	4
54	одно из	2	4
55	в одном	3	4
56	том числе	5	3
57	только для	2	3
58	взгляд на	2	3
59	прежде всего	2	3
60	и как	3	3
61	и к	5	3
62	в самом	4	3
63	вслед за	2	3
64	наконец в	2	3
65	жизни и	2	3
66	уже не	3	3
67	и наконец	2	3
68	с точки	6	3
69	как на	8	3
70	в глазах	2	3
71	потому что	7	3
72	по своей	2	3
73	в области	9	3
74	но в	7	3
75	между тем	2	3
76	ни было	2	2
77	что в	9	2
78	не менее	3	2
79	если бы	3	2
80	так или	3	2
81	то ни	2	2
82	как о	3	2
83	с этой	3	2
84	не как	2	2
85	в конце	6	2
86	к своим	4	2
87	к этому	3	2
88	не всегда	2	2
89	и вместе	4	2
90	на то	2	2
91	или иной	2	2
92	в нем	4	2
93	и при	3	2
94	связи с	9	2
95	так чтобы	2	2
96	числе и	4	2
97	того же	6	2
98	в свою	2	2
99	для него	3	2
100	можно сказать	3	2
101	и перед	2	2
102	со всеми	2	2
103	этот путь	2	2
104	несмотря на	6	2
105	во всех	2	2
106	вплоть до	2	2
107	той или	2	2
108	не вполне	3	2
109	к жизни	5	2
110	один из	2	2
111	не с	2	2
112	что и	6	2
113	а так	3	2
114	все же	6	2
115	бы то	2	2
116	отношение к	5	2
117	когда он	3	2
118	никем не	2	2
119	с ней	3	2
120	и тогда	4	2
121	так же	5	2
122	и только	4	2
123	если не	2	2
124	но с	3	2
125	того чтобы	5	2
126	для того	5	2
127	и даже	3	2
128	или иначе	3	2
129	и на	2	2
130	и с	10	2
131	еще на	2	2
132	он в	2	2
133	далеко не	4	2
134	представляет собой	3	2
135	же самое	2	2
136	и потому	6	2
