N	3gram	Losev_Prob_2	Dialekti
1	и т д	6	19
2	это значит что	3	9
3	ни в каком	4	8
4	сама по себе	4	8
5	в том что	4	7
6	не есть ни	3	6
7	само по себе	2	5
8	по крайней мере	6	4
9	той или другой	4	4
10	в то же	4	4
11	в каком случае	3	4
12	можно было бы	2	4
13	на то что	4	4
14	с другой стороны	5	4
15	несмотря на всю	2	4
16	не имеет ничего	2	3
17	имеет ничего общего	2	3
18	может быть и	2	3
19	и в этом	3	3
20	ничего общего с	2	3
21	можно сказать что	3	3
22	в конце концов	7	3
23	не имеет никакого	2	3
24	только то что	3	3
25	более или менее	4	3
26	содержит в себе	2	3
27	да и то	2	3
28	не может быть	3	3
29	в этом смысле	5	3
30	та или иная	2	3
31	по себе и	2	2
32	друг к другу	2	2
33	или хотя бы	2	2
34	и ни в	2	2
35	о том что	14	2
36	с одной стороны	5	2
37	одной стороны и	3	2
38	точно так же	3	2
39	это и есть	2	2
40	то это значит	2	2
41	не просто как	3	2
42	и в частности	3	2
43	до сих пор	4	2
44	во всяком случае	10	2
45	каком случае не	2	2
46	на самом деле	2	2
47	или по крайней	3	2
48	то или иное	2	2
49	тех или других	3	2
