N	3gram	Vygotskiy__5	KulturaY
1	и т п	3	24
2	и т д	3	14
3	в том что	14	10
4	можно было бы	3	9
5	с точки зрения	2	8
6	для того чтобы	19	8
7	с другой стороны	5	7
8	в самом деле	5	7
9	само по себе	2	5
10	в зависимости от	6	4
11	не только в	2	4
12	не может быть	2	4
13	в этом отношении	3	3
14	в лучшем случае	3	3
15	в конце концов	2	3
16	можно сказать что	2	2
17	на то что	16	2
18	мы знаем что	2	2
19	в отличие от	2	2
20	по себе не	2	2
21	так же как	2	2
22	и в самом	2	2
23	вместе с тем	3	2
24	на самом деле	2	2
25	на этот вопрос	3	2
26	в этом случае	2	2
27	потому что он	2	2
