N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	29
2	таким образом	6	20
3	и не	14	16
4	и все	2	13
5	в этой	3	13
6	как и	4	12
7	но в	3	12
8	так и	12	11
9	и на	7	11
10	в этом	10	11
11	то же	3	10
12	во время	6	10
13	как мы	4	10
14	в то	6	10
15	не только	7	10
16	вовсе не	2	9
17	в конце	2	9
18	но и	10	9
19	и с	5	9
20	его в	4	9
21	же время	3	8
22	прежде всего	4	8
23	в его	4	8
24	и его	12	8
25	как бы	2	8
26	в них	4	7
27	в том	11	7
28	так как	4	7
29	из них	7	6
30	здесь в	3	6
31	что это	4	5
32	у него	4	5
33	это не	2	5
34	того же	3	5
35	в нем	6	5
36	в своей	3	5
37	рядом с	2	5
38	с его	5	4
39	в нашем	2	4
40	в образе	3	4
41	что он	5	4
42	по своему	2	4
43	еще не	6	4
44	и есть	2	4
45	один из	5	4
46	то что	6	4
47	жизни и	3	4
48	все это	3	4
49	с другой	2	4
50	тем что	3	4
51	точки зрения	4	4
52	в которой	5	4
53	в доме	6	3
54	том числе	3	3
55	все время	2	3
56	в частности	4	3
57	в качестве	5	3
58	в своем	6	3
59	и здесь	6	3
60	что у	4	3
61	в ее	2	3
62	а затем	5	3
63	все же	4	3
64	с самого	2	3
65	том что	9	3
66	мы можем	3	3
67	и сам	3	3
68	тот же	2	3
69	той же	3	3
70	и их	3	3
71	он не	2	3
72	к нему	3	3
73	и за	2	3
74	того чтобы	6	3
75	для того	5	3
76	роль в	2	3
77	с ними	2	3
78	в ней	3	3
79	своего времени	2	3
80	место в	4	2
81	уже в	4	2
82	связи с	3	2
83	связанных с	2	2
84	и другие	2	2
85	в другой	2	2
86	к этому	5	2
87	в этих	4	2
88	его современников	3	2
89	по всему	3	2
90	нового времени	2	2
91	к тому	12	2
92	и к	2	2
93	одной из	4	2
94	о его	4	2
95	ни в	5	2
96	он был	2	2
97	да и	3	2
98	из этого	2	2
99	на этом	2	2
100	но не	3	2
101	перед лицом	2	2
102	как известно	2	2
103	то время	3	2
104	но там	3	2
105	одной стороны	2	2
106	не может	3	2
107	о чем	3	2
108	может быть	11	2
109	и дает	2	2
110	хотя и	4	2
111	в виду	2	2
112	в котором	3	2
113	если в	2	2
114	со стороны	2	2
115	и для	4	2
116	себя в	3	2
117	после этого	2	2
118	также в	2	2
119	как в	3	2
120	до нас	4	2
121	в их	3	2
122	в других	2	2
123	с одной	2	2
124	в той	2	2
125	от всех	2	2
126	и у	2	2
127	друг друга	3	2
128	или в	3	2
129	в одной	2	2
130	что из	2	2
131	как будто	4	2
132	только в	4	2
133	в один	2	2
134	о том	6	2
135	как он	3	2
136	и это	2	2
137	по адресу	4	2
138	же не	2	2
