N	2gram	Propp_Russ_1	Myslijsy
1	то есть	3	34
2	потому что	10	33
3	то что	6	29
4	может быть	8	26
5	таким образом	6	24
6	в том	17	23
7	и в	36	23
8	в этом	12	23
9	и не	6	18
10	что в	19	17
11	при этом	6	15
12	только в	4	15
13	для нас	6	14
14	как и	10	14
15	то же	3	14
16	того что	4	14
17	так как	15	14
18	том что	19	12
19	не было	2	12
20	а не	2	12
21	но и	16	11
22	не может	4	11
23	и потому	2	10
24	не только	22	10
25	тем что	4	10
26	мы можем	2	10
27	между тем	7	9
28	в своем	3	8
29	мы не	6	8
30	о том	8	8
31	но в	2	8
32	с тем	8	7
33	что это	3	7
34	это не	10	7
35	в нем	2	7
36	что и	7	7
37	в силу	2	7
38	и что	4	7
39	и т	10	7
40	могут быть	2	7
41	как в	5	7
42	с этим	2	7
43	этого слова	3	7
44	народной поэзии	3	7
45	независимо от	2	6
46	и к	3	6
47	вместе с	10	6
48	того как	5	6
49	тем и	2	6
50	так и	7	6
51	так что	2	5
52	не можем	3	5
53	таким же	3	5
54	хотя и	2	5
55	в его	2	5
56	как бы	5	5
57	этом случае	5	5
58	все это	6	5
59	не менее	3	5
60	находится в	2	5
61	а в	9	5
62	с ним	2	5
63	не имеет	6	5
64	думать что	3	4
65	и более	2	4
66	тем не	3	4
67	тогда как	2	4
68	предположить что	2	4
69	но есть	2	4
70	в одном	3	4
71	только на	3	4
72	так же	3	4
73	точки зрения	3	4
74	видно что	6	4
75	мы имеем	4	4
76	и с	2	4
77	слова в	3	3
78	до того	2	3
79	связи с	4	3
80	в этих	3	3
81	в них	6	3
82	там же	5	3
83	но это	4	3
84	переход от	2	3
85	еще не	4	3
86	и из	3	3
87	к тому	4	3
88	например в	2	3
89	к слову	2	3
90	между прочим	2	3
91	в каждом	2	3
92	и другим	2	3
93	и их	4	3
94	так в	4	3
95	связь между	2	3
96	т д	9	3
97	в разных	3	3
98	все эти	2	3
99	и других	7	3
100	что у	2	3
101	на самом	2	3
102	уже не	6	3
103	и по	8	3
104	еще до	2	3
105	представления и	2	3
106	а мы	2	3
107	с ними	5	3
108	и на	10	3
109	этот вопрос	2	3
110	и до	2	3
111	в которых	5	3
112	их в	3	3
113	с точки	3	3
114	там где	2	3
115	что от	2	2
116	и многие	2	2
117	только для	2	2
118	во время	14	2
119	иное как	2	2
120	не были	2	2
121	состоит в	8	2
122	том же	2	2
123	и как	2	2
124	но даже	2	2
125	в нашем	2	2
126	тому что	4	2
127	из этих	4	2
128	но тем	2	2
129	в образе	2	2
130	значение и	2	2
131	в различных	2	2
132	что на	4	2
133	и здесь	2	2
134	судить по	2	2
135	у нас	8	2
136	в старину	2	2
137	такое же	2	2
138	об этом	9	2
139	чем в	2	2
140	в большинстве	2	2
141	но что	2	2
142	в свою	3	2
143	после того	2	2
144	что по	4	2
145	не что	2	2
146	она не	2	2
147	в это	3	2
148	к ним	3	2
149	в ней	2	2
150	не значит	2	2
151	и др	4	2
152	судить о	2	2
153	один из	8	2
154	не с	3	2
155	судя по	2	2
156	природы и	2	2
157	что она	2	2
158	мы видим	2	2
159	и для	2	2
160	относятся к	2	2
161	в течение	5	2
162	как мы	10	2
163	и у	5	2
164	на этот	3	2
165	в других	11	2
166	во многих	5	2
167	в своих	2	2
168	в более	2	2
169	в виде	6	2
170	к ней	2	2
171	в первый	4	2
172	что иное	2	2
173	мы должны	2	2
174	его к	2	2
175	говорится о	2	2
176	большинстве случаев	2	2
177	быть и	2	2
178	в области	3	2
179	которые не	3	2
