N	2gram	Bakhtin_Pr_1	Myslijsy
1	потому что	8	46
2	в том	8	32
3	и в	29	30
4	может быть	24	28
5	то же	14	23
6	не только	15	21
7	только в	10	21
8	но и	14	19
9	том что	7	18
10	то что	15	18
11	что в	8	17
12	не есть	2	17
13	по себе	8	16
14	в себе	7	16
15	в сознании	2	15
16	не в	7	15
17	и не	31	15
18	а не	22	15
19	таким образом	12	14
20	что и	4	13
21	так как	6	13
22	а в	7	12
23	если бы	9	12
24	так и	7	11
25	что оно	2	11
26	как и	12	10
27	как в	6	10
28	и что	2	10
29	в этом	22	10
30	в то	10	10
31	для него	18	9
32	было бы	5	9
33	в нем	19	9
34	между тем	5	9
35	в самом	10	8
36	от того	4	8
37	в ней	2	8
38	с другой	3	7
39	вовсе не	7	7
40	как мы	4	7
41	так что	2	7
42	но не	9	7
43	тем что	4	7
44	имеет значение	2	6
45	же что	5	6
46	а потому	2	6
47	что он	8	6
48	но это	4	6
49	с этим	2	6
50	например в	3	6
51	те же	2	6
52	то и	2	6
53	не может	12	6
54	уже не	13	6
55	и слово	3	6
56	с ним	5	6
57	уже в	3	5
58	одно из	2	5
59	не могут	6	5
60	в них	3	5
61	и как	7	5
62	же время	9	5
63	в своем	8	5
64	еще не	5	5
65	только как	2	5
66	если б	2	5
67	отношению к	8	5
68	по отношению	8	5
69	должно быть	4	5
70	как на	3	5
71	с другими	7	5
72	тому как	3	5
73	сказать что	3	5
74	и т	4	5
75	перестает быть	4	4
76	оно не	3	4
77	и от	2	4
78	для понимания	2	4
79	в смысле	2	4
80	все это	6	4
81	все что	3	4
82	в его	24	4
83	себя и	2	4
84	была бы	3	4
85	в котором	2	4
86	один из	2	4
87	другой стороны	3	4
88	и его	14	4
89	или же	2	4
90	он не	5	4
91	не было	4	4
92	мы должны	3	4
93	в один	2	4
94	далеко не	3	4
95	и это	5	4
96	и потому	6	4
97	слово в	2	4
98	в человеке	3	3
99	жизни не	2	3
100	и есть	2	3
101	могут быть	6	3
102	тому что	3	3
103	прежде всего	7	3
104	именно в	5	3
105	него самого	2	3
106	само по	3	3
107	до сих	2	3
108	при этом	2	3
109	никак не	2	3
110	и следовательно	4	3
111	что она	6	3
112	как бы	19	3
113	для себя	2	3
114	в целом	6	3
115	на него	3	3
116	то оно	2	3
117	как слово	3	3
118	к нему	6	3
119	друг друга	3	3
120	так же	6	3
121	в каждом	8	3
122	и на	7	3
123	же и	2	3
124	за ним	3	3
125	не знает	3	3
126	его в	6	3
127	в произведении	4	3
128	там где	10	3
129	заметить что	2	3
130	в которой	2	3
131	сих пор	2	3
132	перед нами	5	2
133	но все	5	2
134	связи с	2	2
135	не образ	2	2
136	не как	14	2
137	к сознанию	2	2
138	в одном	10	2
139	нам кажется	2	2
140	а как	7	2
141	есть то	3	2
142	образ а	2	2
143	его к	2	2
144	не дает	3	2
145	от них	2	2
146	отношение к	2	2
147	слова но	2	2
148	на котором	3	2
149	все в	3	2
150	художественный образ	2	2
151	сознании и	2	2
152	сливается с	6	2
153	за собою	2	2
154	мысль не	3	2
155	мы видим	2	2
156	в этой	4	2
157	но как	3	2
158	у него	5	2
159	она не	7	2
160	несмотря на	6	2
161	на его	2	2
162	и о	5	2
163	мы уже	2	2
164	за пределы	7	2
165	оно ни	2	2
166	был бы	6	2
167	даже в	4	2
168	все же	9	2
169	о слове	2	2
170	же в	2	2
171	зрения и	2	2
172	жизни и	2	2
173	в своей	8	2
174	и до	3	2
175	что же	4	2
176	мысли и	5	2
177	в их	3	2
178	в форме	7	2
179	т п	3	2
180	входит в	7	2
181	образ в	2	2
182	этом отношении	3	2
183	это и	5	2
184	мы ее	2	2
185	самом деле	6	2
186	и наконец	4	2
187	и даже	2	2
188	идеи в	9	2
189	той же	5	2
190	в которых	2	2
191	на мир	6	2
192	с этой	2	2
193	их в	4	2
194	ни в	3	2
195	точки зрения	19	2
196	подобно тому	3	2
197	то он	2	2
198	бы в	3	2
199	отношении к	3	2
200	и самое	3	2
201	так сказать	4	2
202	самое слово	2	2
203	нет ни	2	2
204	и с	4	2
