N	2gram	Vygotskiy__3	Analitik
1	не только	12	22
2	и в	38	18
3	как и	8	14
4	в этом	13	14
5	но и	5	13
6	и его	6	13
7	том что	14	12
8	в качестве	2	12
9	и не	10	12
10	при этом	4	11
11	а в	7	10
12	как бы	14	10
13	то есть	15	10
14	может быть	19	9
15	со стороны	2	9
16	что в	20	9
17	а не	7	9
18	в том	25	9
19	со своей	2	8
20	в первой	2	8
21	и даже	4	8
22	с другой	7	7
23	в его	5	7
24	в русской	2	7
25	как раз	8	7
26	к тому	6	6
27	не в	12	6
28	для него	2	6
29	в этой	13	6
30	он не	6	6
31	о том	6	6
32	никогда не	4	5
33	в конце	2	5
34	в свою	4	5
35	того же	3	5
36	в самом	25	5
37	что и	4	5
38	другой стороны	5	5
39	в сущности	10	5
40	уже не	2	5
41	той же	2	5
42	между тем	7	5
43	представляет собой	2	5
44	перед нами	8	4
45	отнюдь не	2	4
46	в своем	5	4
47	столь же	2	4
48	в одном	8	4
49	состоит в	3	4
50	что он	11	4
51	и к	3	4
52	и как	8	4
53	свою очередь	2	4
54	все же	8	4
55	внимание на	2	4
56	таким образом	12	4
57	и на	6	4
58	в данном	2	4
59	далеко не	3	4
60	что по	3	4
61	однако и	2	3
62	были бы	3	3
63	из этих	3	3
64	к этому	3	3
65	в ее	7	3
66	что они	4	3
67	было бы	12	3
68	указывает на	6	3
69	с ее	2	3
70	в целом	4	3
71	дело не	2	3
72	данном случае	2	3
73	как в	4	3
74	все это	3	3
75	то же	10	3
76	еще и	2	3
77	что не	3	3
78	по его	3	3
79	мы не	5	3
80	ничего не	2	3
81	с этим	8	3
82	точки зрения	16	3
83	но как	2	3
84	в то	3	3
85	его в	3	3
86	здесь не	3	3
87	едва ли	3	3
88	как это	6	3
89	для всех	2	2
90	все эти	4	2
91	все они	2	2
92	в них	3	2
93	но они	2	2
94	в нем	4	2
95	и ее	2	2
96	в тех	4	2
97	но сам	2	2
98	несмотря на	5	2
99	о которых	9	2
100	же в	2	2
101	говорит о	2	2
102	который не	4	2
103	одна из	4	2
104	с тем	8	2
105	по своему	4	2
106	очевидно что	2	2
107	в глаза	2	2
108	не более	2	2
109	одной стороны	5	2
110	со всеми	2	2
111	в общем	2	2
112	совершенно не	5	2
113	например в	2	2
114	могли бы	5	2
115	иначе говоря	5	2
116	по преимуществу	2	2
117	и той	2	2
118	в ней	15	2
119	всяком случае	2	2
120	один из	6	2
121	то что	35	2
122	когда он	4	2
123	во всех	4	2
124	вместе с	5	2
125	нам не	2	2
126	что она	16	2
127	не может	7	2
128	как к	2	2
129	не могла	2	2
130	отношения к	2	2
131	на примере	2	2
132	с одной	6	2
133	одной и	2	2
134	и вот	2	2
135	который как	2	2
136	в той	5	2
137	самом деле	21	2
138	не мог	4	2
139	с точки	9	2
140	и по	2	2
141	и для	4	2
142	русской поэзии	2	2
143	сказать что	4	2
144	во всяком	2	2
145	мы можем	7	2
146	тем что	3	2
147	в себе	4	2
148	и здесь	6	2
149	могла бы	3	2
150	только в	4	2
151	этого слова	2	2
152	и все	10	2
153	так сказать	5	2
154	там где	6	2
155	когда мы	2	2
156	но в	3	2
