N	2gram	Voloshinov_1	KulturaY
1	и в	16	23
2	не только	7	20
3	в том	3	19
4	в этом	9	18
5	и не	4	16
6	было бы	2	15
7	так как	4	15
8	может быть	17	15
9	точки зрения	8	14
10	в самом	2	12
11	все эти	5	12
12	том что	3	11
13	в области	3	11
14	но в	4	11
15	что в	3	10
16	то что	3	9
17	самом деле	6	9
18	хотя бы	4	9
19	не может	8	9
20	прежде всего	9	8
21	и пр	12	8
22	с точки	6	8
23	что это	2	7
24	не менее	2	7
25	но и	4	7
26	с помощью	2	7
27	и с	8	7
28	по крайней	3	6
29	крайней мере	3	6
30	в этой	4	6
31	что не	2	6
32	то же	2	6
33	и на	4	6
34	ту же	2	6
35	что мы	2	6
36	не могут	2	5
37	этом смысле	3	5
38	что он	2	5
39	еще не	5	5
40	в его	4	5
41	всяком случае	3	5
42	один из	2	5
43	вместе с	3	5
44	все это	4	5
45	таким образом	9	5
46	и вот	3	5
47	как это	3	5
48	во всяком	3	5
49	только в	4	5
50	отнюдь не	4	4
51	в них	2	4
52	к этому	2	4
53	если мы	2	4
54	можно сказать	4	4
55	что на	2	4
56	мы знаем	3	4
57	для нас	2	4
58	ни в	5	4
59	в пределах	2	4
60	как бы	5	4
61	в нем	4	4
62	на этой	3	4
63	так же	2	4
64	и о	2	4
65	сказать что	7	4
66	могут быть	3	4
67	в каком	2	4
68	говорить о	2	4
69	так и	4	4
70	на этом	3	3
71	у него	2	3
72	для этого	2	3
73	что оно	2	3
74	но это	2	3
75	того же	2	3
76	совершенно не	8	3
77	он не	2	3
78	что и	2	3
79	как не	2	3
80	с этим	2	3
81	не знает	2	3
82	те же	3	3
83	как мы	4	3
84	сводится к	2	3
85	что такое	5	3
86	и по	2	3
87	а в	3	3
88	и его	8	3
89	знаем что	2	3
90	что можно	2	3
91	и это	6	3
92	есть в	2	3
93	аналогии с	2	3
94	только для	5	2
95	же как	2	2
96	сознания и	2	2
97	и есть	3	2
98	в частности	2	2
99	никогда не	2	2
100	оно не	2	2
101	с этой	2	2
102	никаких оснований	3	2
103	и все	4	2
104	связанные с	2	2
105	конечном счете	2	2
106	но зато	2	2
107	и потому	3	2
108	а на	2	2
109	при этом	6	2
110	конечно не	6	2
111	в конечном	3	2
112	в свое	2	2
113	и даже	4	2
114	по сравнению	3	2
115	в своей	2	2
116	за счет	2	2
117	не на	2	2
118	и для	2	2
119	на самом	4	2
120	как и	2	2
121	но оно	3	2
122	с ними	4	2
123	нуждается в	5	2
124	и вообще	2	2
125	тех же	3	2
126	большинстве случаев	3	2
127	отношения к	3	2
128	только как	3	2
