N	2gram	Propp_Isto_6	Vladivir
1	и в	26	40
2	то что	6	28
3	и не	10	25
4	не только	10	25
5	у него	7	24
6	но и	9	18
7	в том	12	18
8	том что	10	18
9	что в	12	17
10	в этом	12	16
11	так что	3	14
12	в его	5	14
13	не может	6	14
14	вовсе не	2	13
15	в виде	6	13
16	только в	5	13
17	а именно	9	12
18	сказать что	3	12
19	никогда не	13	11
20	таким образом	12	11
21	потому что	13	11
22	о том	7	11
23	прежде всего	4	10
24	ни в	2	10
25	то это	5	10
26	не есть	2	10
27	и его	7	10
28	что это	2	9
29	уже не	7	9
30	и с	6	9
31	и то	3	9
32	в своей	3	9
33	что же	2	9
34	под названием	2	9
35	в себе	3	9
36	в своем	2	8
37	в этой	2	8
38	может быть	11	8
39	так же	2	8
40	и что	5	8
41	он не	2	8
42	а также	4	8
43	как мы	4	8
44	а не	2	8
45	к тому	2	7
46	и как	2	7
47	там же	3	7
48	а в	3	7
49	в своих	3	7
50	так как	18	7
51	с тем	4	7
52	того что	2	7
53	в то	5	7
54	что и	4	7
55	вместе с	8	7
56	как и	5	7
57	кроме того	3	6
58	и на	12	6
59	и от	3	6
60	не будет	5	6
61	так и	5	6
62	но это	4	6
63	и это	8	6
64	значит что	2	6
65	с другой	10	5
66	для нас	2	5
67	эти три	3	5
68	не было	3	5
69	все эти	8	5
70	в ней	5	5
71	в одном	3	5
72	что он	9	5
73	у нас	5	5
74	мы уже	6	5
75	еще в	3	5
76	можно было	2	5
77	в данном	3	5
78	тем что	5	5
79	ничего не	2	5
80	точно так	2	4
81	вопрос о	3	4
82	на то	2	4
83	такой же	3	4
84	от того	3	4
85	не имеет	2	4
86	мы должны	2	4
87	при помощи	3	4
88	как это	5	4
89	но не	2	4
90	есть и	4	4
91	то время	3	4
92	еще не	9	4
93	было бы	2	4
94	даже в	2	4
95	него в	2	4
96	то же	5	4
97	а с	2	4
98	то он	2	4
99	все же	8	4
100	но в	7	4
101	или как	2	4
102	перед нами	2	3
103	же как	3	3
104	независимо от	3	3
105	в качестве	3	3
106	это не	4	3
107	из этих	4	3
108	мы знаем	2	3
109	но все	2	3
110	одной стороны	7	3
111	при этом	3	3
112	но для	2	3
113	как бы	4	3
114	всяком случае	2	3
115	и тем	4	3
116	в нем	8	3
117	мы видели	11	3
118	отличается от	2	3
119	и только	3	3
120	с одной	7	3
121	не так	2	3
122	как на	3	3
123	что здесь	3	3
124	сводится к	2	3
125	но вот	2	3
126	мы имеем	14	3
127	если бы	3	3
128	ее в	6	3
129	и эта	3	3
130	не в	3	3
131	что этот	2	3
132	во всяком	2	3
133	далеко не	3	3
134	здесь не	2	3
135	должна быть	3	2
136	в этих	2	2
137	с этой	2	2
138	здесь же	4	2
139	к своему	3	2
140	он был	2	2
141	интересно что	2	2
142	больше и	3	2
143	и наконец	3	2
144	на эти	2	2
145	здесь нет	2	2
146	только то	2	2
147	что она	3	2
148	могло быть	2	2
149	другой стороны	8	2
150	то и	2	2
151	мы находим	2	2
152	в одно	2	2
153	и по	4	2
154	время как	3	2
155	что касается	2	2
156	на более	3	2
157	себе в	4	2
158	но как	4	2
159	самого себя	2	2
160	что мы	2	2
161	его в	5	2
162	не вполне	2	2
163	нет ни	2	2
164	в книге	4	2
165	с его	4	2
166	знаем что	2	2
167	первый план	2	2
168	здесь и	2	2
169	с этим	2	2
170	к этому	3	2
171	стороны и	2	2
172	но мы	2	2
173	на первый	3	2
174	которых он	2	2
175	того же	2	2
176	она не	3	2
177	в это	4	2
178	наряду с	3	2
179	со стороны	3	2
180	данном случае	3	2
181	из этого	3	2
182	на него	2	2
183	только что	2	2
184	и сейчас	2	2
185	тем самым	2	2
186	мы не	6	2
187	если они	3	2
188	от этого	3	2
189	же не	2	2
190	стоит на	2	2
