N	2gram	Losev_Vesc_1	Psycholo
1	в том	8	37
2	и в	21	32
3	и что	15	22
4	том что	8	21
5	то что	27	21
6	таким образом	8	21
7	потому что	16	21
8	что в	9	20
9	может быть	16	18
10	что и	3	17
11	не может	17	17
12	точки зрения	5	17
13	что она	15	16
14	самом деле	4	16
15	того чтобы	3	14
16	то же	6	13
17	для того	2	13
18	в этом	4	13
19	по себе	13	12
20	если мы	8	12
21	в самом	9	12
22	не только	36	12
23	так как	7	12
24	на то	4	11
25	с тем	5	11
26	было бы	14	11
27	в основе	3	11
28	при помощи	2	10
29	как и	8	10
30	же точно	2	10
31	и т	19	10
32	но и	18	10
33	и не	29	10
34	с точки	3	10
35	никогда не	2	9
36	что все	2	9
37	тем что	2	9
38	что это	13	8
39	не менее	3	8
40	не в	5	8
41	той же	2	8
42	того что	8	8
43	к тому	3	7
44	ясно что	8	7
45	и как	8	7
46	а не	19	7
47	в сущности	4	7
48	все эти	3	7
49	совершенно ясно	2	7
50	можно было	2	7
51	и его	2	7
52	сказать что	17	7
53	только в	14	7
54	что они	6	7
55	в этой	3	6
56	тот же	3	6
57	как бы	12	6
58	о том	6	6
59	если бы	5	6
60	отнюдь не	5	5
61	что у	5	5
62	в ней	12	5
63	все это	5	5
64	как раз	9	5
65	только на	3	5
66	и даже	6	5
67	есть только	7	5
68	в то	3	5
69	сам по	3	4
70	когда она	4	4
71	от того	3	4
72	с этой	4	4
73	в жизни	3	4
74	есть не	14	4
75	что на	2	4
76	тем не	3	4
77	как это	2	4
78	в чем	6	4
79	в действительности	7	4
80	никак не	3	4
81	и когда	4	4
82	совершенно не	5	4
83	и тем	3	4
84	в нем	2	4
85	все же	4	4
86	из них	4	4
87	жизни и	2	4
88	данном случае	2	4
89	но только	3	4
90	а в	4	4
91	и все	5	4
92	мы имеем	7	4
93	к одному	3	4
94	мы видим	2	4
95	и для	9	4
96	в данном	5	4
97	о ней	2	4
98	тому что	2	4
99	и с	8	4
100	с этим	3	4
101	ту же	2	4
102	и это	14	4
103	ничего не	3	4
104	как она	4	4
105	для этого	4	3
106	или что	3	3
107	на нас	2	3
108	но он	2	3
109	хотя бы	6	3
110	с другой	6	3
111	в конце	2	3
112	а только	3	3
113	если оно	4	3
114	по существу	2	3
115	об этом	3	3
116	так что	5	3
117	это значит	24	3
118	в свою	4	3
119	в своей	5	3
120	на это	4	3
121	конце концов	2	3
122	относится к	5	3
123	но совершенно	2	3
124	сами по	3	3
125	один из	3	3
126	то это	3	3
127	с ее	6	3
128	так и	3	3
129	то как	2	3
130	во всех	2	3
131	и их	7	3
132	и ее	18	3
133	бы и	5	3
134	в отношении	4	3
135	что же	8	3
136	на этом	2	3
137	еще более	2	3
138	и вот	2	3
139	что не	5	3
140	должны быть	4	3
141	тому как	4	3
142	как к	4	3
143	в смысле	12	3
144	по самому	3	3
145	и то	10	3
146	ни на	3	3
147	мы должны	2	3
148	тогда когда	5	3
149	но в	5	3
150	мы не	6	3
151	значит что	24	3
152	в виду	2	3
153	мы можем	4	3
154	как только	4	2
155	слова в	2	2
156	из самых	2	2
157	этих двух	2	2
158	есть как	3	2
159	вещей и	4	2
160	и этот	2	2
161	оба эти	3	2
162	однако не	2	2
163	мы получим	2	2
164	это может	2	2
165	к действительности	2	2
166	с в	2	2
167	больше того	4	2
168	но даже	3	2
169	же самой	3	2
170	сравнению с	6	2
171	то ни	4	2
172	это не	5	2
173	она является	3	2
174	и от	3	2
175	с другими	8	2
176	только мы	2	2
177	в одном	2	2
178	была бы	2	2
179	во всяком	3	2
180	и эти	2	2
181	сводится к	2	2
182	и здесь	4	2
183	свою очередь	4	2
184	еще не	8	2
185	но не	5	2
186	того же	5	2
187	по сравнению	7	2
188	но что	2	2
189	она не	4	2
190	для такого	2	2
191	вовсе не	10	2
192	это совершенно	4	2
193	и следовательно	7	2
194	в его	2	2
195	из себя	3	2
196	не вполне	2	2
197	всяком случае	2	2
198	когда я	5	2
199	в ее	7	2
200	для нее	2	2
201	оно не	3	2
202	как можно	3	2
203	бы то	4	2
204	для нас	2	2
205	отличается от	7	2
206	есть нечто	6	2
207	и без	3	2
208	как нечто	2	2
209	другой стороны	2	2
210	т д	19	2
211	а с	3	2
212	что оно	8	2
213	у всех	3	2
214	мы находим	2	2
215	из того	2	2
216	в самой	2	2
217	и другое	4	2
218	и у	3	2
219	то или	2	2
220	равным образом	3	2
221	это можно	2	2
222	с но	2	2
223	но это	10	2
224	также и	6	2
225	их в	3	2
226	моментов в	2	2
227	ли это	7	2
228	подобно тому	4	2
229	в себе	14	2
230	смысл и	9	2
231	того и	2	2
232	и только	3	2
233	в уме	3	2
234	значит ли	5	2
235	в свое	2	2
236	в свете	7	2
237	не значит	7	2
238	когда мы	6	2
239	не потому	6	2
240	то чтобы	3	2
