N	2gram	Tiupa_Anal_1	formyVre
1	и в	18	50
2	то есть	11	33
3	в этом	13	25
4	в нем	3	24
5	и его	5	16
6	в литературе	4	16
7	прежде всего	6	15
8	и не	21	14
9	как мы	2	14
10	вовсе не	2	13
11	в его	13	13
12	так и	4	12
13	может быть	29	11
14	таким образом	3	11
15	то же	9	11
16	и как	5	10
17	времени и	6	10
18	но в	8	10
19	в том	27	9
20	же время	6	9
21	все эти	2	9
22	в то	9	9
23	не только	15	9
24	с его	3	9
25	роль в	2	9
26	в самом	6	8
27	и т	3	8
28	но и	17	8
29	и на	5	8
30	как и	13	8
31	того же	4	8
32	ни в	4	8
33	т п	3	8
34	для себя	2	7
35	все же	4	6
36	в частности	19	6
37	это не	6	6
38	в их	5	6
39	не может	22	6
40	лишь в	5	6
41	так как	2	6
42	и все	3	6
43	и того	5	6
44	то что	6	6
45	между двумя	3	6
46	что в	5	5
47	одного и	2	5
48	не в	14	5
49	в пределах	2	5
50	и до	2	5
51	в основе	6	5
52	точки зрения	6	5
53	если бы	3	5
54	отнюдь не	15	5
55	романа в	2	5
56	но не	10	5
57	еще не	3	5
58	он не	3	5
59	отношению к	5	5
60	того чтобы	3	5
61	для того	4	5
62	могут быть	4	5
63	жизни но	2	5
64	том числе	3	4
65	в котором	3	4
66	потому что	2	4
67	и с	2	4
68	нет ничего	2	4
69	между собой	2	4
70	в присутствии	2	4
71	в процессе	2	4
72	и т.п	5	4
73	в той	8	4
74	том что	12	4
75	и то	2	4
76	только в	6	4
77	здесь не	2	4
78	не могут	3	3
79	человек в	3	3
80	себя и	4	3
81	вследствие этого	3	3
82	к тому	7	3
83	при этом	12	3
84	имеет место	5	3
85	мира в	2	3
86	один из	2	3
87	по отношению	6	3
88	отношения к	2	3
89	этом отношении	2	3
90	с одной	3	3
91	именно в	4	3
92	а в	9	3
93	в начале	2	3
94	подхода к	3	3
95	а как	2	3
96	на фоне	2	3
97	есть не	8	3
98	в качестве	31	3
99	в сущности	6	3
100	и потому	2	3
101	что и	3	3
102	вместе с	4	3
103	во времени	4	3
104	а не	17	3
105	что не	3	3
106	в таком	3	3
107	с другими	4	3
108	более того	3	3
109	в себе	11	3
110	место в	3	2
111	никогда не	2	2
112	в нашем	3	2
113	его и	2	2
114	с другой	4	2
115	никто не	3	2
116	была бы	2	2
117	вопрос о	2	2
118	или иной	6	2
119	тому же	4	2
120	в широком	4	2
121	для него	2	2
122	одной стороны	3	2
123	не о	2	2
124	природе своей	2	2
125	в целом	5	2
126	не к	2	2
127	отношение к	2	2
128	ни с	3	2
129	на основе	2	2
130	по природе	3	2
131	того что	4	2
132	и по	2	2
133	широком смысле	2	2
134	самим собой	2	2
135	или не	2	2
136	также и	2	2
137	той или	6	2
138	и является	2	2
139	что мы	3	2
140	как он	3	2
141	с ним	4	2
142	мире и	2	2
143	встречи с	2	2
144	не является	2	2
145	тогда когда	2	2
146	по себе	4	2
147	и к	3	2
148	было бы	2	2
149	не являются	2	2
150	а также	3	2
151	нет и	2	2
152	в своей	6	2
153	как бы	5	2
154	в отличие	6	2
155	разного рода	3	2
156	уже не	4	2
157	с точки	4	2
158	хотя бы	3	2
159	в которой	2	2
160	той же	2	2
161	в данном	2	2
162	автора и	3	2
163	вступает в	3	2
164	на себя	2	2
165	соответствии с	2	2
166	неотделимо от	2	2
167	того и	3	2
168	далеко не	6	2
169	отличие от	6	2
