N	2gram	Propp_Isto_6	Marksizm
1	может быть	11	26
2	и не	10	26
3	не может	6	24
4	и в	26	19
5	и его	7	19
6	таким образом	12	17
7	в этом	12	16
8	как бы	4	15
9	прежде всего	4	13
10	как мы	4	13
11	как и	5	12
12	так и	5	11
13	в нем	8	10
14	только в	5	9
15	при этом	3	8
16	но и	9	8
17	до сих	4	8
18	не только	10	8
19	все же	8	8
20	то что	6	8
21	сих пор	4	8
22	все эти	8	7
23	так же	2	7
24	и те	2	7
25	но в	7	7
26	то же	5	7
27	а не	2	7
28	в том	12	6
29	кроме того	3	6
30	другой стороны	8	6
31	того же	2	6
32	в его	5	6
33	мы не	6	6
34	ничего не	2	6
35	с другой	10	5
36	мы знаем	2	5
37	не в	3	5
38	к этому	3	5
39	вовсе не	2	5
40	во всяком	2	5
41	что в	12	4
42	вопрос о	3	4
43	в ней	5	4
44	от того	3	4
45	здесь мы	4	4
46	а в	3	4
47	и на	12	4
48	сказать что	3	4
49	с этим	2	4
50	еще не	9	4
51	было бы	2	4
52	не будем	2	4
53	не будет	5	4
54	что же	2	4
55	как в	6	4
56	и эта	3	4
57	оно может	2	4
58	в данном	3	4
59	далеко не	3	4
60	и от	3	3
61	можно сказать	2	3
62	и как	2	3
63	по отношению	2	3
64	не было	3	3
65	того что	2	3
66	не имеет	2	3
67	и формы	2	3
68	в то	5	3
69	его в	5	3
70	и действительно	3	3
71	этом случае	6	3
72	том что	10	3
73	мы должны	2	3
74	он не	2	3
75	не есть	2	3
76	в своей	3	3
77	целый ряд	2	3
78	сводится к	2	3
79	должны быть	2	3
80	но все	2	3
81	и ее	3	3
82	и это	8	3
83	зависит от	4	2
84	же как	3	2
85	независимо от	3	2
86	должна быть	3	2
87	в частности	3	2
88	никогда не	13	2
89	в своем	2	2
90	первый план	2	2
91	ни в	2	2
92	связаны с	5	2
93	но для	2	2
94	всяком случае	2	2
95	ни одной	2	2
96	и др	2	2
97	на этой	2	2
98	жизни и	2	2
99	и только	3	2
100	и других	3	2
101	именно на	2	2
102	можно было	2	2
103	в своих	3	2
104	с этой	2	2
105	говорит он	2	2
106	в одной	2	2
107	одну из	4	2
108	из этих	4	2
109	о том	7	2
110	как он	6	2
111	так как	18	2
112	нет ни	2	2
113	и с	6	2
114	от этого	3	2
115	если бы	3	2
116	но при	2	2
117	если он	3	2
118	что он	9	2
119	в себе	3	2
120	у нас	5	2
121	зависимости от	2	2
122	одна из	2	2
123	от него	3	2
124	в качестве	3	2
125	она не	3	2
126	другими словами	3	2
127	мы уже	6	2
128	к тому	2	2
129	на первый	3	2
130	или вообще	2	2
131	не могло	2	2
132	что и	4	2
133	отношению к	2	2
134	пока не	2	2
135	человека в	2	2
136	к своему	3	2
137	что не	2	2
138	из которых	3	2
139	мира и	2	2
140	и он	4	2
141	или в	3	2
142	связана с	3	2
143	мы можем	7	2
144	тем что	5	2
145	могут быть	3	2
146	ту же	2	2
147	в русской	6	2
148	из этого	3	2
149	там где	5	2
150	от нее	2	2
151	из него	2	2
