N	2gram	Bakhtin_sl_2	Literetu
1	не только	24	24
2	при этом	7	19
3	но и	21	17
4	а не	14	16
5	в том	5	16
6	том что	5	14
7	может быть	37	13
8	и не	22	12
9	в этом	16	12
10	прежде всего	8	11
11	в своем	6	11
12	то что	2	10
13	не в	9	8
14	и в	39	8
15	только в	5	8
16	как это	3	8
17	не менее	4	7
18	в его	7	7
19	как бы	7	7
20	уже не	5	7
21	в себе	2	7
22	как и	6	6
23	связи с	3	6
24	себя в	8	6
25	точки зрения	8	6
26	xix века	4	6
27	то есть	26	6
28	с его	7	5
29	что он	2	5
30	же время	4	5
31	а также	3	5
32	как в	13	5
33	не может	20	5
34	то же	4	5
35	в отличие	12	5
36	уже в	2	5
37	одним из	2	5
38	в данном	2	5
39	не столько	3	5
40	в то	4	5
41	отличие от	13	5
42	для этого	4	4
43	это не	5	4
44	но не	6	4
45	еще не	7	4
46	все же	6	4
47	так и	15	4
48	и т.п	2	4
49	никогда не	7	4
50	в связи	2	4
51	в чужом	4	4
52	лишь в	3	4
53	и его	33	4
54	в основе	4	3
55	не было	2	3
56	что в	3	3
57	с другой	5	3
58	одна из	4	3
59	с их	3	3
60	в пределах	13	3
61	например в	5	3
62	у него	3	3
63	же и	2	3
64	в сфере	2	3
65	один из	5	3
66	и др	4	3
67	жизни и	6	3
68	в их	2	3
69	по отношению	4	3
70	а в	4	3
71	таким образом	8	3
72	и даже	7	3
73	той же	3	3
74	во всяком	3	3
75	нуждается в	2	3
76	но в	6	3
77	также и	2	3
78	далеко не	2	3
79	его в	4	3
80	дело в	2	3
81	в области	2	3
82	на этом	3	2
83	на роль	2	2
84	должна быть	3	2
85	однако в	2	2
86	все они	2	2
87	и нет	2	2
88	человека и	3	2
89	в себя	2	2
90	в другом	2	2
91	х годов	2	2
92	или иной	5	2
93	и само	2	2
94	для него	7	2
95	одной стороны	5	2
96	за пределы	2	2
97	всяком случае	2	2
98	на почве	4	2
99	даже в	2	2
100	должен быть	2	2
101	в нем	19	2
102	отношению к	4	2
103	если оно	2	2
104	в сущности	6	2
105	мышления и	5	2
106	этом отношении	3	2
107	с одной	5	2
108	все эти	6	2
109	хотя бы	3	2
110	с точки	3	2
111	роль в	2	2
112	в слове	6	2
113	между тем	3	2
114	могут быть	7	2
115	ту же	3	2
116	о том	2	2
117	как он	2	2
118	здесь как	2	2
119	сознания для	2	2
120	индивидуального сознания	2	2
