N	2gram	Losev_Prob_1	Myshleni
1	то что	42	26
2	что он	7	25
3	в этом	19	25
4	потому что	16	21
5	таким образом	6	19
6	в том	9	18
7	не может	8	18
8	точки зрения	3	18
9	того чтобы	9	17
10	что в	12	16
11	и в	32	16
12	того что	7	16
13	так как	11	16
14	не только	17	16
15	так же	9	15
16	том что	12	15
17	для того	8	14
18	в сущности	2	13
19	сказать что	13	13
20	и не	31	12
21	и что	9	12
22	в области	2	12
23	в его	6	11
24	но не	9	10
25	было бы	8	10
26	как мы	7	10
27	а не	15	10
28	только в	7	10
29	в отношении	3	9
30	может быть	14	9
31	с точки	3	9
32	должно быть	2	8
33	о том	11	8
34	как это	6	8
35	если бы	4	8
36	как и	3	8
37	мы должны	5	8
38	он не	3	8
39	то же	10	8
40	тем самым	4	8
41	же как	2	7
42	и есть	6	7
43	в нем	13	7
44	но он	3	7
45	того же	3	7
46	так и	12	7
47	по себе	15	7
48	если мы	11	7
49	что все	3	6
50	не в	4	6
51	в этой	10	6
52	и следовательно	3	6
53	но если	2	6
54	но и	9	6
55	что оно	3	6
56	и на	8	6
57	как он	4	6
58	но в	14	6
59	к тому	3	6
60	мы можем	4	6
61	никогда не	7	5
62	тому что	4	5
63	в своем	5	5
64	мы и	4	5
65	что они	3	5
66	для него	2	5
67	как бы	14	5
68	не является	5	5
69	хотя бы	3	5
70	в то	6	5
71	с ним	3	5
72	он должен	2	5
73	можно сказать	5	5
74	как в	4	5
75	только что	2	5
76	того как	3	5
77	можно было	3	5
78	тем что	7	5
79	в которой	2	5
80	ничего не	10	5
81	значит что	3	5
82	не могут	2	4
83	что если	2	4
84	казалось бы	4	4
85	все эти	8	4
86	с другой	3	4
87	это не	6	4
88	в теории	3	4
89	сама по	4	4
90	а только	5	4
91	так что	6	4
92	это есть	9	4
93	при этом	6	4
94	в самом	6	4
95	на этот	3	4
96	мышления и	4	4
97	именно в	4	4
98	и другое	2	4
99	не имеет	2	4
100	что мы	13	4
101	же самое	9	4
102	в результате	2	4
103	мы видим	2	4
104	тем более	5	4
105	вообще не	2	4
106	в качестве	2	4
107	еще не	9	4
108	за пределы	6	4
109	не есть	29	4
110	вместе с	2	4
111	тому как	2	4
112	и то	6	4
113	могут быть	2	4
114	не то	2	4
115	подобно тому	2	4
116	не менее	19	3
117	перейти к	4	3
118	одного и	2	3
119	прежде всего	10	3
120	и как	6	3
121	но это	8	3
122	самом деле	6	3
123	но как	6	3
124	но что	2	3
125	в действительности	3	3
126	к нему	3	3
127	как они	2	3
128	и является	7	3
129	и тем	13	3
130	в их	4	3
131	еще и	5	3
132	а в	4	3
133	больше чем	2	3
134	и с	2	3
135	к его	2	3
136	говорить о	6	3
137	в первом	2	3
138	в этих	3	3
139	функции в	4	3
140	между тем	2	3
141	мы не	2	3
142	с тем	5	3
143	только не	3	3
144	с этим	3	3
145	этом случае	2	3
146	и того	2	3
147	по существу	2	3
148	то в	5	3
149	по своему	9	3
150	и может	2	3
151	никак не	4	3
152	а потому	2	3
153	говорит о	3	3
154	сих пор	3	3
155	ее в	2	3
156	не на	3	3
157	что значит	3	3
158	и его	3	3
159	он в	2	3
160	связи с	5	3
161	ничего общего	11	3
162	вопроса о	2	3
163	в чем	3	3
164	до сих	3	3
165	только для	3	2
166	мы будем	2	2
167	друг другу	2	2
168	говорили мы	2	2
169	закон и	3	2
170	но все	3	2
171	является не	2	2
172	тем или	3	2
173	по поводу	4	2
174	на его	2	2
175	не имеют	5	2
176	в виду	6	2
177	совершенно не	6	2
178	в котором	5	2
179	в своей	8	2
180	из них	3	2
181	уже на	2	2
182	что она	5	2
183	мы говорили	4	2
184	все это	7	2
185	другой стороны	3	2
186	то и	6	2
187	но только	2	2
188	говорим о	2	2
189	и даже	11	2
190	который мы	2	2
191	что для	2	2
192	понятия и	2	2
193	которые являются	2	2
194	или не	3	2
195	может иметь	2	2
196	все равно	5	2
197	и здесь	6	2
198	в истории	4	2
199	с которыми	4	2
200	их в	4	2
201	том как	2	2
202	же мы	2	2
203	сознания и	2	2
204	о чем	6	2
205	в них	7	2
206	можем говорить	2	2
207	в жизни	3	2
208	в случае	3	2
209	вовсе не	35	2
210	его в	6	2
211	есть не	6	2
212	же в	4	2
213	у нас	14	2
214	чтобы понять	3	2
215	без всяких	2	2
216	учение о	3	2
217	указывает на	14	2
218	это мы	2	2
219	мы выше	4	2
220	со всеми	2	2
221	предмета и	2	2
222	общего с	8	2
223	во внимание	2	2
224	и потому	2	2
225	и другим	2	2
226	во всех	7	2
227	только на	4	2
228	естественно что	2	2
229	является то	2	2
230	не должны	3	2
231	во всяком	7	2
232	ни на	4	2
233	как будто	3	2
234	мы говорим	3	2
235	учения о	2	2
236	которые не	3	2
