N	2gram	Vinokur_St_1	Myshleni
1	в этом	21	29
2	точки зрения	11	28
3	и в	44	26
4	не только	18	24
5	для себя	3	24
6	то что	18	24
7	таким образом	7	23
8	с точки	8	21
9	и речи	2	19
10	того чтобы	11	19
11	в том	36	18
12	и не	16	18
13	для того	10	18
14	том что	29	17
15	потому что	6	16
16	как и	9	15
17	этом случае	2	14
18	того что	9	14
19	так же	5	14
20	так как	5	14
21	что в	30	12
22	и его	8	12
23	в которой	4	11
24	но и	10	11
25	в слове	5	11
26	не может	8	11
27	что они	7	10
28	по своей	2	10
29	тому что	3	9
30	в самом	7	9
31	что мы	5	9
32	в сущности	2	9
33	тем что	5	9
34	в себе	2	9
35	же как	3	8
36	то же	5	8
37	что она	4	8
38	сказать что	7	8
39	что он	10	8
40	тем самым	2	8
41	той же	5	8
42	только в	10	8
43	представление о	4	7
44	прежде всего	7	7
45	может быть	15	7
46	мы не	2	7
47	и то	5	7
48	в какой	3	6
49	вопрос о	4	6
50	и тем	3	6
51	по отношению	3	6
52	именно в	6	6
53	заключается в	4	6
54	как бы	4	6
55	в ее	4	6
56	и что	4	6
57	было бы	17	6
58	во всех	8	6
59	все эти	5	6
60	все же	8	6
61	самом деле	11	6
62	а не	16	6
63	в сознании	2	6
64	что это	4	6
65	что эта	2	6
66	на вопрос	4	5
67	с этой	3	5
68	что с	2	5
69	одной стороны	2	5
70	если бы	9	5
71	в целом	5	5
72	во второй	9	5
73	и их	2	5
74	данном случае	6	5
75	с одной	3	5
76	оба эти	2	5
77	и с	3	5
78	одно из	2	5
79	в начале	3	5
80	как это	4	5
81	в качестве	4	5
82	она не	2	5
83	отношению к	3	5
84	тем же	3	5
85	и для	3	5
86	что этот	2	5
87	в данном	14	5
88	не менее	5	4
89	никогда не	5	4
90	что у	4	4
91	с другой	9	4
92	в конце	3	4
93	в наших	2	4
94	в такой	2	4
95	на то	4	4
96	в пользу	2	4
97	так что	6	4
98	в котором	5	4
99	если в	2	4
100	не по	3	4
101	целый ряд	2	4
102	и во	2	4
103	в его	9	4
104	нужно было	2	4
105	о том	17	4
106	но в	10	4
107	по этому	3	4
108	чем в	3	4
109	еще не	3	4
110	гораздо более	4	4
111	как в	13	4
112	это и	4	4
113	что оно	3	4
114	в той	6	4
115	должны быть	3	4
116	не в	12	4
117	и только	3	4
118	в области	14	4
119	я не	7	3
120	для этого	2	3
121	все это	5	3
122	это не	8	3
123	из этих	6	3
124	но также	9	3
125	тем не	2	3
126	но это	6	3
127	такой же	5	3
128	есть в	2	3
129	для него	6	3
130	совпадает с	2	3
131	в ней	3	3
132	в основе	3	3
133	смысле этого	2	3
134	из двух	3	3
135	не является	3	3
136	в первой	12	3
137	как к	3	3
138	этом отношении	7	3
139	мы находим	4	3
140	во втором	4	3
141	и по	5	3
142	он не	2	3
143	в первом	2	3
144	чем у	2	3
145	втором случае	2	3
146	об этом	3	3
147	в то	9	3
148	но не	3	3
149	до сих	7	3
150	и потому	2	3
151	этого слова	2	3
152	что и	6	3
153	в своей	6	3
154	сих пор	7	3
155	так и	9	3
156	как раз	4	3
157	этому поводу	2	3
158	на самом	6	3
159	из того	2	3
160	к нему	2	3
161	случае в	4	3
162	в этой	11	3
163	наших глазах	2	3
164	в чем	3	3
165	уже в	2	2
166	можно ли	4	2
167	одним и	2	2
168	в этих	2	2
169	точку зрения	3	2
170	столь же	4	2
171	никто не	4	2
172	что все	2	2
173	то время	2	2
174	что при	2	2
175	что на	2	2
176	для нас	7	2
177	ни в	3	2
178	ли не	2	2
179	является не	4	2
180	случае не	2	2
181	несмотря на	2	2
182	но для	2	2
183	но если	4	2
184	в нем	5	2
185	есть только	2	2
186	отношение к	2	2
187	этой работы	2	2
188	отношения к	2	2
189	время как	2	2
190	лишь в	3	2
191	не имеет	4	2
192	бы все	3	2
193	а в	17	2
194	что для	3	2
195	что то	2	2
196	в своих	2	2
197	также и	9	2
198	в которых	5	2
199	в м	2	2
200	мере в	2	2
201	но он	2	2
202	его в	2	2
203	с которыми	2	2
204	во время	3	2
205	с этим	3	2
206	этих двух	3	2
207	в случае	2	2
208	вовсе не	19	2
209	раз в	2	2
210	у нас	11	2
211	идет о	2	2
212	то в	3	2
213	но именно	2	2
214	со всеми	2	2
215	совершенно не	5	2
216	никем не	2	2
217	должно было	2	2
218	гораздо больше	2	2
219	никаких сомнений	2	2
220	даже в	3	2
221	что же	6	2
222	в отношении	9	2
223	внимание на	3	2
224	но с	3	2
225	говорит что	3	2
226	что не	3	2
227	можно было	13	2
228	во всяком	6	2
229	могут быть	5	2
230	не могла	2	2
231	вопроса о	3	2
232	которые в	2	2
233	ответ на	3	2
234	ничего не	2	2
