N	2gram	Tiupa_Lite_1	Problema
1	то есть	6	39
2	то что	10	38
3	и не	12	37
4	и в	8	35
5	не есть	2	33
6	не только	24	24
7	том что	14	19
8	о том	2	18
9	может быть	13	18
10	что такое	2	18
11	в этом	12	17
12	но и	17	16
13	такого рода	10	15
14	только в	8	14
15	не менее	7	13
16	потому что	3	13
17	во всяком	3	13
18	не может	5	13
19	тем не	2	12
20	в том	16	12
21	того что	6	12
22	также и	3	12
23	хотя бы	2	12
24	что в	3	11
25	прежде всего	11	11
26	и даже	3	11
27	всяком случае	2	10
28	тем более	2	10
29	еще не	4	10
30	да и	3	10
31	а не	16	10
32	в данном	5	10
33	и то	2	10
34	в этой	4	9
35	для себя	5	9
36	только на	2	9
37	уже не	7	8
38	было бы	2	8
39	в виду	3	8
40	как раз	4	8
41	все же	4	8
42	казалось бы	5	7
43	в конце	4	7
44	не является	2	7
45	все эти	2	7
46	в его	7	7
47	так и	4	7
48	тем самым	5	7
49	с другой	3	6
50	а только	2	6
51	так или	8	6
52	в то	5	6
53	относится к	2	6
54	или иначе	9	6
55	но в	3	6
56	как будто	2	6
57	в области	3	6
58	в частности	15	5
59	или иной	2	5
60	же это	2	5
61	в самом	3	5
62	отнюдь не	2	5
63	данном случае	4	5
64	в связи	4	5
65	с одной	2	5
66	раз и	2	5
67	как и	6	5
68	связи с	6	5
69	то же	5	5
70	одной стороны	2	5
71	что не	2	5
72	можно было	2	5
73	в себе	7	5
74	еще и	3	5
75	не говоря	2	4
76	и есть	3	4
77	в своем	11	4
78	и самого	2	4
79	как бы	7	4
80	говоря уже	2	4
81	и тем	4	4
82	и вполне	2	4
83	и только	2	4
84	таким образом	3	4
85	а в	3	4
86	тем что	2	4
87	что он	5	4
88	но не	4	4
89	самом деле	2	4
90	то и	2	4
91	далеко не	3	4
92	уже в	5	3
93	из этих	2	3
94	к тому	2	3
95	в нашей	2	3
96	несмотря на	3	3
97	и является	2	3
98	один из	3	3
99	то это	2	3
100	в целом	8	3
101	только то	2	3
102	при всех	2	3
103	общения людей	2	3
104	в их	3	3
105	для этого	4	3
106	не было	3	3
107	при этом	19	3
108	лишь в	4	3
109	что для	2	3
110	в своих	4	3
111	в основе	3	3
112	его в	3	3
113	для них	2	3
114	перестает быть	4	3
115	по этому	2	3
116	в случае	4	3
117	и того	2	3
118	одна из	3	3
119	мы в	2	3
120	на том	2	3
121	если оно	2	3
122	бы не	3	3
123	имеется в	2	3
124	в слове	2	3
125	тому как	2	3
126	не в	8	2
127	и само	2	2
128	и сам	6	2
129	по поводу	2	2
130	и др	3	2
131	сводится к	3	2
132	мышления и	2	2
133	даже в	2	2
134	от всякой	2	2
135	от самого	2	2
136	же и	3	2
137	точки зрения	6	2
138	себе в	2	2
139	самого себя	3	2
140	нет ничего	2	2
141	и весьма	2	2
142	но при	2	2
143	представляет собой	4	2
144	в качестве	17	2
145	о своем	2	2
146	общего с	2	2
147	по преимуществу	4	2
148	а также	5	2
149	еще в	4	2
150	и прежде	3	2
151	чтобы не	2	2
152	той же	3	2
153	роль в	2	2
154	подобно тому	2	2
155	более не	2	2
156	на это	2	2
157	во многих	2	2
158	здесь как	2	2
