N	2gram	Losev_Vesc_1	Problema
1	то что	27	42
2	вовсе не	10	35
3	и в	21	32
4	вещи есть	51	31
5	и не	29	31
6	не есть	49	29
7	есть ее	2	24
8	не просто	19	23
9	не менее	3	19
10	в этом	4	19
11	тем не	3	18
12	не только	36	17
13	потому что	16	16
14	по себе	13	15
15	а не	19	15
16	в себе	14	15
17	как бы	12	14
18	может быть	16	14
19	у нас	7	14
20	но в	5	14
21	и тем	3	13
22	в нем	2	13
23	сказать что	17	13
24	что мы	14	13
25	при помощи	2	13
26	как раз	9	13
27	что в	9	12
28	вещи и	20	12
29	том что	8	12
30	так и	3	12
31	и т	19	11
32	есть нечто	6	11
33	и даже	6	11
34	также и	6	11
35	о том	6	11
36	так как	7	11
37	если мы	8	11
38	то же	6	10
39	прежде всего	9	10
40	в этой	3	10
41	т д	19	10
42	отнюдь не	5	10
43	об этом	3	10
44	ничего не	3	10
45	но не	5	9
46	в том	8	9
47	это есть	7	9
48	но и	18	9
49	и что	15	9
50	еще не	8	9
51	что же	8	9
52	того чтобы	3	9
53	то с	3	9
54	в данном	5	9
55	и это	14	9
56	на то	4	8
57	есть только	7	8
58	данном случае	2	8
59	не может	17	8
60	все эти	3	8
61	и о	3	8
62	даже и	4	8
63	когда мы	6	8
64	было бы	14	8
65	в своей	5	8
66	как нечто	2	8
67	для того	2	8
68	но это	10	8
69	и ее	18	8
70	содержит в	4	7
71	никогда не	2	7
72	между собою	6	7
73	все это	5	7
74	того что	8	7
75	и все	5	7
76	во всех	2	7
77	как мы	4	7
78	во всяком	3	7
79	сам по	3	7
80	тем что	2	7
81	только в	14	7
82	и есть	26	6
83	в конце	2	6
84	так что	5	6
85	и как	8	6
86	в самом	9	6
87	и если	2	6
88	хотя и	4	6
89	в виду	2	6
90	то и	4	6
91	таким образом	8	6
92	это не	5	6
93	всегда есть	3	6
94	и здесь	4	6
95	говорить о	6	6
96	и то	10	6
97	его в	2	6
98	как это	2	6
99	есть не	14	6
100	в то	3	6
101	совершенно не	5	6
102	в его	2	6
103	самом деле	4	6
104	что такое	12	6
105	перед нами	2	5
106	вещи не	8	5
107	можно ли	7	5
108	в своем	6	5
109	можно сказать	6	5
110	а только	3	5
111	для нас	2	5
112	мы уже	3	5
113	той или	2	5
114	в котором	3	5
115	она есть	8	5
116	что она	15	5
117	еще и	8	5
118	мы должны	2	5
119	с тем	5	5
120	то в	4	5
121	есть именно	6	5
122	есть ни	3	5
123	действительности и	5	5
124	но уже	3	5
125	все равно	2	5
126	тому что	2	4
127	вещи в	9	4
128	сама по	3	4
129	не в	5	4
130	и пр	6	4
131	один из	3	4
132	только то	2	4
133	мы говорили	2	4
134	и только	3	4
135	это совершенно	4	4
136	а есть	2	4
137	или в	2	4
138	а в	4	4
139	их в	3	4
140	ни на	3	4
141	конце концов	2	4
142	если бы	5	4
143	в отдельности	4	4
144	вещи или	3	4
145	никак не	3	4
146	что тут	6	4
147	только на	3	4
148	если не	3	4
149	и притом	3	4
150	и для	9	4
151	вообще и	4	4
152	д и	5	4
153	мы можем	4	4
154	что вы	3	3
155	что это	13	3
156	что не	5	3
157	в отношении	4	3
158	с другой	6	3
159	что все	2	3
160	как же	3	3
161	смысл вещи	12	3
162	что они	6	3
163	оно и	4	3
164	вещи но	14	3
165	в действительности	7	3
166	но для	2	3
167	всяком случае	2	3
168	хотя бы	6	3
169	другими словами	5	3
170	из них	4	3
171	но она	3	3
172	другой стороны	2	3
173	для этого	4	3
174	смысл и	9	3
175	мы говорим	5	3
176	и его	2	3
177	что оно	8	3
178	только и	2	3
179	тех или	5	3
180	в самой	2	3
181	действительности в	2	3
182	или не	2	3
183	с этим	3	3
184	но он	2	3
185	точки зрения	5	3
186	и еще	2	3
187	необходимо чтобы	3	3
188	но ведь	2	3
189	и следовательно	7	3
190	с ним	8	3
191	или как	2	3
192	однако это	2	3
193	есть еще	3	3
194	нисколько не	4	3
195	только не	2	3
196	будь то	3	3
197	для себя	5	3
198	и во	3	3
199	в жизни	3	3
200	ясно что	8	3
201	вещи как	9	3
202	говорим что	3	3
203	в ее	7	3
204	как и	8	3
205	того же	5	3
206	есть и	4	3
207	самой действительности	3	3
208	не нужно	2	3
209	но именно	2	3
210	к тому	3	3
211	и делает	2	3
212	однако не	2	3
213	себе не	3	3
214	сами по	3	3
215	оно не	3	3
216	тоже есть	3	3
217	от всего	12	3
218	да и	3	3
219	уже не	9	3
220	свидетельствует о	3	3
221	с точки	3	3
222	что значит	8	3
223	можно было	2	3
224	определенным образом	6	3
225	как оно	3	3
226	дело в	4	3
227	в чем	6	3
228	значит что	24	3
229	есть как	3	2
230	вообще не	2	2
231	она является	3	2
232	иное как	7	2
233	не содержит	3	2
234	но только	3	2
235	крайней мере	4	2
236	без всякого	4	2
237	и этого	2	2
238	но что	2	2
239	момент в	6	2
240	для него	4	2
241	кроме того	4	2
242	самой же	2	2
243	но если	8	2
244	так или	4	2
245	себе что	3	2
246	то или	2	2
247	мы находим	2	2
248	должно быть	6	2
249	от всех	4	2
250	в результате	3	2
251	и с	8	2
252	чем же	3	2
253	самой вещи	14	2
254	всего иного	3	2
255	в первом	2	2
256	вещи от	2	2
257	даже вообще	2	2
258	мы имеем	7	2
259	я и	6	2
260	с собой	2	2
261	просто смысл	2	2
262	говорить что	3	2
263	нет никакой	2	2
264	ее смысл	2	2
265	а потом	2	2
266	ли сказать	3	2
267	самой вещью	4	2
268	по крайней	4	2
269	в понятии	4	2
270	не мешает	4	2
271	не что	7	2
272	вещи а	2	2
273	и того	2	2
274	по существу	2	2
275	мы видим	2	2
276	она не	4	2
277	и может	2	2
278	в сущности	4	2
279	но еще	3	2
280	между прочим	3	2
281	по преимуществу	2	2
282	не значит	7	2
283	и потому	5	2
284	не будет	12	2
285	и сама	3	2
286	это вовсе	2	2
287	только что	2	2
288	вещей но	2	2
289	собственно говоря	4	2
290	а это	4	2
291	для такого	2	2
292	со всем	5	2
293	мы не	6	2
294	или иначе	4	2
295	с другими	8	2
296	тому как	4	2
297	нас в	3	2
298	собою и	4	2
299	мы возьмем	2	2
300	является в	2	2
301	как понятие	3	2
302	подобно тому	4	2
303	есть тот	2	2
304	что иное	7	2
305	и другое	4	2
306	не потому	6	2
307	не то	4	2
