N	2gram	Bakhtin_Fr_3	formyVre
1	и в	40	46
2	в этом	15	22
3	еды и	5	19
4	у рабле	16	18
5	и питья	2	17
6	прежде всего	16	14
7	вовсе не	12	13
8	в романе	15	13
9	и его	17	12
10	рабле в	21	11
11	только в	3	11
12	не только	13	11
13	во всех	6	11
14	во время	8	10
15	в том	8	10
16	как бы	3	10
17	точки зрения	2	10
18	то есть	18	10
19	но в	8	10
20	у него	8	9
21	мы уже	13	9
22	вместе с	3	9
23	но и	11	9
24	и не	13	9
25	и для	5	9
26	в связи	5	8
27	связи с	6	8
28	как и	11	8
29	в его	13	8
30	жизни и	4	8
31	то же	7	8
32	того чтобы	4	8
33	для того	3	8
34	потому что	2	8
35	из них	4	8
36	в основном	4	8
37	всех этих	3	7
38	в них	9	7
39	в одном	7	7
40	может быть	9	7
41	то что	5	7
42	четвертой книги	2	7
43	так и	3	7
44	и на	8	7
45	так сказать	5	7
46	и во	4	6
47	и все	9	6
48	при этом	3	6
49	как мы	10	6
50	здесь в	4	6
51	еще не	3	6
52	все же	2	6
53	все это	4	6
54	в особенности	5	6
55	те же	5	6
56	и наконец	3	6
57	в основе	5	6
58	так как	4	6
59	и с	8	6
60	романе рабле	15	5
61	в частности	3	5
62	в своем	7	5
63	с этим	2	5
64	рабле не	8	5
65	связанные с	3	5
66	в дальнейшем	2	5
67	в то	6	5
68	но не	2	5
69	он не	9	5
70	и др	7	5
71	в нем	5	5
72	что в	12	5
73	все эти	8	5
74	и у	2	5
75	рабле и	13	5
76	романа рабле	11	5
77	уже в	2	4
78	из этих	2	4
79	же время	6	4
80	том что	4	4
81	есть и	2	4
82	том же	2	4
83	в котором	2	4
84	уже говорили	3	4
85	в мире	4	4
86	конечно не	2	4
87	как в	3	4
88	в эпоху	8	4
89	еще более	4	4
90	а не	5	4
91	питья и	2	4
92	также и	4	4
93	их в	3	4
94	в себе	3	4
95	в истории	4	4
96	о том	4	4
97	и самое	3	4
98	том числе	3	3
99	не было	5	3
100	о чем	2	3
101	мы еще	6	3
102	того же	2	3
103	к этому	6	3
104	что было	2	3
105	эпохи возрождения	3	3
106	с помощью	2	3
107	что он	2	3
108	следовательно и	2	3
109	и как	3	3
110	гл xvii	2	3
111	для него	5	3
112	кроме того	3	3
113	средние века	2	3
114	этот ряд	2	3
115	а также	4	3
116	в этот	2	3
117	в гротескном	3	3
118	что и	3	3
119	слова и	2	3
120	еще вернемся	4	3
121	отношение к	8	3
122	в форме	2	3
123	и другие	2	3
124	таким образом	10	3
125	и они	2	3
126	и вещей	2	3
127	в их	4	3
128	здесь мы	2	3
129	и даже	4	3
130	и прежде	3	3
131	а в	3	3
132	роль в	4	3
133	на основе	2	3
134	тем что	3	3
135	в другом	3	3
136	на протяжении	3	3
137	в этих	6	3
138	вернемся к	5	3
139	в виду	7	3
140	из самых	2	2
141	на этом	2	2
142	только для	3	2
143	не был	2	2
144	смех и	3	2
145	для рабле	4	2
146	до того	2	2
147	не были	2	2
148	и есть	3	2
149	числе и	2	2
150	и образов	2	2
151	во франции	3	2
152	с другой	2	2
153	и других	6	2
154	к третьей	5	2
155	это не	2	2
156	и так	2	2
157	романа в	2	2
158	почти вовсе	4	2
159	но здесь	2	2
160	они были	3	2
161	представление о	2	2
162	в духе	7	2
163	одном из	2	2
164	или иной	2	2
165	очень часто	2	2
166	можно сказать	2	2
167	влияние на	2	2
168	он был	3	2
169	как его	2	2
170	именно в	2	2
171	у нас	4	2
172	для нового	2	2
173	своей жизни	2	2
174	мы видим	5	2
175	вернемся в	2	2
176	в этой	3	2
177	много в	2	2
178	здесь дается	2	2
179	особое значение	2	2
180	во все	3	2
181	все что	2	2
182	между ними	3	2
183	смысле слова	4	2
184	до конца	6	2
185	при описании	2	2
186	было бы	4	2
187	со всеми	5	2
188	и к	3	2
189	в сущности	9	2
190	рабле дает	5	2
191	и о	4	2
192	в заключение	4	2
193	ни для	4	2
194	вплоть до	3	2
195	и потому	4	2
196	один из	4	2
197	сих пор	4	2
198	мы видели	3	2
199	раблезианский смех	2	2
200	в корне	2	2
201	на землю	2	2
202	и до	8	2
203	века и	4	2
204	жизни с	2	2
205	и т.п	10	2
206	не может	3	2
207	здесь не	3	2
208	вовсе нет	2	2
209	этом отношении	2	2
210	гаргантюа и	3	2
211	этого смеха	4	2
212	и вот	2	2
213	не боится	2	2
214	в той	6	2
215	лишь в	2	2
216	рабле мы	6	2
217	тем же	2	2
218	эпохи и	2	2
219	особенно в	4	2
220	рядом с	2	2
221	смеха и	7	2
222	в данном	4	2
223	но это	3	2
224	и стиль	2	2
225	и от	3	2
226	но он	2	2
227	в литературе	5	2
228	этот мир	2	2
229	в моче	2	2
230	рабле но	2	2
231	него и	2	2
232	далеко не	2	2
233	в конце	3	2
234	как он	2	2
235	и это	2	2
236	там где	3	2
237	в париже	4	2
238	с рождением	3	2
239	в последнем	2	2
240	до сих	4	2
