N	2gram	Vygotskiy__1	Problema
1	и в	31	30
2	в своей	3	22
3	то есть	26	21
4	то что	32	18
5	не только	13	18
6	том что	16	17
7	в этом	12	17
8	и даже	6	14
9	но и	2	13
10	таким образом	20	13
11	потому что	10	13
12	в том	30	12
13	в его	6	12
14	и не	16	12
15	о том	7	12
16	в своем	3	11
17	у него	4	11
18	так что	5	11
19	для нас	5	10
20	точки зрения	15	10
21	в этой	3	10
22	все же	5	9
23	который в	3	9
24	сказать что	7	9
25	но в	3	9
26	только в	14	9
27	и все	5	9
28	в конце	3	8
29	вовсе не	6	8
30	художественного творчества	6	8
31	никак не	4	8
32	хотя и	3	8
33	с точки	2	8
34	никогда не	8	7
35	что он	7	7
36	у нас	4	7
37	как и	16	7
38	но не	3	7
39	может быть	22	7
40	вместе с	8	7
41	так и	3	7
42	говорит о	2	7
43	в связи	2	7
44	не в	11	7
45	в результате	4	7
46	с другой	5	6
47	прежде всего	4	6
48	уже не	2	6
49	и как	2	6
50	несмотря на	5	6
51	и для	5	6
52	как бы	5	6
53	конце концов	3	6
54	в нем	2	6
55	что и	13	6
56	другой стороны	5	6
57	и что	8	6
58	а в	6	6
59	и его	7	6
60	его в	2	6
61	при помощи	20	6
62	так как	18	6
63	не менее	2	5
64	с тем	3	5
65	что в	23	5
66	что у	3	5
67	в которой	4	5
68	будто бы	2	5
69	тем не	2	5
70	в силу	3	5
71	так же	12	5
72	в самом	11	5
73	и их	2	5
74	и о	4	5
75	не может	17	5
76	а не	13	5
77	и у	4	5
78	и то	2	5
79	как раз	2	5
80	и с	2	5
81	мы можем	4	5
82	в частности	3	4
83	отнюдь не	6	4
84	но даже	2	4
85	тогда когда	5	4
86	человека и	2	4
87	ни в	9	4
88	ясно что	19	4
89	при этом	19	4
90	того же	2	4
91	было бы	6	4
92	в качестве	2	4
93	оказывается что	5	4
94	гораздо более	2	4
95	и к	3	4
96	нас в	2	4
97	в себе	4	4
98	в то	5	4
99	далеко не	2	4
100	из этого	2	4
101	все время	4	3
102	и другие	4	3
103	точно так	3	3
104	не всегда	2	3
105	но только	3	3
106	в ее	5	3
107	что они	2	3
108	тот же	2	3
109	совсем не	3	3
110	смысле слова	3	3
111	то время	5	3
112	указывает на	4	3
113	как будто	5	3
114	только тогда	7	3
115	одной стороны	6	3
116	для того	6	3
117	нет никакой	3	3
118	он не	3	3
119	в настоящее	2	3
120	и тем	2	3
121	с одной	5	3
122	того что	10	3
123	тем же	3	3
124	к нему	2	3
125	есть только	2	3
126	время как	5	3
127	настоящее время	2	3
128	этом смысле	2	3
129	с ним	2	3
130	в одном	2	3
131	в виду	4	3
132	не могут	3	2
133	уже и	2	2
134	по этому	2	2
135	и без	2	2
136	в них	2	2
137	в какой	5	2
138	как в	9	2
139	с этой	4	2
140	уже в	3	2
141	один из	4	2
142	представление о	3	2
143	к этому	4	2
144	или иных	2	2
145	по себе	9	2
146	на то	10	2
147	к тому	4	2
148	то же	5	2
149	как мы	2	2
150	без всякого	2	2
151	себе а	3	2
152	по существу	4	2
153	из всех	2	2
154	не будет	3	2
155	что здесь	2	2
156	и другой	3	2
157	до сих	3	2
158	со всеми	4	2
159	по поводу	2	2
160	жизни и	3	2
161	мы имеем	4	2
162	вслед за	6	2
163	всяком случае	6	2
164	в котором	4	2
165	человека то	2	2
166	из них	2	2
167	когда он	2	2
168	все что	3	2
169	и дальше	2	2
170	и тогда	2	2
171	отношение к	2	2
172	то и	2	2
173	этому поводу	2	2
174	и только	3	2
175	по мнению	2	2
176	в трех	2	2
177	тех или	2	2
178	мы не	12	2
179	самом деле	9	2
180	того чтобы	7	2
181	в науке	2	2
182	в таком	3	2
183	форму и	2	2
184	его не	2	2
185	во всяком	8	2
186	между тем	4	2
187	что только	2	2
188	в одной	3	2
189	и сейчас	2	2
190	есть в	7	2
191	в чем	2	2
192	в области	11	2
193	ничего не	2	2
194	не то	2	2
195	таком случае	2	2
196	сих пор	3	2
