N	3gram	Voloshinov_1	Analitik
1	не может быть	13	16
2	в том что	3	9
3	в то же	3	8
4	в отличие от	5	6
5	то же время	3	6
6	по отношению к	2	5
7	и не может	9	4
8	с точки зрения	20	4
9	то ни было	8	3
10	в том числе	2	3
11	бы то ни	8	3
12	в таком случае	2	3
13	для того чтобы	3	3
14	внутреннего и внешнего	3	2
15	в самом деле	9	2
16	в этом отношении	3	2
17	но в то	2	2
18	в первом случае	3	2
19	одного и того	5	2
20	то же самое	3	2
21	не могут быть	2	2
22	нет и не	2	2
23	и того же	5	2
24	с другой стороны	5	2
