N	2gram	Tiupa_Anal_1	Istorich
1	и в	18	28
2	может быть	29	25
3	и т	3	25
4	не может	22	15
5	а не	17	15
6	никогда не	2	14
7	мы имеем	6	13
8	что в	5	12
9	то же	9	12
10	не только	15	12
11	только в	6	11
12	что он	3	10
13	все же	4	10
14	прежде всего	6	10
15	но и	17	10
16	в том	27	9
17	о том	5	9
18	то что	6	9
19	и не	21	9
20	не в	14	9
21	так и	4	9
22	не всегда	4	8
23	если бы	3	8
24	таким образом	3	8
25	в этом	13	8
26	но в	8	8
27	это не	6	7
28	том что	12	7
29	еще не	3	7
30	было бы	2	7
31	а в	9	7
32	что мы	3	7
33	с другой	4	6
34	к тому	7	6
35	что и	3	6
36	в этой	5	6
37	представляют собой	2	6
38	так как	2	6
39	вместе с	4	6
40	вопрос о	2	5
41	не должен	2	5
42	в силу	3	5
43	но не	10	5
44	в качестве	31	5
45	дело не	3	5
46	другой стороны	2	5
47	на основе	2	5
48	героя в	2	5
49	в его	13	5
50	между собой	2	4
51	в пределах	2	4
52	представляет собой	16	4
53	одной стороны	3	4
54	означает что	3	4
55	даже в	3	4
56	один из	2	4
57	а именно	3	4
58	с одной	3	4
59	как и	13	4
60	того что	4	4
61	хотя бы	3	4
62	и с	2	4
63	и на	5	4
64	потому что	2	4
65	в основе	6	4
66	могут быть	4	4
67	как будто	3	4
68	как правило	4	4
69	все эти	2	4
70	здесь не	2	4
71	не все	2	4
72	в какой	2	3
73	по себе	4	3
74	не с	4	3
75	именно в	4	3
76	в начале	2	3
77	только через	2	3
78	для этого	2	3
79	на этом	2	3
80	при этом	12	3
81	в котором	3	3
82	должен быть	6	3
83	и по	2	3
84	отношению к	5	3
85	из них	2	3
86	ли он	2	3
87	в их	5	3
88	и тогда	2	3
89	что же	2	3
90	уже не	4	3
91	и его	5	3
92	не просто	2	3
93	как мы	2	3
94	из которых	4	3
95	же самое	2	3
96	по отношению	6	3
97	также и	2	3
98	в другом	4	3
99	в то	9	3
100	могли бы	2	3
101	будто бы	3	3
102	бы быть	3	3
103	дело с	4	2
104	на вопрос	4	2
105	только для	2	2
106	а с	3	2
107	в рамках	3	2
108	не могут	3	2
109	отличие от	6	2
110	в частности	19	2
111	безотносительно к	2	2
112	его и	2	2
113	столь же	4	2
114	то он	2	2
115	или меньшей	4	2
116	и потому	2	2
117	была бы	2	2
118	вовсе не	2	2
119	вследствие этого	3	2
120	как уже	2	2
121	том чтобы	7	2
122	ни было	4	2
123	то ни	3	2
124	и как	5	2
125	по своей	6	2
126	большей или	4	2
127	не более	4	2
128	для него	2	2
129	мысль о	2	2
130	без другого	2	2
131	что не	3	2
132	никто не	3	2
133	с ним	4	2
134	как бы	5	2
135	о нем	3	2
136	еще в	2	2
137	однако не	3	2
138	в нем	3	2
139	не есть	8	2
140	себя в	6	2
141	бы то	3	2
142	в целом	5	2
143	со стороны	2	2
144	в отличие	6	2
145	отношения к	2	2
146	он не	3	2
147	одним из	3	2
148	должно быть	2	2
149	между тем	5	2
150	однако в	3	2
151	вступает в	3	2
152	в себе	11	2
153	в конечном	4	2
154	как он	3	2
155	при помощи	2	2
156	которые в	2	2
157	ведет к	3	2
158	в области	4	2
159	оно может	3	2
160	тогда когда	2	2
