N	2gram	Bakhtin_Fr_5	Komedia
1	и в	45	22
2	том что	7	12
3	в г	2	11
4	в том	10	11
5	но и	10	11
6	не только	14	10
7	в то	11	10
8	как и	10	9
9	может быть	2	9
10	в одном	3	8
11	таким образом	8	8
12	и не	15	8
13	и его	13	8
14	о том	4	8
15	в этой	6	7
16	что в	12	6
17	в отношении	2	6
18	в конце	7	6
19	что он	6	6
20	к тому	2	6
21	ни в	3	6
22	тому же	4	6
23	то же	11	6
24	не в	7	6
25	а в	4	6
26	во время	12	5
27	прежде всего	10	5
28	при этом	2	5
29	в его	13	5
30	еще в	2	5
31	один из	2	5
32	в народном	2	5
33	в истории	2	5
34	так и	6	5
35	как в	3	5
36	до нас	3	5
37	все это	7	5
38	то время	3	5
39	и даже	4	5
40	войны и	2	5
41	потому что	7	5
42	между тем	2	5
43	именно в	3	4
44	в их	4	4
45	к этому	2	4
46	по поводу	4	4
47	несмотря на	2	4
48	как мы	8	4
49	в другом	3	4
50	в качестве	2	4
51	же время	9	4
52	а также	4	4
53	в нем	10	4
54	что и	7	4
55	на него	2	4
56	так в	2	4
57	и вот	3	4
58	точки зрения	4	4
59	из его	2	4
60	так как	6	4
61	но в	14	4
62	мы можем	2	4
63	же как	4	3
64	не менее	3	3
65	и одновременно	3	3
66	в них	6	3
67	и как	5	3
68	по своему	4	3
69	здесь в	4	3
70	во второй	2	3
71	одной из	5	3
72	в начале	2	3
73	и у	5	3
74	и о	4	3
75	у него	4	3
76	хотя и	5	3
77	он не	6	3
78	даже в	2	3
79	все же	2	3
80	в целом	2	3
81	так же	8	3
82	этом отношении	5	3
83	в течение	3	3
84	в году	3	3
85	не мог	4	3
86	мы не	4	3
87	как раз	5	3
88	и на	5	3
89	в этом	14	3
90	и с	10	3
91	только в	4	3
92	и все	7	3
93	его в	5	3
94	в чем	2	3
95	как это	4	3
96	ничего не	4	3
97	и здесь	4	2
98	еще и	3	2
99	независимо от	2	2
100	для них	2	2
101	для всех	3	2
102	связанные с	3	2
103	и без	2	2
104	здесь и	5	2
105	и во	4	2
106	на все	2	2
107	вовсе не	8	2
108	он был	7	2
109	раз в	2	2
110	мы видели	7	2
111	такой же	4	2
112	на этом	5	2
113	но не	4	2
114	того же	3	2
115	в себя	5	2
116	до сих	3	2
117	было бы	2	2
118	в доме	4	2
119	в самом	4	2
120	относится к	2	2
121	в эти	2	2
122	с ее	5	2
123	то что	2	2
124	в первой	4	2
125	вместе с	3	2
126	всего этого	3	2
127	в сущности	4	2
128	не может	5	2
129	в период	2	2
130	и притом	2	2
131	к нему	2	2
132	право на	10	2
133	почти всегда	3	2
134	нас в	2	2
135	в городе	2	2
136	почти не	2	2
137	но это	5	2
138	чем же	4	2
139	к ней	2	2
140	но он	3	2
141	это время	2	2
142	ту же	2	2
143	же самое	2	2
144	отличие от	2	2
145	сих пор	3	2
