N	2gram	Vinokur_Ku_1	Formalny
1	т е	38	32
2	и не	12	30
3	вовсе не	10	28
4	и в	24	27
5	может быть	13	25
6	не может	7	24
7	так и	7	21
8	и его	5	19
9	таким образом	12	18
10	в этом	14	18
11	а не	8	17
12	точки зрения	14	16
13	самом деле	9	16
14	и пр	15	15
15	в нем	4	15
16	то же	8	15
17	между ними	2	15
18	на самом	2	14
19	как и	2	14
20	с точки	9	14
21	не в	11	12
22	если бы	9	12
23	в самом	10	11
24	и т	33	11
25	но и	6	10
26	не могут	2	10
27	лишь в	2	9
28	так как	9	9
29	не только	10	9
30	так же	4	9
31	социального общения	3	9
32	что в	17	8
33	ни в	2	8
34	при этом	6	8
35	в пределах	4	8
36	как бы	7	8
37	с помощью	7	8
38	и все	2	8
39	то что	9	8
40	как раз	8	8
41	только в	11	8
42	не менее	7	7
43	в том	30	7
44	же время	2	7
45	все это	6	7
46	потому что	23	7
47	в то	2	7
48	между тем	5	7
49	с тем	5	7
50	для них	2	7
51	в его	12	7
52	если мы	2	7
53	там где	4	7
54	с другой	7	6
55	всяком случае	5	6
56	т д	14	6
57	все эти	6	6
58	бы в	7	6
59	но в	2	6
60	что он	6	6
61	еще не	5	6
62	было бы	15	6
63	все же	12	6
64	в своей	2	6
65	хотя бы	10	6
66	и для	2	6
67	в данном	4	6
68	во всяком	5	6
69	вместе с	7	6
70	никогда не	2	5
71	в каждом	2	5
72	зависимости от	6	5
73	что они	4	5
74	того чтобы	17	5
75	не является	2	5
76	другой стороны	6	5
77	в ней	6	5
78	в результате	5	5
79	в истории	3	5
80	в зависимости	5	5
81	именно так	2	5
82	но не	5	5
83	и потому	4	5
84	что же	6	5
85	т п	18	5
86	сводится к	3	5
87	тем что	8	5
88	связи с	7	5
89	так сказать	5	5
90	уже в	3	4
91	прежде всего	9	4
92	в смысле	2	4
93	к тому	5	4
94	и как	2	4
95	можно говорить	2	4
96	в большинстве	2	4
97	до конца	2	4
98	для того	16	4
99	же и	2	4
100	и является	4	4
101	в целом	4	4
102	со стороны	4	4
103	смысл и	2	4
104	в связи	3	4
105	они не	3	4
106	но ведь	2	4
107	о том	9	4
108	как это	3	4
109	следует что	4	4
110	тогда когда	6	4
111	по себе	2	4
112	не есть	4	4
113	том что	21	4
114	социальной жизни	2	4
115	конечно не	2	4
116	как в	4	4
117	роль в	4	4
118	в слове	2	4
119	слова и	4	4
120	бы и	2	3
121	что это	5	3
122	в этих	4	3
123	тому что	3	3
124	в какой	6	3
125	это не	7	3
126	формы в	2	3
127	можно сказать	3	3
128	как таковой	2	3
129	для нас	2	3
130	лишь как	2	3
131	должна быть	3	3
132	того что	9	3
133	одним из	2	3
134	в виду	5	3
135	и тем	2	3
136	по отношению	8	3
137	той же	3	3
138	этом отношении	5	3
139	и что	5	3
140	в которых	6	3
141	и на	4	3
142	никак не	2	3
143	и с	5	3
144	нуждается в	3	3
145	и более	2	3
146	в них	7	3
147	ясно что	3	3
148	у нас	10	3
149	того же	4	3
150	о нем	2	3
151	оно не	3	3
152	отношению к	9	3
153	наука о	2	3
154	ее в	2	3
155	в той	5	3
156	уже не	8	3
157	не на	4	3
158	то мы	3	3
159	в себе	3	3
160	в сторону	2	2
161	а на	2	2
162	для этого	3	2
163	была бы	3	2
164	язык как	9	2
165	содержание и	5	2
166	или иной	3	2
167	в этой	3	2
168	очевидно что	3	2
169	как о	2	2
170	в последнем	2	2
171	история литературы	2	2
172	общения и	2	2
173	в общем	3	2
174	но если	2	2
175	в котором	3	2
176	был бы	2	2
177	учение о	4	2
178	из них	4	2
179	дело не	2	2
180	что она	3	2
181	в своем	3	2
182	языке как	3	2
183	в самой	4	2
184	и даже	3	2
185	увидим что	2	2
186	может иметь	2	2
187	чтобы создать	2	2
188	из этих	4	2
189	к которому	3	2
190	том как	3	2
191	с его	4	2
192	нисколько не	3	2
193	этом смысле	3	2
194	смысле этого	3	2
195	превращается в	2	2
196	из одного	3	2
197	языка как	5	2
198	и тогда	4	2
199	не знают	2	2
200	связано с	3	2
201	мы увидим	3	2
202	ними и	2	2
203	в сущности	3	2
204	этого слова	3	2
205	даже в	3	2
206	должен быть	4	2
207	что и	4	2
208	тем не	4	2
209	то под	2	2
210	но уже	5	2
211	так называемые	3	2
212	и именно	2	2
213	в языке	8	2
214	это только	3	2
215	это и	4	2
216	и сами	2	2
217	поскольку оно	2	2
218	в таком	3	2
219	слова как	3	2
220	от этого	2	2
221	в каком	2	2
222	здесь не	3	2
223	в области	7	2
224	ничего не	2	2
