N	2gram	Bakhtin_Fr_8	StatiiOP
1	и в	56	44
2	в том	13	36
3	что в	5	30
4	том что	8	29
5	в этом	14	21
6	вовсе не	6	19
7	то что	3	18
8	не только	8	18
9	было бы	2	17
10	а в	2	17
11	о том	4	17
12	и не	9	16
13	а не	2	16
14	может быть	3	15
15	в данном	2	14
16	в области	5	14
17	не в	3	12
18	в первой	3	12
19	в этой	6	11
20	самом деле	2	11
21	того чтобы	4	11
22	точки зрения	6	11
23	для того	2	10
24	что он	2	10
25	но и	9	10
26	но в	6	10
27	только в	9	10
28	в отношении	5	9
29	с другой	2	9
30	если бы	2	9
31	в то	12	9
32	как и	5	9
33	также и	2	9
34	так и	13	9
35	в его	18	9
36	например в	4	8
37	во всех	8	8
38	все же	2	8
39	из них	2	8
40	не может	2	8
41	и его	12	8
42	это не	2	8
43	с точки	2	8
44	прежде всего	6	7
45	так например	2	7
46	в самом	9	7
47	сих пор	8	7
48	до сих	8	7
49	другой стороны	2	7
50	таким образом	17	7
51	сказать что	3	7
52	что они	2	7
53	потому что	6	6
54	так что	3	6
55	но это	2	6
56	для него	2	6
57	что и	3	6
58	в своей	2	6
59	данном случае	2	6
60	на самом	2	6
61	в той	6	6
62	дело в	2	6
63	того времени	4	5
64	никогда не	5	5
65	такой же	5	5
66	так же	2	5
67	в котором	2	5
68	в нем	8	5
69	все это	8	5
70	той же	6	5
71	то же	11	5
72	и даже	8	5
73	в слове	2	5
74	в которых	2	5
75	и то	2	5
76	все эти	15	5
77	так как	4	5
78	там где	3	5
79	что это	4	4
80	в частности	7	4
81	что она	2	4
82	это в	2	4
83	мы находим	3	4
84	бы и	2	4
85	во времена	3	4
86	в ее	6	4
87	же время	10	4
88	в качестве	4	4
89	как раз	2	4
90	как бы	11	4
91	дело не	2	4
92	не было	5	4
93	языка и	6	4
94	на эту	3	4
95	в которой	4	4
96	к которому	3	4
97	в основе	4	3
98	во время	5	3
99	той эпохи	2	3
100	и с	8	3
101	с этой	2	3
102	эпохи в	9	3
103	ни в	2	3
104	он был	12	3
105	но не	5	3
106	а на	2	3
107	еще не	10	3
108	своего рода	5	3
109	и для	2	3
110	в ней	4	3
111	даже в	4	3
112	его жизни	2	3
113	ни с	5	3
114	говорит о	2	3
115	в виде	2	3
116	что для	3	3
117	с одной	4	3
118	но с	2	3
119	возможно что	2	3
120	эпохи и	6	3
121	конечно и	3	3
122	как к	2	3
123	культуры в	2	3
124	в результате	5	3
125	в каком	2	3
126	в другом	3	3
127	это очень	2	3
128	между тем	3	3
129	том числе	3	2
130	что все	4	2
131	уже в	2	2
132	совсем не	2	2
133	всех этих	3	2
134	в этих	11	2
135	в своем	3	2
136	и во	2	2
137	что на	2	2
138	и более	4	2
139	к концу	2	2
140	при этом	4	2
141	то время	2	2
142	одной стороны	2	2
143	и сам	2	2
144	не имели	2	2
145	несмотря на	2	2
146	в сущности	8	2
147	за пределы	4	2
148	и потому	4	2
149	а также	3	2
150	и такие	2	2
151	конечно не	4	2
152	и их	8	2
153	целый ряд	2	2
154	начиная с	2	2
155	еще и	3	2
156	о них	2	2
157	в эпоху	10	2
158	ни одного	2	2
159	в других	2	2
160	другом месте	3	2
161	и те	2	2
162	мы не	2	2
163	числе и	2	2
164	в своих	4	2
165	их в	4	2
166	у него	7	2
167	он не	5	2
168	но он	3	2
169	в себе	4	2
170	нет ни	2	2
171	по своей	4	2
172	и все	6	2
173	его в	2	2
174	к нему	2	2
175	отметить что	2	2
176	то есть	24	2
