N	3gram	Vygotskiy__1	Hudozhes
1	о том что	6	9
2	то же время	2	8
3	в то же	2	8
4	по отношению к	7	8
5	в том что	15	6
6	к тому что	3	4
7	в самом деле	2	4
8	можно было бы	3	4
9	в этом отношении	4	3
10	с точки зрения	18	3
11	в первую очередь	3	2
12	в равной мере	2	2
13	в значительной степени	2	2
14	такой же мере	3	2
15	том что в	2	2
16	до сих пор	4	2
17	в такой же	3	2
18	на то что	3	2
19	по своей природе	2	2
20	вместо того чтобы	2	2
21	не может быть	5	2
22	в заключительной главе	2	2
23	речь идет о	2	2
