N	2gram	Vygotskiy__3	EvropaiE
1	и в	38	37
2	точки зрения	16	23
3	что в	20	21
4	не только	12	18
5	с точки	9	17
6	в то	3	16
7	хотя бы	2	15
8	то же	10	15
9	в своем	5	14
10	в качестве	2	14
11	но и	5	14
12	и не	10	14
13	но в	3	14
14	в этом	13	12
15	в том	25	11
16	с и	6	10
17	отнюдь не	2	9
18	все более	2	9
19	не может	7	9
20	в себе	4	9
21	только в	4	9
22	так же	2	9
23	думать что	2	8
24	к тому	6	8
25	в ее	7	8
26	одной стороны	5	8
27	было бы	12	8
28	в своей	5	8
29	с одной	6	8
30	между тем	7	8
31	как и	8	7
32	по своему	4	7
33	того что	4	7
34	с другой	7	7
35	так как	6	7
36	с этой	2	6
37	вовсе не	8	6
38	том что	14	6
39	может быть	19	6
40	для того	8	6
41	на то	16	6
42	как бы	14	6
43	то что	35	6
44	во всех	4	6
45	того чтобы	9	6
46	и даже	4	6
47	и на	6	6
48	то есть	15	6
49	столь же	2	5
50	не в	12	5
51	к которым	5	5
52	но если	4	5
53	со стороны	2	5
54	которую мы	4	5
55	как мы	7	5
56	в той	5	5
57	в течение	4	5
58	и по	2	5
59	в виде	2	5
60	несмотря на	5	4
61	в самом	25	4
62	в ней	15	4
63	к ней	2	4
64	для нас	8	4
65	мы не	5	4
66	не имеет	6	4
67	сказать что	4	4
68	как это	6	4
69	место в	3	3
70	и к	3	3
71	с тем	8	3
72	никогда не	4	3
73	в них	3	3
74	в общем	2	3
75	мы видели	6	3
76	из всех	3	3
77	ли это	2	3
78	представляет собой	2	3
79	мы можем	7	3
80	в свою	4	3
81	очевидно что	2	3
82	того же	3	3
83	не более	2	3
84	тем в	2	3
85	и мы	13	3
86	из них	6	3
87	всяком случае	2	3
88	и тем	3	3
89	что и	4	3
90	говорит о	2	3
91	когда он	4	3
92	время в	5	3
93	ее в	4	3
94	как в	4	3
95	и только	3	3
96	идет о	4	3
97	она в	3	3
98	и для	4	3
99	как на	3	3
100	в таком	3	3
101	к ним	3	3
102	в которых	6	3
103	потому что	14	3
104	во всяком	2	3
105	тем что	3	3
106	в данном	2	3
107	о том	6	3
108	там где	6	3
109	что все	3	2
110	не могут	2	2
111	и более	2	2
112	а не	7	2
113	в этих	2	2
114	в какой	5	2
115	и во	2	2
116	с этим	8	2
117	и все	10	2
118	в одном	8	2
119	главным образом	3	2
120	утверждать что	2	2
121	же в	2	2
122	как же	2	2
123	всех прочих	2	2
124	и как	8	2
125	в силу	2	2
126	такой же	2	2
127	есть в	2	2
128	что если	4	2
129	свою очередь	2	2
130	но как	2	2
131	или вернее	2	2
132	должна быть	5	2
133	не можем	4	2
134	что это	10	2
135	и если	6	2
136	она не	6	2
137	не к	3	2
138	все другие	2	2
139	имеет место	2	2
140	по преимуществу	2	2
141	он не	6	2
142	в его	5	2
143	наше внимание	3	2
144	и этот	3	2
145	в котором	6	2
146	в известных	2	2
147	при помощи	4	2
148	наряду с	3	2
149	вместе с	5	2
150	данном случае	2	2
151	иначе говоря	5	2
152	целый ряд	2	2
153	что же	2	2
154	а в	7	2
155	таким образом	12	2
156	если бы	14	2
157	заключается в	7	2
158	и что	18	2
159	и наконец	2	2
160	другой стороны	5	2
161	мы видим	12	2
162	или в	5	2
163	в своих	4	2
164	и та	2	2
165	что эти	4	2
166	и чем	2	2
167	в этой	13	2
168	и то	8	2
169	в истории	2	2
170	как будто	4	2
171	бы совершенно	6	2
172	далеко не	3	2
173	совершенно прав	2	2
174	между собой	2	2
175	бы в	3	2
176	заметить что	2	2
177	можем сказать	2	2
178	в эту	2	2
