N	2gram	Medvedev_F_2	Myslijsy
1	потому что	2	52
2	и в	38	39
3	в языке	6	33
4	может быть	23	27
5	в том	11	26
6	только в	6	25
7	что в	7	22
8	не может	14	22
9	а не	6	21
10	так как	4	21
11	не только	9	21
12	в нем	13	20
13	но и	13	20
14	и не	20	18
15	языка и	12	17
16	том что	2	16
17	не в	15	15
18	в этом	27	15
19	если бы	5	14
20	так и	8	13
21	таким образом	20	13
22	было бы	6	12
23	есть только	2	11
24	мы не	3	10
25	по себе	7	10
26	что не	4	10
27	не есть	3	10
28	то что	6	10
29	как в	4	10
30	речи и	3	10
31	могут быть	6	9
32	как и	9	9
33	тем что	8	9
34	но в	4	9
35	но не	2	8
36	вместе с	6	8
37	со стороны	2	8
38	язык в	2	8
39	того что	3	8
40	в слове	5	8
41	точки зрения	8	8
42	с другой	3	7
43	язык как	8	7
44	должно быть	2	7
45	на язык	2	7
46	в ней	6	7
47	в истории	6	7
48	с этим	5	7
49	это не	2	7
50	то и	3	7
51	в этих	2	7
52	независимо от	4	6
53	от нее	4	6
54	и как	3	6
55	что на	2	6
56	как бы	4	6
57	что и	8	6
58	все же	8	6
59	и т	14	6
60	то же	6	6
61	при этом	9	6
62	и по	2	6
63	языка в	9	6
64	с тем	11	5
65	языка не	2	5
66	вовсе не	11	5
67	языка как	11	5
68	но это	2	5
69	то в	2	5
70	в его	10	5
71	то это	3	5
72	в первом	7	5
73	другой стороны	4	5
74	во всех	5	5
75	а в	6	5
76	и для	5	5
77	во втором	7	5
78	не имеет	2	5
79	и его	21	5
80	в таком	2	5
81	не следует	4	5
82	между тем	2	5
83	если же	2	5
84	язык и	7	5
85	не могут	7	4
86	никогда не	2	4
87	тем самым	2	4
88	с нею	2	4
89	этом смысле	2	4
90	прежде всего	15	4
91	а только	2	4
92	мы видели	4	4
93	от него	2	4
94	же время	5	4
95	для него	7	4
96	к тому	4	4
97	языка то	2	4
98	не по	2	4
99	т п	9	4
100	том смысле	3	4
101	т д	5	4
102	не было	6	4
103	и других	2	4
104	и даже	4	4
105	все остальные	2	4
106	говорит он	5	4
107	из этих	3	4
108	в то	5	4
109	слова и	7	4
110	там где	4	4
111	бы в	5	4
112	что это	3	3
113	тому что	2	3
114	столь же	2	3
115	оно не	4	3
116	и от	2	3
117	и это	2	3
118	самого начала	2	3
119	как она	2	3
120	с самого	2	3
121	в этой	6	3
122	очевидно что	2	3
123	если мы	5	3
124	она не	2	3
125	при известных	2	3
126	эти явления	2	3
127	только на	3	3
128	все более	2	3
129	в своей	7	3
130	и их	3	3
131	для того	3	3
132	и тем	2	3
133	связи с	13	3
134	в самом	16	3
135	разница между	2	3
136	восприятия и	4	3
137	или же	2	3
138	то ни	2	3
139	не так	2	3
140	о языке	4	3
141	что для	2	3
142	или даже	2	3
143	с ним	2	3
144	звука в	5	3
145	должна быть	5	3
146	языка но	2	3
147	и то	2	3
148	сказать что	2	3
149	во всяком	5	3
150	хотя и	3	3
151	он не	6	3
152	с точки	7	3
153	нужно было	2	3
154	и все	3	3
155	языка а	5	3
156	и другое	2	3
157	и с	9	3
158	но как	2	3
159	слова в	3	2
160	и более	2	2
161	как увидим	2	2
162	в единстве	2	2
163	по этому	2	2
164	в применении	2	2
165	в понятии	2	2
166	одного из	3	2
167	и звук	2	2
168	была бы	3	2
169	как например	2	2
170	значение и	3	2
171	что именно	2	2
172	а как	3	2
173	только тем	2	2
174	как мы	7	2
175	жизни и	3	2
176	уже не	7	2
177	но все	3	2
178	их к	3	2
179	не будет	2	2
180	для них	3	2
181	и может	3	2
182	того чтобы	3	2
183	мы в	2	2
184	в сущности	4	2
185	значительной степени	3	2
186	вопроса о	2	2
187	как предмет	2	2
188	ни одна	2	2
189	и о	2	2
190	язык может	2	2
191	к другим	2	2
192	в виду	2	2
193	но совершенно	2	2
194	для нее	2	2
195	его с	3	2
196	в целом	3	2
197	из этого	2	2
198	что же	5	2
199	в их	6	2
200	для этого	2	2
201	и только	5	2
202	времени и	2	2
203	точке зрения	2	2
204	что оно	4	2
205	еще более	5	2
206	в теории	4	2
207	этот вопрос	2	2
208	известных условиях	2	2
209	применении к	2	2
210	языка к	3	2
211	тем же	3	2
212	или в	3	2
213	хотя бы	6	2
214	и должно	5	2
215	даже и	4	2
216	ее с	2	2
217	одним словом	4	2
218	при помощи	2	2
219	так сказать	3	2
220	само собою	2	2
221	в которой	2	2
222	не могли	2	2
223	в других	7	2
224	из него	2	2
