N	2gram	Vygotskiy__2	Istorich
1	и в	15	28
2	может быть	9	25
3	не может	9	15
4	а не	3	15
5	никогда не	8	14
6	для нас	4	13
7	мы должны	6	13
8	мы имеем	3	13
9	что в	14	12
10	то же	5	12
11	не только	15	12
12	мы видим	4	11
13	только в	4	11
14	что он	12	10
15	все же	4	10
16	мы увидим	2	10
17	прежде всего	4	10
18	но и	10	10
19	мы не	10	10
20	и что	8	10
21	в том	33	9
22	о том	9	9
23	то что	20	9
24	и не	7	9
25	не в	8	9
26	так и	8	9
27	что это	6	8
28	если бы	8	8
29	таким образом	14	8
30	в этом	19	8
31	но в	6	8
32	в этих	2	7
33	это не	5	7
34	том что	27	7
35	было бы	10	7
36	и др	5	7
37	а в	4	7
38	этот вопрос	5	7
39	так же	4	7
40	что мы	9	7
41	с другой	6	6
42	к тому	7	6
43	что и	2	6
44	когда он	3	6
45	в этой	6	6
46	так как	4	6
47	вместе с	6	6
48	мы будем	3	5
49	в одном	2	5
50	вопрос о	5	5
51	по существу	5	5
52	в силу	2	5
53	что они	3	5
54	более или	2	5
55	что здесь	2	5
56	но не	3	5
57	в качестве	4	5
58	что она	3	5
59	ее в	2	5
60	или менее	2	5
61	в своем	9	5
62	можно было	5	5
63	увидим что	2	5
64	на основе	7	5
65	или в	3	5
66	их в	4	5
67	сказать что	6	5
68	в его	2	5
69	к которому	6	5
70	все это	4	4
71	связи с	9	4
72	там где	6	4
73	раньше чем	2	4
74	на то	6	4
75	об этом	3	4
76	но все	2	4
77	представляет собой	2	4
78	одной стороны	7	4
79	друг с	2	4
80	чем это	3	4
81	даже в	4	4
82	связь с	2	4
83	в связи	6	4
84	с этим	3	4
85	с одной	7	4
86	как и	6	4
87	того что	17	4
88	и даже	5	4
89	хотя бы	4	4
90	и для	2	4
91	и с	4	4
92	потому что	7	4
93	в основе	3	4
94	могут быть	2	4
95	находится в	2	4
96	они не	3	4
97	должны будем	2	4
98	все эти	3	4
99	не то	2	4
100	мы знаем	7	4
101	видели что	5	3
102	точку зрения	6	3
103	в стороне	2	3
104	во время	3	3
105	перед нами	2	3
106	по себе	7	3
107	в книге	2	3
108	именно в	2	3
109	в начале	4	3
110	для этого	3	3
111	при этом	3	3
112	не можем	3	3
113	наряду с	2	3
114	и их	5	3
115	в котором	2	3
116	должен быть	2	3
117	и по	3	3
118	отношению к	5	3
119	из них	3	3
120	того как	4	3
121	в их	2	3
122	и тогда	2	3
123	что же	2	3
124	связь между	5	3
125	и его	4	3
126	если мы	6	3
127	как мы	6	3
128	из которых	3	3
129	к чему	2	3
130	же самое	2	3
131	как это	6	3
132	действия и	3	3
133	по отношению	6	3
134	также и	2	3
135	тем что	2	3
136	в другом	2	3
137	во всем	2	3
138	с другом	2	3
139	на эту	2	3
140	могли бы	4	3
141	детей в	3	3
142	не существует	3	2
143	за собой	2	2
144	на вопрос	4	2
145	возникает из	4	2
146	только для	3	2
147	а с	4	2
148	не могут	2	2
149	отличие от	3	2
150	в частности	6	2
151	к этому	4	2
152	нисколько не	2	2
153	бы мы	2	2
154	были бы	2	2
155	столь же	2	2
156	он должен	2	2
157	то он	2	2
158	в пользу	4	2
159	вовсе не	6	2
160	в такой	2	2
161	как уже	2	2
162	но мы	3	2
163	том чтобы	4	2
164	увидим ниже	2	2
165	как процесс	2	2
166	живет в	2	2
167	с несомненностью	2	2
168	мы видели	6	2
169	в зависимости	6	2
170	и как	2	2
171	из всех	2	2
172	зависимости от	6	2
173	по своей	6	2
174	само по	2	2
175	не дает	2	2
176	для него	3	2
177	тот же	7	2
178	и мы	2	2
179	одной из	3	2
180	за то	2	2
181	с ним	3	2
182	же как	2	2
183	но если	2	2
184	как бы	7	2
185	по этому	6	2
186	это представление	3	2
187	точка зрения	3	2
188	и тем	2	2
189	в целом	10	2
190	во всех	2	2
191	в некоторых	2	2
192	с ней	2	2
193	указывает на	2	2
194	со стороны	3	2
195	как в	4	2
196	во всей	5	2
197	как раз	4	2
198	в отличие	3	2
199	этому поводу	3	2
200	и только	3	2
201	он не	7	2
202	должны были	3	2
203	приводит к	5	2
204	и другое	2	2
205	для всех	4	2
206	на этот	6	2
207	должно быть	2	2
208	самое что	2	2
209	ничего не	3	2
210	нас в	2	2
211	от этого	2	2
212	он в	3	2
213	в себе	2	2
214	в конечном	4	2
215	что если	2	2
216	еще один	2	2
217	как он	6	2
218	при помощи	4	2
219	тогда когда	5	2
