N	2gram	Bakhtin_Fr_2	Myshleni
1	то что	6	26
2	что он	3	25
3	в этом	15	25
4	таким образом	7	19
5	в том	3	18
6	не может	7	18
7	точки зрения	6	18
8	того чтобы	2	17
9	что в	2	16
10	и в	49	16
11	так как	6	16
12	не только	17	16
13	так же	2	15
14	том что	4	15
15	в сущности	8	13
16	сказать что	6	13
17	и не	15	12
18	в области	4	12
19	отношение к	8	11
20	в его	18	11
21	но не	5	10
22	было бы	3	10
23	как мы	7	10
24	только в	13	10
25	в отношении	2	9
26	может быть	5	9
27	с точки	5	9
28	точка зрения	3	8
29	о том	3	8
30	как и	11	8
31	мы должны	2	8
32	то же	7	8
33	в нем	9	7
34	но он	6	7
35	так и	6	7
36	в этой	10	6
37	своего развития	3	6
38	и следовательно	2	6
39	но и	13	6
40	и на	17	6
41	но в	4	6
42	у него	2	6
43	связанные с	2	6
44	мы можем	2	6
45	в другом	2	6
46	никогда не	5	5
47	в своем	5	5
48	на все	3	5
49	что они	2	5
50	для него	9	5
51	как бы	11	5
52	этом отношении	3	5
53	в то	6	5
54	с ним	4	5
55	сравнению с	2	5
56	по сравнению	2	5
57	можно сказать	2	5
58	тот же	5	5
59	того как	2	5
60	можно было	3	5
61	тем что	4	5
62	ничего не	2	5
63	в меру	2	4
64	все эти	7	4
65	с другой	4	4
66	в новой	2	4
67	в пределах	2	4
68	при этом	5	4
69	в самом	3	4
70	именно в	6	4
71	речь и	2	4
72	в качестве	2	4
73	как известно	2	4
74	с их	6	4
75	еще не	2	4
76	за пределы	2	4
77	вместе с	2	4
78	другом месте	2	4
79	тому как	2	4
80	могут быть	2	4
81	подобно тому	2	4
82	и т.д	2	4
83	прежде всего	19	3
84	в смысле	2	3
85	в известной	4	3
86	но это	2	3
87	одной стороны	3	3
88	до конца	2	3
89	к нему	3	3
90	мы видели	3	3
91	значение в	4	3
92	в их	2	3
93	с одной	3	3
94	как на	4	3
95	а в	4	3
96	и с	6	3
97	в этих	4	3
98	и более	4	3
99	в одном	3	3
100	включает в	2	3
101	все же	7	3
102	по существу	2	3
103	это и	2	3
104	одной из	2	3
105	еще в	2	3
106	сих пор	4	3
107	ее в	2	3
108	в себя	6	3
109	и его	17	3
110	связи с	2	3
111	до сих	4	3
112	и другие	2	2
113	но все	4	2
114	не дает	3	2
115	по поводу	2	2
116	на его	2	2
117	одним из	2	2
118	в ней	2	2
119	в виду	3	2
120	совершенно не	2	2
121	в своей	5	2
122	из них	3	2
123	все это	9	2
124	другой стороны	3	2
125	отношения к	4	2
126	форм и	2	2
127	свое время	3	2
128	что только	2	2
129	и даже	2	2
130	что для	3	2
131	на основе	2	2
132	он еще	2	2
133	в своих	4	2
134	в истории	6	2
135	их в	3	2
136	но они	3	2
137	сознания и	2	2
138	о чем	3	2
139	в них	13	2
140	в жизни	4	2
141	вовсе не	10	2
142	и к	4	2
143	и эти	2	2
144	же в	3	2
145	во всем	3	2
146	учение о	2	2
147	все что	2	2
148	со всеми	2	2
149	жизни и	7	2
150	никто не	2	2
151	в свое	4	2
152	и потому	5	2
153	благодаря этому	4	2
154	во всех	6	2
155	этого процесса	3	2
156	во всяком	2	2
157	на протяжении	7	2
158	связанная с	2	2
