N	2gram	Bakhtin_fo_2	KulturaY
1	и т	14	54
2	т п	11	41
3	и в	46	23
4	точки зрения	10	23
5	в том	10	22
6	не только	11	17
7	было бы	2	16
8	в этом	22	16
9	с точки	8	16
10	может быть	7	14
11	что в	5	13
12	для того	8	12
13	потому что	8	12
14	том что	4	11
15	а не	4	11
16	того что	3	11
17	в его	8	11
18	того чтобы	8	11
19	у нас	2	10
20	и не	9	10
21	прежде всего	14	9
22	еще не	6	9
23	таким образом	3	9
24	так как	6	9
25	лишь в	2	8
26	до сих	2	8
27	сих пор	2	8
28	т д	3	8
29	уже не	3	8
30	как на	2	8
31	в виду	3	8
32	с другой	2	7
33	или иной	2	7
34	слова и	3	7
35	те же	6	7
36	должно быть	5	7
37	в данном	2	7
38	все эти	5	7
39	как это	2	7
40	с тем	2	6
41	по себе	2	6
42	что и	3	6
43	что он	3	6
44	тот же	3	6
45	при этом	6	6
46	так и	7	6
47	в их	3	6
48	не может	2	6
49	то же	8	6
50	с помощью	3	6
51	могут быть	2	6
52	говорить о	2	6
53	связи с	8	6
54	только в	11	6
55	о том	4	6
56	и есть	2	5
57	вовсе не	13	5
58	как и	8	5
59	не в	9	5
60	хотя и	3	5
61	как бы	10	5
62	все же	6	5
63	в связи	8	5
64	как мы	6	5
65	а в	3	5
66	но это	2	5
67	также и	4	5
68	тем более	3	5
69	тем что	3	5
70	из этих	4	5
71	в поэзии	2	5
72	далеко не	2	5
73	и должно	2	5
74	один из	2	4
75	а также	3	4
76	этом случае	2	4
77	того же	3	4
78	в сущности	2	4
79	и о	2	4
80	точка зрения	3	4
81	то что	7	4
82	как в	4	4
83	целый ряд	3	4
84	в своем	5	4
85	не было	3	4
86	с одной	2	4
87	в той	2	4
88	уже в	4	3
89	и более	2	3
90	отнюдь не	4	3
91	это не	2	3
92	именно в	2	3
93	к тому	3	3
94	и к	2	3
95	что на	3	3
96	в отношении	2	3
97	с этой	4	3
98	по существу	5	3
99	мы видели	2	3
100	то в	2	3
101	но не	5	3
102	и рядом	2	3
103	он не	5	3
104	отношение к	3	3
105	но и	9	3
106	и вот	2	3
107	и пр	2	3
108	в ряду	4	3
109	и с	6	3
110	в которых	3	3
111	в то	5	3
112	и только	2	3
113	она не	2	3
114	там где	2	3
115	так сказать	7	2
116	всю эту	2	2
117	том числе	3	2
118	только для	2	2
119	все это	6	2
120	о чем	3	2
121	в частности	5	2
122	дано в	2	2
123	все они	3	2
124	этих форм	5	2
125	в одном	7	2
126	что все	2	2
127	можно сказать	2	2
128	и как	3	2
129	в дальнейшем	5	2
130	что они	4	2
131	к вопросу	3	2
132	по своему	2	2
133	более что	2	2
134	равно как	2	2
135	смысле слова	2	2
136	кроме того	3	2
137	в качестве	3	2
138	конечно не	4	2
139	вернемся к	3	2
140	в котором	4	2
141	его в	6	2
142	в пределах	5	2
143	в некоторых	2	2
144	вместе с	9	2
145	и самый	2	2
146	в особенности	6	2
147	еще более	4	2
148	в двух	2	2
149	тем же	2	2
150	в корне	2	2
151	так же	2	2
152	не знает	2	2
153	во всяком	2	2
154	на протяжении	3	2
155	на этом	2	2
156	как он	2	2
157	в этих	3	2
158	здесь не	2	2
159	мы имеем	2	2
160	но в	10	2
