N	2gram	Voloshinov_1	DiskursI
1	в качестве	2	34
2	не только	8	28
3	в том	6	23
4	а не	7	22
5	том что	3	19
6	может быть	26	17
7	и в	19	16
8	как и	12	16
9	в этом	16	15
10	еще не	4	14
11	но и	8	14
12	при этом	8	13
13	речевого общения	3	12
14	и т.п	10	12
15	речевых жанров	2	12
16	прежде всего	13	11
17	и не	26	11
18	с другой	5	10
19	как в	4	10
20	далеко не	4	10
21	в частности	2	9
22	в нем	10	9
23	отношению к	2	9
24	по отношению	3	9
25	не может	24	9
26	отнюдь не	6	8
27	так и	11	8
28	о том	2	8
29	но в	7	8
30	в основе	2	7
31	в его	6	7
32	то же	7	7
33	не было	3	7
34	в себе	2	7
35	только в	9	7
36	не в	5	7
37	в своем	2	6
38	и как	3	6
39	ни к	2	6
40	к тому	2	5
41	или иной	3	5
42	можно сказать	3	5
43	как бы	15	5
44	в котором	3	5
45	в своей	3	5
46	то что	8	5
47	во всех	7	5
48	в процессе	14	5
49	в отличие	5	5
50	а в	4	5
51	сводится к	3	5
52	отличие от	5	5
53	и на	4	5
54	в данном	4	5
55	что в	4	4
56	не является	4	4
57	во втором	2	4
58	не как	2	4
59	и к	3	4
60	что он	2	4
61	для него	9	4
62	в истории	3	4
63	же время	3	4
64	одной из	3	4
65	связи с	11	4
66	лишь в	9	4
67	что не	2	4
68	между тем	3	4
69	могут быть	2	4
70	и т.д	2	4
71	того же	6	3
72	в одной	2	3
73	но при	2	3
74	по себе	4	3
75	что и	2	3
76	в лингвистике	4	3
77	в ее	7	3
78	и того	6	3
79	свою очередь	2	3
80	они и	2	3
81	имеет свою	3	3
82	в свою	2	3
83	с этим	4	3
84	в действительности	2	3
85	в данной	2	3
86	в самом	10	3
87	имеет место	2	3
88	хотя бы	5	3
89	на смену	2	3
90	все же	8	3
91	из них	3	3
92	таким образом	17	3
93	именно в	5	3
94	того что	3	3
95	должны быть	3	3
96	другой стороны	6	3
97	и даже	2	3
98	в своих	2	3
99	сказать что	4	3
100	тем что	2	3
101	точки зрения	34	3
102	в то	3	3
103	в первом	3	3
104	и потому	5	3
105	зависит от	2	2
106	по мере	2	2
107	не менее	4	2
108	и есть	3	2
109	никогда не	2	2
110	социального взаимодействия	2	2
111	между собой	2	2
112	том числе	2	2
113	в какой	3	2
114	и во	2	2
115	одного и	5	2
116	и все	5	2
117	одного из	3	2
118	в каждом	7	2
119	к этому	5	2
120	в литературе	2	2
121	различие между	3	2
122	и относительно	2	2
123	к его	2	2
124	что делает	3	2
125	точкой зрения	2	2
126	в пределах	6	2
127	исторические корни	2	2
128	более того	3	2
129	к данному	2	2
130	общения и	5	2
131	числе и	2	2
132	в начале	5	2
133	не сможет	2	2
134	в сущности	3	2
135	он ни	2	2
136	одним из	2	2
137	совпадает с	2	2
138	говорили о	2	2
139	и др	2	2
140	точка зрения	7	2
141	не могло	2	2
142	не есть	3	2
143	с ее	2	2
144	что же	4	2
145	мысли и	4	2
146	за пределы	5	2
147	целый ряд	3	2
148	языка и	13	2
149	жизни в	4	2
150	как к	2	2
151	речевой акт	2	2
152	и иные	2	2
153	человека в	2	2
154	как мы	13	2
155	не приходится	2	2
156	речи как	2	2
157	в науке	6	2
158	и он	2	2
159	науке о	3	2
160	к другому	3	2
161	и его	19	2
162	говорящего и	2	2
163	или в	2	2
164	языка с	2	2
165	здесь в	3	2
166	во всяком	5	2
167	одну из	2	2
168	и ее	3	2
169	в другом	2	2
170	и вообще	2	2
171	могла бы	2	2
172	же самое	3	2
173	внутренней речи	9	2
174	так сказать	6	2
175	общения в	3	2
176	в виду	2	2
