N	2gram	Vinokur_Ku_3	Komedia
1	и в	23	22
2	по адресу	2	14
3	т е	32	13
4	том что	11	12
5	в том	22	11
6	но и	3	11
7	не только	17	10
8	в то	3	10
9	как и	5	9
10	и т	54	9
11	может быть	14	9
12	в одном	2	8
13	таким образом	9	8
14	и не	10	8
15	о том	6	8
16	что в	13	6
17	в отношении	3	6
18	что он	6	6
19	к тому	3	6
20	ни в	3	6
21	тому же	3	6
22	то же	6	6
23	не в	5	6
24	а в	5	6
25	уже в	3	5
26	с другой	7	5
27	прежде всего	9	5
28	при этом	6	5
29	в его	11	5
30	один из	4	5
31	так и	6	5
32	как в	4	5
33	все это	2	5
34	другой стороны	3	5
35	потому что	12	5
36	т п	41	5
37	между тем	4	5
38	именно в	3	4
39	в их	6	4
40	по поводу	3	4
41	ясно что	4	4
42	как мы	5	4
43	на протяжении	2	4
44	что они	2	4
45	в качестве	2	4
46	а также	4	4
47	в котором	2	4
48	что и	6	4
49	на него	3	4
50	так в	2	4
51	т д	8	4
52	тем что	5	4
53	и вот	3	4
54	в результате	3	4
55	точки зрения	23	4
56	так как	9	4
57	но в	2	4
58	главным образом	2	3
59	не менее	12	3
60	однако в	2	3
61	вопрос о	11	3
62	в тех	2	3
63	у нас	10	3
64	и как	2	3
65	по своему	2	3
66	после того	6	3
67	первую очередь	3	3
68	тот же	6	3
69	одной стороны	4	3
70	в частности	2	3
71	и о	4	3
72	хотя и	5	3
73	он не	3	3
74	речь идет	3	3
75	все же	5	3
76	отношению к	2	3
77	в целом	4	3
78	отношение к	3	3
79	так же	2	3
80	по отношению	3	3
81	того как	7	3
82	с одной	4	3
83	мы не	3	3
84	как раз	4	3
85	в этом	16	3
86	и с	3	3
87	могут быть	6	3
88	только в	6	3
89	его в	2	3
90	в чем	5	3
91	как это	7	3
92	ничего не	6	3
93	в известном	2	2
94	и здесь	2	2
95	в рамках	5	2
96	еще и	2	2
97	независимо от	5	2
98	за пределы	2	2
99	и без	2	2
100	столь же	4	2
101	нельзя не	2	2
102	этом что	2	2
103	вовсе не	5	2
104	точек зрения	2	2
105	тем не	9	2
106	мы найдем	2	2
107	мы видели	3	2
108	такой же	2	2
109	из всего	2	2
110	на этом	2	2
111	но не	3	2
112	именно на	2	2
113	а то	2	2
114	того же	4	2
115	это еще	2	2
116	до сих	8	2
117	еще не	9	2
118	было бы	16	2
119	мог бы	2	2
120	в самом	13	2
121	в первую	3	2
122	между прочим	8	2
123	указывает что	2	2
124	относится к	2	2
125	говоря уже	2	2
126	и тем	6	2
127	то что	4	2
128	вместе с	2	2
129	не говоря	2	2
130	или менее	2	2
131	всего этого	3	2
132	о содержании	3	2
133	только что	2	2
134	то и	2	2
135	для этого	6	2
136	в сущности	4	2
137	не может	6	2
138	в силу	6	2
139	путь к	2	2
140	нас в	3	2
141	но это	5	2
142	во всяком	2	2
143	чем же	2	2
144	на себя	2	2
145	уже о	2	2
146	тех же	4	2
147	отличие от	2	2
148	в области	14	2
149	е в	2	2
150	сих пор	8	2
