N	2gram	Tiupa_Narr_1	Myshleni
1	точки зрения	10	26
2	в том	18	24
3	и в	19	23
4	том что	14	21
5	с точки	2	18
6	то что	11	17
7	в этом	17	17
8	так же	2	16
9	не только	32	16
10	что в	3	14
11	может быть	25	14
12	но и	23	14
13	как и	7	14
14	в его	9	14
15	не может	10	12
16	как бы	4	11
17	сказать что	4	11
18	представляет собой	13	11
19	с другой	8	10
20	прежде всего	4	10
21	в качестве	21	9
22	одной стороны	7	9
23	не является	8	9
24	другой стороны	4	9
25	и не	20	9
26	между тем	3	9
27	и с	4	9
28	с одной	7	8
29	и на	3	8
30	в основе	5	8
31	то же	4	8
32	в этой	5	7
33	по отношению	7	7
34	в то	3	7
35	что он	6	7
36	отношению к	6	7
37	и ее	2	7
38	независимо от	2	6
39	столь же	3	6
40	же как	3	6
41	и тем	4	6
42	именно в	6	6
43	в силу	4	6
44	о том	6	6
45	в сущности	3	6
46	и его	5	6
47	тем что	3	6
48	в себе	8	6
49	только в	4	6
50	в какой	2	5
51	перед нами	4	5
52	в собственном	2	5
53	можно сказать	5	5
54	и как	5	5
55	по себе	5	5
56	что мы	2	5
57	и все	2	5
58	но в	6	5
59	между собой	2	5
60	по своей	3	5
61	он не	3	5
62	так и	9	5
63	как мы	3	5
64	тем самым	6	5
65	тем более	2	5
66	и т.д	7	5
67	но не	5	4
68	в свою	3	4
69	не в	14	4
70	при этом	9	4
71	все эти	2	4
72	не столько	4	4
73	этом отношении	3	4
74	в результате	2	4
75	с его	6	4
76	одну из	2	4
77	по существу	2	4
78	было бы	4	4
79	к тому	7	4
80	как в	7	4
81	приводит к	2	4
82	во всей	2	4
83	как раз	2	4
84	а с	3	4
85	хотя бы	4	4
86	ни в	3	4
87	этого слова	2	4
88	может не	3	3
89	уже в	3	3
90	что это	3	3
91	говоря словами	2	3
92	в своем	2	3
93	из этих	3	3
94	одного из	4	3
95	свою очередь	3	3
96	что именно	2	3
97	что они	3	3
98	который в	2	3
99	отношения к	2	3
100	от всех	2	3
101	приходит к	2	3
102	не могло	2	3
103	как известно	2	3
104	она не	2	3
105	основные свойства	2	3
106	все же	7	3
107	если не	4	3
108	самом деле	2	3
109	а не	12	3
110	из которых	4	3
111	можно было	2	3
112	могут быть	3	3
113	всей его	2	3
114	связи с	4	3
115	в области	2	3
116	ничего не	2	3
117	за собой	4	2
118	в противоположность	2	2
119	в частности	14	2
120	известном смысле	2	2
121	никогда не	3	2
122	точку зрения	4	2
123	что у	2	2
124	или даже	2	2
125	но все	4	2
126	же время	4	2
127	для него	2	2
128	о чем	2	2
129	несмотря на	2	2
130	вслед за	4	2
131	хотя и	3	2
132	не имеет	2	2
133	один из	3	2
134	по всей	2	2
135	не с	3	2
136	жизни и	3	2
137	и до	2	2
138	данном случае	4	2
139	значительной степени	2	2
140	и даже	3	2
141	а в	11	2
142	одно из	2	2
143	нуждается в	5	2
144	говорить о	2	2
145	в первом	3	2
146	как это	6	2
147	в известном	2	2
148	речь идет	4	2
149	которая в	2	2
150	идет о	2	2
151	на первый	2	2
152	в ее	3	2
153	в значительной	2	2
154	ту или	2	2
155	иначе говоря	6	2
156	наконец в	2	2
157	и потому	2	2
158	даже в	2	2
159	как говорит	3	2
160	когда он	3	2
161	на него	3	2
162	в двух	2	2
163	ключ к	2	2
164	уже не	5	2
165	между ними	2	2
166	в данном	5	2
167	между двумя	5	2
168	представляют собой	2	2
169	который по	3	2
