N	2gram	Tiupa_Disk_1	Vladivir
1	и в	16	40
2	то что	5	28
3	и не	11	25
4	не только	28	25
5	то есть	20	24
6	но и	14	18
7	в том	23	18
8	том что	19	18
9	что в	4	17
10	также и	3	17
11	в этом	15	16
12	в его	7	14
13	не может	9	14
14	точки зрения	3	13
15	только в	7	13
16	сказать что	3	12
17	никогда не	2	11
18	таким образом	3	11
19	потому что	4	11
20	о том	8	11
21	едва ли	2	11
22	прежде всего	11	10
23	и потому	3	10
24	не есть	2	10
25	в году	2	10
26	и его	2	10
27	не менее	2	9
28	уже не	4	9
29	в своей	5	9
30	что же	2	9
31	в себе	7	9
32	в своем	6	8
33	в этой	2	8
34	для него	4	8
35	может быть	17	8
36	и что	2	8
37	а также	8	8
38	как мы	2	8
39	а не	22	8
40	к тому	5	7
41	и как	6	7
42	хотя и	2	7
43	а в	5	7
44	в своих	3	7
45	того что	3	7
46	в то	3	7
47	что и	3	7
48	как и	16	7
49	и даже	3	6
50	и на	5	6
51	по себе	3	6
52	об этом	2	6
53	так и	8	6
54	хотя бы	3	6
55	с другой	10	5
56	тому же	5	5
57	отношения к	2	5
58	не было	7	5
59	в истории	4	5
60	отнюдь не	8	5
61	же касается	2	5
62	в одном	2	5
63	что он	4	5
64	еще в	3	5
65	для себя	4	5
66	или менее	2	5
67	в данном	5	5
68	тем что	3	5
69	более или	2	5
70	такого рода	4	4
71	в самом	3	4
72	в котором	5	4
73	однако и	2	4
74	и все	2	4
75	не с	3	4
76	но не	11	4
77	здесь в	2	4
78	еще не	14	4
79	и о	4	4
80	то же	7	4
81	а с	5	4
82	все же	3	4
83	но в	8	4
84	перед нами	3	3
85	уже в	2	3
86	в качестве	34	3
87	это не	3	3
88	одной стороны	9	3
89	при этом	13	3
90	как бы	5	3
91	в виду	2	3
92	и тем	2	3
93	в нем	9	3
94	отличается от	2	3
95	поскольку в	2	3
96	с одной	9	3
97	именно в	3	3
98	же самое	2	3
99	сводится к	5	3
100	мы имеем	2	3
101	за пределы	2	3
102	оно не	2	3
103	в отличие	5	3
104	разного рода	2	3
105	он мог	3	3
106	не в	7	3
107	во всяком	2	3
108	и вообще	2	3
109	далеко не	10	3
110	отличие от	5	3
111	это было	2	3
112	ни к	6	2
113	в сторону	4	2
114	в какой	2	2
115	для понимания	2	2
116	имеет свою	3	2
117	же время	4	2
118	он ни	2	2
119	той или	3	2
120	не является	4	2
121	в целом	4	2
122	в их	5	2
123	другой стороны	3	2
124	и по	2	2
125	что касается	2	2
126	к его	2	2
127	но как	2	2
128	он всегда	2	2
129	в начале	2	2
130	по своей	11	2
131	что даже	2	2
132	понятие о	3	2
133	с его	4	2
134	бы это	2	2
135	а о	2	2
136	не как	4	2
137	с этим	3	2
138	к этому	2	2
139	стороны и	2	2
140	и к	4	2
141	в силу	5	2
142	того же	3	2
143	из них	3	2
144	одной из	4	2
145	в сущности	2	2
146	со стороны	7	2
147	как не	3	2
148	данном случае	2	2
149	заметить что	2	2
150	свидетельствует о	2	2
151	роль в	7	2
152	на себя	2	2
153	в другом	2	2
154	связи с	4	2
