N	2gram	Propp_Isto_7	SlovoVZh
1	не может	14	16
2	точки зрения	4	14
3	может быть	14	14
4	и его	3	13
5	как бы	4	13
6	таким образом	7	12
7	и в	24	12
8	и не	4	10
9	так как	8	9
10	прежде всего	2	8
11	для нас	6	7
12	сказать что	2	7
13	в нем	6	6
14	при этом	4	6
15	в том	7	6
16	только в	6	6
17	и др	2	5
18	то что	7	5
19	никогда не	4	5
20	а не	8	5
21	то же	8	5
22	как и	6	5
23	том что	10	5
24	как в	12	5
25	что мы	3	5
26	героя и	5	5
27	но в	5	5
28	все же	9	4
29	отношение к	5	4
30	так и	5	4
31	с другой	9	4
32	уже не	2	4
33	что не	2	4
34	в литературе	2	4
35	не в	9	4
36	в этом	12	4
37	и на	2	4
38	его в	3	4
39	в самом	2	4
40	к нему	7	4
41	не только	21	4
42	в котором	2	3
43	в них	3	3
44	не менее	5	3
45	когда он	3	3
46	сих пор	3	3
47	все это	8	3
48	и по	3	3
49	все эти	2	3
50	этой точки	3	3
51	это как	2	3
52	но и	11	3
53	того что	6	3
54	и наконец	3	3
55	и герой	3	3
56	тем не	4	3
57	ни в	2	3
58	так же	6	3
59	мы не	4	3
60	о том	9	3
61	и ее	2	3
62	до сих	2	3
63	еще не	8	3
64	только на	2	3
65	конечно не	2	3
66	здесь не	2	3
67	с героем	2	3
68	с ним	5	3
69	но для	2	3
70	как только	2	2
71	уже в	3	2
72	с этой	6	2
73	с его	3	2
74	что и	8	2
75	но все	4	2
76	от всех	2	2
77	что в	13	2
78	данном случае	3	2
79	вместе с	7	2
80	и так	2	2
81	в этих	13	2
82	на него	2	2
83	в форме	2	2
84	но конечно	2	2
85	другой стороны	8	2
86	это не	10	2
87	мы имеем	12	2
88	и все	6	2
89	и другие	9	2
90	в особенности	2	2
91	тогда когда	3	2
92	с одной	5	2
93	к этому	2	2
94	связь с	2	2
95	вместе со	2	2
96	и что	10	2
97	этой стороны	3	2
98	не так	2	2
99	и здесь	12	2
100	стороны и	2	2
101	но это	3	2
102	в данном	4	2
103	мы можем	4	2
104	но не	6	2
105	но тем	2	2
106	имеем в	5	2
107	кроме того	3	2
108	она не	2	2
109	в то	2	2
110	одной стороны	5	2
111	можно найти	2	2
112	там где	5	2
113	в чем	5	2
114	как это	2	2
115	к ним	2	2
116	ничего не	5	2
117	он не	6	2
118	в основном	2	2
