N	2gram	Vygotskiy__5	Hudozhes
1	и в	30	28
2	в рассказе	2	21
3	том что	21	19
4	в ее	3	18
5	и не	6	18
6	в том	27	15
7	а не	8	14
8	не в	8	13
9	в этом	14	13
10	о том	10	12
11	перед нами	2	11
12	как и	6	11
13	при этом	8	11
14	в его	4	11
15	не только	16	11
16	но и	6	9
17	в себе	5	9
18	в душе	2	8
19	о чем	4	8
20	что он	17	8
21	может быть	11	8
22	так и	3	8
23	и все	4	7
24	к тому	8	7
25	об этом	3	7
26	в частности	4	7
27	что она	6	7
28	по отношению	2	7
29	состоит в	3	7
30	как это	7	7
31	казалось бы	4	6
32	это не	3	6
33	можно сказать	2	6
34	в котором	2	6
35	то что	37	6
36	жизни и	6	6
37	в своей	4	6
38	если бы	11	6
39	то же	7	6
40	сводится к	5	6
41	а в	4	6
42	в глазах	2	6
43	и с	2	6
44	тем что	6	6
45	в то	2	6
46	с его	2	5
47	что это	8	5
48	и другие	3	5
49	у него	3	5
50	в своем	6	5
51	как бы	19	5
52	как в	3	5
53	в этой	5	5
54	что в	24	5
55	в самом	14	5
56	никогда не	9	5
57	только на	4	5
58	и его	6	5
59	рядом с	5	5
60	для него	3	5
61	ничего не	2	5
62	тому что	8	4
63	говорит о	4	4
64	но не	7	4
65	что они	5	4
66	в качестве	2	4
67	для того	20	4
68	и о	3	4
69	он не	3	4
70	что и	3	4
71	и уже	3	4
72	и т	7	4
73	как раз	13	4
74	не может	9	4
75	человека в	3	4
76	того чтобы	20	4
77	как будто	6	4
78	только в	5	4
79	как только	4	3
80	в ответ	2	3
81	все время	20	3
82	и читатель	2	3
83	была бы	3	3
84	в них	4	3
85	в состоянии	3	3
86	с другой	9	3
87	в одном	2	3
88	что все	6	3
89	прежде всего	4	3
90	в нем	7	3
91	что на	3	3
92	для нас	3	3
93	всякий раз	2	3
94	любви и	2	3
95	самом деле	8	3
96	когда в	2	3
97	еще не	5	3
98	одной стороны	12	3
99	было бы	5	3
100	по поводу	3	3
101	несмотря на	5	3
102	со своим	2	3
103	по преимуществу	2	3
104	в ней	4	3
105	мы уже	6	3
106	в этих	3	3
107	противоречие с	2	3
108	со стороны	3	3
109	все это	2	3
110	а с	5	3
111	с одной	12	3
112	следующим образом	2	3
113	едва ли	2	3
114	и он	2	3
115	внимание на	4	3
116	по его	3	3
117	так же	13	3
118	или в	6	3
119	можно было	3	3
120	о смерти	5	3
121	и на	3	3
122	что у	3	3
123	же самое	5	3
124	как он	2	3
125	и это	8	3
126	героя и	7	3
127	мы с	3	3
128	в основе	7	2
129	и составляет	3	2
130	только не	5	2
131	себя и	2	2
132	давно уже	2	2
133	именно в	6	2
134	не как	3	2
135	из этих	3	2
136	гораздо более	2	2
137	вовсе не	3	2
138	а как	2	2
139	или иной	2	2
140	не с	2	2
141	лицо и	2	2
142	как мы	5	2
143	о которых	2	2
144	мы знаем	2	2
145	же как	2	2
146	одна из	3	2
147	на этом	6	2
148	с такой	4	2
149	мысль о	4	2
150	и к	4	2
151	чувства в	3	2
152	до сих	5	2
153	не является	2	2
154	один из	5	2
155	в нашем	2	2
156	все же	7	2
157	из них	2	2
158	вместе с	12	2
159	сих пор	5	2
160	данном случае	3	2
161	но еще	2	2
162	приводит к	2	2
163	дело с	5	2
164	как на	11	2
165	т п	3	2
166	т д	3	2
167	того как	2	2
168	в двух	5	2
169	именно на	5	2
170	и эта	2	2
171	между ними	2	2
172	ни одного	2	2
173	хотя бы	3	2
174	и для	6	2
175	с точки	2	2
176	той же	3	2
177	в данном	3	2
178	и то	9	2
179	сказать что	9	2
180	потому что	23	2
181	различия между	2	2
182	точки зрения	7	2
183	в другом	3	2
184	что даже	2	2
185	и только	3	2
186	ответ на	5	2
187	но в	5	2
188	же не	2	2
