N	2gram	Bakhtin_Pr_4	Psycholo
1	и в	46	38
2	то что	4	35
3	все время	2	30
4	в том	9	25
5	в самом	9	25
6	самом деле	4	21
7	что в	4	20
8	может быть	23	19
9	и что	3	18
10	на то	3	16
11	точки зрения	11	16
12	то есть	40	15
13	если бы	3	14
14	том что	4	14
15	как бы	19	14
16	потому что	4	14
17	в этой	3	13
18	в этом	16	13
19	было бы	3	12
20	не только	14	12
21	мы увидим	6	12
22	таким образом	4	12
23	не в	10	12
24	что он	6	11
25	в сущности	7	10
26	то же	6	10
27	и не	27	10
28	и все	9	10
29	о которых	2	9
30	с точки	9	9
31	увидим что	2	9
32	все же	4	8
33	перед нами	12	8
34	с этим	2	8
35	в одном	11	8
36	вовсе не	9	8
37	для нас	2	8
38	как и	12	8
39	так что	2	8
40	и как	2	8
41	как раз	7	8
42	и это	3	8
43	с другой	3	7
44	а не	11	7
45	мы можем	4	7
46	никак не	3	7
47	не может	19	7
48	как мы	12	7
49	а в	2	7
50	между тем	2	7
51	мы уже	3	7
52	и здесь	4	6
53	к тому	2	6
54	до сих	8	6
55	она не	3	6
56	в котором	5	6
57	указывает на	2	6
58	он не	4	6
59	так как	5	6
60	если мы	5	6
61	и его	6	6
62	и на	11	6
63	в которых	2	6
64	о том	5	6
65	там где	2	6
66	должна быть	2	5
67	в своем	3	5
68	на этом	3	5
69	совершенно не	4	5
70	в своей	3	5
71	вместе с	2	5
72	но и	12	5
73	сих пор	8	5
74	другой стороны	3	5
75	в той	3	5
76	или в	8	5
77	мы не	4	5
78	в другом	2	5
79	о котором	2	5
80	в его	9	5
81	так сказать	5	5
82	никогда не	6	4
83	при этом	5	4
84	когда он	2	4
85	рассказ и	2	4
86	и для	3	4
87	конечно не	8	4
88	во всех	5	4
89	в самой	5	4
90	но если	3	4
91	не могли	2	4
92	в нем	17	4
93	что и	3	4
94	раз в	2	4
95	как в	4	4
96	все эти	4	4
97	и даже	3	4
98	сказать что	2	4
99	и между	6	4
100	у него	5	4
101	и совершенно	2	4
102	только в	6	4
103	одна из	2	4
104	в себе	7	4
105	в виду	4	4
106	в речи	3	3
107	из этих	3	3
108	из одного	2	3
109	и к	9	3
110	ни в	6	3
111	но это	6	3
112	того же	3	3
113	и о	3	3
114	как если	2	3
115	не к	3	3
116	все это	6	3
117	то и	2	3
118	и только	3	3
119	бы не	2	3
120	этот второй	3	3
121	к ним	4	3
122	и тем	2	3
123	того как	2	3
124	тем что	3	3
125	далеко не	3	3
126	в то	5	3
127	бы в	3	3
128	рассказ в	3	3
129	здесь не	4	3
130	но в	6	3
131	реакции на	3	2
132	в общем	2	2
133	в данном	2	2
134	не могут	3	2
135	что так	2	2
136	к своему	3	2
137	и другие	3	2
138	в этих	4	2
139	и одновременно	2	2
140	так ли	2	2
141	хотя бы	2	2
142	и во	3	2
143	во всяком	2	2
144	очень часто	4	2
145	до конца	4	2
146	уже не	4	2
147	у нас	2	2
148	по существу	3	2
149	такой же	3	2
150	есть в	6	2
151	здесь в	2	2
152	для него	2	2
153	слов и	3	2
154	они не	2	2
155	образом и	3	2
156	в первой	2	2
157	например в	4	2
158	но он	3	2
159	к ней	2	2
160	для этого	2	2
161	то это	3	2
162	с ее	3	2
163	к самому	2	2
164	что же	3	2
165	рассказу и	2	2
166	целый ряд	2	2
167	так же	3	2
168	в одной	2	2
169	отношения к	2	2
170	еще и	4	2
171	и наконец	4	2
172	что та	2	2
173	и по	2	2
174	той же	3	2
175	здесь с	2	2
176	в конце	3	2
177	их в	3	2
178	автора и	2	2
179	и следовательно	2	2
180	к себе	6	2
181	его к	2	2
182	этого слова	2	2
183	мы слышим	4	2
184	с ним	2	2
185	ничего не	2	2
186	себя как	3	2
187	могло бы	2	2
