N	2gram	Voloshinov_1	formyVre
1	и в	13	50
2	в этом	2	25
3	в нем	2	24
4	и его	12	16
5	прежде всего	9	15
6	и не	8	14
7	вовсе не	2	13
8	в его	7	13
9	так и	3	12
10	может быть	8	11
11	таким образом	6	11
12	мы уже	2	11
13	то же	4	11
14	но в	4	10
15	в том	2	9
16	и др	2	9
17	все эти	2	9
18	не только	6	9
19	роль в	2	9
20	в самом	2	8
21	и их	7	8
22	но и	3	8
23	как и	3	8
24	для себя	2	7
25	героя и	2	7
26	все же	5	6
27	в их	3	6
28	не может	8	6
29	лишь в	4	6
30	так же	2	6
31	так как	3	6
32	с этим	3	6
33	и все	3	6
34	то что	6	6
35	в ее	3	6
36	как в	2	6
37	что в	3	5
38	не в	3	5
39	в пределах	3	5
40	в связи	2	5
41	только и	4	5
42	точки зрения	7	5
43	если бы	2	5
44	отношению к	3	5
45	могут быть	2	5
46	понятно что	3	4
47	и следовательно	2	4
48	все это	4	4
49	не имеет	2	4
50	в ней	2	4
51	нет ничего	2	4
52	в них	2	4
53	вполне понятно	4	4
54	в процессе	5	4
55	и т.п	7	4
56	том что	2	4
57	и для	3	4
58	и то	3	4
59	только в	6	4
60	в отношении	2	3
61	к тому	2	3
62	да и	3	3
63	при этом	2	3
64	имеет место	2	3
65	и уже	3	3
66	по отношению	3	3
67	с одной	2	3
68	а в	2	3
69	в одном	3	3
70	а как	2	3
71	на фоне	4	3
72	есть не	2	3
73	одно и	3	3
74	во всей	2	3
75	во времени	2	3
76	а не	2	3
77	мы не	4	3
78	мы видим	2	3
79	более того	2	3
80	и ее	2	3
81	в себе	3	3
82	входит в	2	3
83	уже в	2	2
84	самого начала	2	2
85	никогда не	3	2
86	в течение	2	2
87	он только	2	2
88	точку зрения	3	2
89	с другой	2	2
90	разумеется что	2	2
91	с самого	2	2
92	смысле слова	2	2
93	для него	2	2
94	одной стороны	2	2
95	но для	3	2
96	в целом	2	2
97	еще и	4	2
98	те же	2	2
99	с помощью	2	2
100	и является	2	2
101	во всем	2	2
102	мы должны	6	2
103	не является	4	2
104	не как	3	2
105	и к	2	2
106	в чем	2	2
107	и может	2	2
108	было бы	4	2
109	а также	2	2
110	в этот	2	2
111	в своей	4	2
112	как бы	6	2
113	ее в	2	2
114	этой проблемы	2	2
115	и эта	5	2
116	с точки	5	2
117	хотя бы	5	2
118	громадную роль	2	2
119	в которой	3	2
120	в данном	2	2
121	от этого	2	2
122	тем что	2	2
123	соответствии с	2	2
124	его на	2	2
125	слова и	2	2
126	там где	2	2
