N	2gram	Tiupa_Hudo_2	Myshleni
1	в том	15	42
2	том что	19	35
3	точки зрения	2	24
4	в этом	13	24
5	в качестве	4	21
6	и в	28	20
7	что в	5	19
8	в основе	2	17
9	то же	6	16
10	то что	6	15
11	не только	11	15
12	что они	4	14
13	как мы	2	13
14	с другой	3	12
15	при этом	11	12
16	потому что	2	12
17	может быть	8	12
18	так же	3	11
19	в его	11	11
20	с точки	2	11
21	и то	2	10
22	в себе	9	10
23	только в	4	10
24	и другие	5	9
25	одной стороны	3	9
26	но и	9	9
27	с одной	3	9
28	между тем	8	9
29	как это	7	9
30	как и	11	9
31	что и	4	9
32	и не	18	8
33	было бы	3	8
34	вместе с	2	8
35	как бы	5	7
36	же самое	3	7
37	в своей	6	7
38	самом деле	3	7
39	тем самым	2	7
40	а не	14	7
41	того чтобы	4	7
42	тем что	6	7
43	к тому	7	6
44	тому же	2	6
45	же как	2	6
46	в самом	5	6
47	не может	4	6
48	те же	2	6
49	и на	3	6
50	сказать что	2	6
51	его в	2	6
52	что он	8	6
53	той же	2	6
54	можно было	3	6
55	перед нами	11	5
56	в частности	7	5
57	никогда не	5	5
58	это не	6	5
59	не является	2	5
60	только не	2	5
61	если бы	6	5
62	и его	5	5
63	и к	2	5
64	все же	2	5
65	о том	12	5
66	мы уже	3	5
67	так и	8	5
68	как в	5	5
69	для того	4	5
70	все время	3	4
71	представляется нам	2	4
72	в нашем	2	4
73	тому что	4	4
74	в своем	5	4
75	как уже	2	4
76	для нас	3	4
77	обратимся к	2	4
78	из них	2	4
79	и только	2	4
80	роль в	2	4
81	как он	3	4
82	и с	6	4
83	состоит в	7	4
84	между ними	2	4
85	не в	13	4
86	и для	2	4
87	на этом	2	3
88	не менее	5	3
89	в этих	3	3
90	и от	2	3
91	что все	3	3
92	в этой	5	3
93	одной из	3	3
94	один из	2	3
95	со стороны	3	3
96	именно в	2	3
97	столь же	3	3
98	тем как	2	3
99	но в	2	3
100	отнюдь не	2	3
101	приходит к	2	3
102	но не	4	3
103	наряду с	5	3
104	следующим образом	3	3
105	себя в	8	3
106	приводит к	2	3
107	внимание на	3	3
108	в виде	2	3
109	как только	3	2
110	место в	2	2
111	прежде всего	3	2
112	со всей	2	2
113	что на	3	2
114	для него	5	2
115	что это	5	2
116	и у	2	2
117	противоречие с	3	2
118	вслед за	4	2
119	в ней	3	2
120	в нем	3	2
121	к нему	3	2
122	не по	2	2
123	данном случае	2	2
124	а в	6	2
125	для других	3	2
126	в данном	2	2
127	из этих	2	2
128	у него	5	2
129	и тех	3	2
130	в памяти	3	2
131	еще не	3	2
132	а также	2	2
133	раз в	3	2
134	мысли и	2	2
135	только на	5	2
136	и тогда	2	2
137	тогда как	7	2
138	того как	2	2
139	а с	3	2
140	и он	3	2
141	тому как	4	2
142	подобно тому	4	2
143	и т.д	2	2
144	и это	3	2
145	здесь не	2	2
146	едва ли	3	2
147	же не	2	2
