N	2gram	Vinokur_St_1	Myshleni
1	в том	36	33
2	том что	29	27
3	точки зрения	11	26
4	то что	18	20
5	в этом	21	19
6	с точки	8	18
7	того что	9	17
8	и в	44	15
9	не только	18	15
10	что в	30	14
11	таким образом	7	14
12	и речи	2	13
13	что он	10	12
14	того чтобы	11	12
15	в самом	7	11
16	в целом	5	10
17	но и	10	10
18	было бы	17	10
19	для того	10	10
20	мы не	2	10
21	в своем	2	9
22	может быть	15	9
23	не является	3	9
24	не может	8	9
25	что мы	5	9
26	о том	17	9
27	в сущности	2	9
28	так и	9	8
29	никогда не	5	8
30	не в	12	8
31	заключается в	4	8
32	и что	4	8
33	если бы	9	8
34	одной стороны	2	7
35	с одной	3	7
36	и не	16	7
37	потому что	6	7
38	как бы	4	7
39	он не	2	7
40	во всяком	6	7
41	что это	4	6
42	в частности	4	6
43	в отношении	9	6
44	точку зрения	3	6
45	в этой	11	6
46	на то	4	6
47	по отношению	3	6
48	мы находим	4	6
49	с другой	9	6
50	сказать что	7	6
51	в истории	3	6
52	как это	4	6
53	но в	10	6
54	по этому	3	6
55	вовсе не	19	6
56	как и	9	6
57	по своей	2	6
58	самом деле	11	6
59	на этот	3	6
60	всяком случае	6	6
61	к которому	4	6
62	что эта	2	6
63	там где	5	6
64	это не	8	5
65	уже в	2	5
66	представление о	4	5
67	вопрос о	4	5
68	что с	2	5
69	и их	2	5
70	и даже	5	5
71	по существу	2	5
72	отношению к	3	5
73	то же	5	5
74	говорит что	3	5
75	можно было	13	5
76	этот вопрос	4	5
77	на вопрос	4	4
78	прежде всего	7	4
79	из этих	6	4
80	что все	2	4
81	в пользу	2	4
82	для нас	7	4
83	по поводу	7	4
84	несмотря на	2	4
85	все это	5	4
86	что оно	3	4
87	не имеет	4	4
88	так же	5	4
89	а в	17	4
90	их в	2	4
91	и с	3	4
92	в начале	3	4
93	при помощи	2	4
94	так как	5	4
95	все же	8	4
96	в качестве	4	4
97	в своей	6	4
98	даже в	3	4
99	как в	13	4
100	как раз	4	4
101	а с	3	4
102	из того	2	4
103	хотя бы	6	4
104	и его	8	4
105	только в	10	4
106	в которой	4	4
107	том числе	2	3
108	но на	2	3
109	для этого	2	3
110	что у	4	3
111	во время	3	3
112	числе и	2	3
113	об этом	3	3
114	что они	7	3
115	и сам	2	3
116	для него	6	3
117	при этом	2	3
118	смысле этого	2	3
119	из двух	3	3
120	из них	8	3
121	данном случае	6	3
122	со стороны	6	3
123	языка и	4	3
124	и только	3	3
125	что для	3	3
126	этом отношении	7	3
127	все эти	5	3
128	лишь в	3	3
129	и по	5	3
130	что как	2	3
131	в которых	5	3
132	в результате	3	3
133	в основе	3	3
134	мы имеем	2	3
135	и все	2	3
136	не существует	3	3
137	с этим	3	3
138	идет о	2	3
139	тем более	4	3
140	но не	3	3
141	того же	3	3
142	что при	2	3
143	для себя	3	3
144	бы и	4	3
145	что она	4	3
146	вытекает из	2	3
147	этому поводу	2	3
148	на самом	6	3
149	тем самым	2	3
150	а не	16	3
151	в данном	14	3
152	не надо	2	3
153	этого слова	2	3
154	и это	2	3
155	ничего не	2	3
156	чем в	3	2
157	же как	3	2
158	в этих	2	2
159	столь же	4	2
160	с этой	3	2
161	в такой	2	2
162	же это	3	2
163	что на	2	2
164	бы что	2	2
165	и можно	2	2
166	ни в	3	2
167	всякий раз	2	2
168	но все	4	2
169	и более	2	2
170	случае не	2	2
171	за то	3	2
172	в котором	5	2
173	и тем	3	2
174	в первой	12	2
175	могут быть	5	2
176	целый ряд	2	2
177	оба эти	2	2
178	в других	2	2
179	но для	2	2
180	свою собственную	2	2
181	в применении	3	2
182	но если	4	2
183	говорить о	2	2
184	что здесь	2	2
185	также и	9	2
186	но ведь	8	2
187	однако и	2	2
188	а также	2	2
189	больше чем	2	2
190	от этого	2	2
191	нисколько не	2	2
192	у него	2	2
193	бы мы	2	2
194	он должен	2	2
195	этих двух	3	2
196	нет никаких	2	2
197	именно в	6	2
198	мне кажется	5	2
199	общего с	3	2
200	за пределы	2	2
201	в его	9	2
202	речь идет	4	2
203	должен быть	3	2
204	что и	6	2
205	раз в	2	2
206	во всех	8	2
207	без всякого	2	2
208	и тогда	2	2
209	что же	6	2
210	и для	3	2
211	но с	3	2
212	той же	5	2
213	другом месте	2	2
214	на которой	2	2
215	тем что	5	2
216	в себе	2	2
217	но разве	2	2
218	в другом	3	2
219	и вообще	3	2
220	на эту	4	2
221	отчета в	2	2
