N	3gram	Vinokur_Ku_1	Myshleni
1	для того чтобы	15	14
2	по отношению к	8	12
3	в том что	15	11
4	с точки зрения	9	9
5	в этом отношении	5	5
6	заключается в том	2	5
7	о том что	5	4
8	этой точки зрения	2	4
9	и того же	2	3
10	мере в какой	5	3
11	состоит в том	3	3
12	можно было бы	3	3
13	в свою очередь	3	3
14	одного и того	2	3
15	в этом случае	2	3
16	до сих пор	4	3
17	в той мере	5	3
18	той мере в	5	3
19	не может быть	3	3
20	том что он	4	2
21	в свое время	2	2
22	в самом деле	7	2
23	а с другой	3	2
24	о том как	3	2
25	с другой стороны	6	2
26	в зависимости от	5	2
27	вместе с тем	3	2
28	хотя бы в	4	2
29	то обстоятельство что	8	2
30	но все же	2	2
