N	2gram	Potebnia_M_4	Myshleni
1	в том	23	33
2	том что	12	27
3	точки зрения	4	26
4	то что	29	20
5	в этом	23	19
6	с точки	3	18
7	того что	14	17
8	и в	23	15
9	не только	10	15
10	что в	17	14
11	таким образом	24	14
12	что он	4	12
13	того чтобы	4	12
14	в самом	3	11
15	в процессе	3	11
16	но и	11	10
17	было бы	8	10
18	для того	6	10
19	мы не	8	10
20	мы можем	10	10
21	в своем	8	9
22	может быть	26	9
23	не может	11	9
24	что мы	10	9
25	о том	8	9
26	в сущности	2	9
27	связи с	3	9
28	так и	6	8
29	никогда не	3	8
30	не в	11	8
31	и что	7	8
32	если бы	13	8
33	к тому	3	7
34	и не	18	7
35	потому что	33	7
36	как бы	5	7
37	по себе	11	7
38	тот же	2	7
39	он не	2	7
40	во всяком	5	7
41	что это	7	6
42	как мы	2	6
43	мы уже	3	6
44	в виду	3	6
45	на то	7	6
46	по отношению	10	6
47	с другой	2	6
48	сказать что	8	6
49	в истории	4	6
50	мы должны	2	6
51	но в	8	6
52	вовсе не	7	6
53	и к	6	6
54	как и	14	6
55	вместе с	6	6
56	мысль что	3	6
57	если мы	2	6
58	самом деле	3	6
59	на этот	2	6
60	всяком случае	3	6
61	там где	3	6
62	это не	7	5
63	уже в	5	5
64	вопрос о	2	5
65	и др	2	5
66	и их	3	5
67	и даже	2	5
68	друг друга	2	5
69	тогда когда	8	5
70	все что	2	5
71	отношению к	8	5
72	то же	14	5
73	можно было	2	5
74	этот вопрос	3	5
75	связь между	3	5
76	на деле	2	5
77	на вопрос	4	4
78	независимо от	6	4
79	из этих	2	4
80	что все	4	4
81	мы могли	2	4
82	для нас	14	4
83	переход от	3	4
84	по поводу	4	4
85	от его	2	4
86	все это	5	4
87	в них	3	4
88	не имеет	5	4
89	так же	4	4
90	а в	5	4
91	их в	3	4
92	и с	4	4
93	с и	2	4
94	могли бы	4	4
95	при помощи	3	4
96	так как	14	4
97	признать что	2	4
98	к которым	3	4
99	мы видим	2	4
100	даже в	2	4
101	как в	7	4
102	что его	2	4
103	того как	6	4
104	хотя бы	4	4
105	и его	2	4
106	только в	15	4
107	в которой	6	4
108	только для	2	3
109	что у	3	3
110	во время	2	3
111	человека и	3	3
112	об этом	2	3
113	очевидно что	7	3
114	не можем	5	3
115	для него	5	3
116	при этом	15	3
117	но мы	2	3
118	и до	3	3
119	данном случае	2	3
120	со стороны	3	3
121	развития и	2	3
122	языка и	3	3
123	и только	3	3
124	все эти	3	3
125	те же	3	3
126	но эта	2	3
127	в самой	2	3
128	лишь в	3	3
129	и по	3	3
130	что как	4	3
131	с другими	4	3
132	в которых	3	3
133	с ним	5	3
134	мы имеем	4	3
135	и все	4	3
136	не существует	2	3
137	с этим	7	3
138	состоит в	2	3
139	таким же	5	3
140	об отношении	2	3
141	тем более	5	3
142	из тех	2	3
143	бы и	5	3
144	что она	2	3
145	только что	3	3
146	и значением	4	3
147	на самом	3	3
148	тем самым	4	3
149	а не	12	3
150	из которых	2	3
151	в данном	4	3
152	отношения между	2	3
153	этого слова	7	3
154	и это	2	3
155	чем в	2	2
156	можно считать	2	2
157	быть может	4	2
158	не могут	2	2
159	что если	6	2
160	относятся к	2	2
161	в другой	2	2
162	и есть	3	2
163	говоря словами	2	2
164	что между	3	2
165	в этих	3	2
166	так называемых	3	2
167	столь же	2	2
168	можно сказать	4	2
169	что на	2	2
170	и как	2	2
171	это есть	3	2
172	и более	4	2
173	имеет свою	2	2
174	но что	2	2
175	и другое	2	2
176	только тогда	5	2
177	и мы	5	2
178	той и	2	2
179	в котором	4	2
180	и тем	4	2
181	могут быть	7	2
182	на том	2	2
183	от того	4	2
184	есть нечто	5	2
185	каким образом	2	2
186	и других	3	2
187	о языке	2	2
188	должно быть	5	2
189	в других	2	2
190	то он	2	2
191	не следует	2	2
192	в более	2	2
193	в отдельных	2	2
194	из виду	2	2
195	в первый	2	2
196	говорить о	5	2
197	же самое	4	2
198	в одном	4	2
199	которые не	2	2
200	бы они	2	2
201	уже и	2	2
202	понятия о	7	2
203	бы ни	2	2
204	к его	2	2
205	именно в	3	2
206	указывает на	2	2
207	и из	3	2
208	судить о	2	2
209	том же	2	2
210	к ней	2	2
211	в его	5	2
212	что и	7	2
213	находится в	5	2
214	что же	5	2
215	и для	2	2
216	в течение	2	2
217	все равно	3	2
218	это обстоятельство	2	2
219	в силу	7	2
220	для человека	4	2
221	той же	3	2
222	тому как	2	2
223	нас в	2	2
224	тем что	10	2
225	само по	5	2
226	подобно тому	2	2
227	в себе	14	2
228	своем развитии	2	2
229	и вообще	2	2
230	ту же	3	2
231	его к	2	2
232	заметить что	6	2
233	не то	5	2
234	стало быть	8	2
