N	2gram	Bakhtin_sl_2	Freidism
1	таким образом	8	24
2	и не	22	23
3	не может	20	20
4	точки зрения	8	19
5	прежде всего	8	18
6	в этом	16	15
7	в его	7	15
8	с помощью	4	14
9	может быть	37	13
10	и его	33	12
11	как и	6	11
12	как бы	7	11
13	то что	2	11
14	все эти	6	11
15	с точки	3	11
16	и потому	7	10
17	так и	15	10
18	как мы	7	10
19	его в	4	10
20	с ним	7	10
21	но в	6	10
22	с его	7	9
23	и в	39	9
24	во всех	12	9
25	по отношению	4	9
26	все что	2	8
27	что он	2	8
28	отношению к	4	8
29	еще не	7	8
30	он не	2	8
31	не только	24	8
32	все это	16	8
33	то же	4	8
34	только в	5	8
35	и все	5	8
36	так как	4	8
37	ни в	4	7
38	к нему	3	7
39	во всяком	3	7
40	один из	5	7
41	мы видели	2	7
42	отношение к	4	7
43	те же	2	7
44	и наконец	5	7
45	сказать что	3	7
46	мы уже	2	7
47	всяком случае	2	7
48	никогда не	7	6
49	точку зрения	3	6
50	вовсе не	10	6
51	для него	7	6
52	за пределы	2	6
53	в ней	3	6
54	так сказать	6	6
55	хотя бы	3	6
56	и с	9	6
57	на протяжении	2	6
58	и к	6	5
59	но мы	2	5
60	в свою	3	5
61	не в	9	5
62	в чем	3	5
63	для этого	4	5
64	в то	4	5
65	в большинстве	6	5
66	что в	3	5
67	но и	21	5
68	в себя	2	5
69	для того	2	5
70	а в	4	5
71	и на	4	5
72	могут быть	7	5
73	с этим	2	5
74	большинстве случаев	5	5
75	не менее	4	4
76	но не	6	4
77	и др	4	4
78	в этих	7	4
79	в пределах	13	4
80	в собственном	3	4
81	с другими	4	4
82	всех этих	4	4
83	же время	4	4
84	на этом	3	4
85	нашего сознания	2	4
86	связанные с	4	4
87	при этом	7	4
88	конечно не	5	4
89	в основе	4	4
90	в зависимости	4	4
91	в нем	19	4
92	все же	6	4
93	не было	2	4
94	уже не	5	4
95	того чтобы	2	4
96	и для	5	4
97	той же	3	4
98	мы не	2	4
99	в таком	4	4
100	с ними	5	4
101	с их	3	4
102	в данном	2	4
103	в более	2	4
104	себя и	4	4
105	говорить о	3	4
106	зависимости от	4	4
107	не могут	5	3
108	в них	6	3
109	и от	3	3
110	конечно в	2	3
111	в себе	2	3
112	и как	3	3
113	но это	3	3
114	и оно	2	3
115	со всеми	2	3
116	в узком	4	3
117	она не	6	3
118	узком смысле	4	3
119	с ее	2	3
120	себя в	8	3
121	жизни и	6	3
122	на него	2	3
123	вместе с	2	3
124	собственном смысле	3	3
125	всем этим	2	3
126	не знает	2	3
127	как в	13	3
128	чем не	2	3
129	свою очередь	2	3
130	и т.п	2	3
131	у него	3	3
132	может стать	2	3
133	слова и	8	3
134	зрения на	2	3
135	одна из	4	3
136	человека и	3	3
137	борьбы с	3	2
138	в отношении	4	2
139	уже в	2	2
140	человека в	5	2
141	но все	5	2
142	и другие	2	2
143	для всех	4	2
144	быть и	3	2
145	в нашем	2	2
146	его и	2	2
147	и ни	2	2
148	них и	2	2
149	с другой	5	2
150	это не	5	2
151	оно не	8	2
152	только о	2	2
153	для нас	5	2
154	до конца	17	2
155	влияние на	2	2
156	в основном	4	2
157	это и	2	2
158	том что	5	2
159	более того	2	2
160	в прошлом	2	2
161	а не	14	2
162	связано с	3	2
163	для сознания	2	2
164	из важнейших	2	2
165	одной стороны	5	2
166	и часто	3	2
167	притом в	2	2
168	в процессе	13	2
169	о нем	2	2
170	в него	7	2
171	в своем	6	2
172	со всею	3	2
173	на почве	4	2
174	точка зрения	2	2
175	в свой	2	2
176	сих пор	2	2
177	все они	2	2
178	в их	2	2
179	отличается от	2	2
180	отношения к	4	2
181	которых мы	2	2
182	этом отношении	3	2
183	с одной	5	2
184	что оно	4	2
185	в отличие	12	2
186	не приходится	3	2
187	и даже	7	2
188	рядом с	3	2
189	отличие от	13	2
190	роль в	2	2
191	здесь в	3	2
192	нуждается в	2	2
193	они не	2	2
194	сознание и	3	2
195	что и	3	2
196	и при	2	2
197	к его	2	2
198	но как	2	2
199	в другом	2	2
200	речи и	3	2
201	всех областях	4	2
202	до сих	2	2
203	только с	2	2
204	как это	3	2
205	в области	2	2
206	оно может	2	2
