N	2gram	Trubetskoy_1	FransuaR
1	и в	14	41
2	мы уже	2	18
3	во всех	5	17
4	таким образом	11	17
5	в нем	5	16
6	и с	7	16
7	но и	10	13
8	в этом	17	12
9	все это	6	11
10	все эти	2	11
11	прежде всего	8	10
12	в самом	3	10
13	не только	9	10
14	так как	4	10
15	то что	13	10
16	во время	2	9
17	и на	5	9
18	о том	7	9
19	никогда не	5	8
20	в этой	4	8
21	но в	2	8
22	у него	2	7
23	том что	9	7
24	как бы	4	7
25	как и	4	7
26	что в	4	7
27	в его	4	7
28	что он	6	6
29	вместе с	4	6
30	или в	3	6
31	в то	10	6
32	то же	11	5
33	так же	2	5
34	же время	10	5
35	из них	3	5
36	в своем	6	5
37	большинстве случаев	2	5
38	и что	2	5
39	тем что	3	5
40	в себе	9	5
41	во всем	4	5
42	что это	3	5
43	и от	2	4
44	именно в	3	4
45	и как	3	4
46	не в	4	4
47	все что	4	4
48	в большинстве	3	4
49	в ней	2	4
50	в котором	2	4
51	все же	4	4
52	не может	22	4
53	самом деле	7	4
54	именно на	2	4
55	того чтобы	8	4
56	и наконец	2	4
57	и даже	2	4
58	а в	5	4
59	в результате	2	4
60	в другом	3	4
61	о котором	3	4
62	с ним	2	4
63	из этого	3	4
64	он сам	3	3
65	с этим	2	3
66	одной из	3	3
67	но это	2	3
68	до сих	5	3
69	было бы	5	3
70	в начале	2	3
71	конечно не	5	3
72	когда они	4	3
73	жизни и	4	3
74	сих пор	5	3
75	и для	6	3
76	при этом	5	3
77	и не	19	3
78	того что	3	3
79	к нему	2	3
80	в данном	7	3
81	людей и	2	3
82	народа и	2	3
83	только в	5	3
84	только с	2	3
85	потому что	5	3
86	не могут	4	2
87	всех этих	3	2
88	в частности	2	2
89	в этих	2	2
90	все они	3	2
91	для этого	3	2
92	и во	3	2
93	в конце	3	2
94	что все	3	2
95	однако они	2	2
96	в корне	4	2
97	для нас	2	2
98	в том	17	2
99	так что	2	2
100	связи с	3	2
101	что они	3	2
102	от него	2	2
103	но не	4	2
104	есть и	2	2
105	в значительной	3	2
106	должна быть	2	2
107	там и	2	2
108	и тот	2	2
109	может быть	9	2
110	в своей	5	2
111	этой роли	2	2
112	он не	5	2
113	но если	3	2
114	и потому	3	2
115	в таких	2	2
116	себя в	4	2
117	данном случае	3	2
118	и сейчас	3	2
119	лишь в	3	2
120	а не	2	2
121	с точки	9	2
122	и те	2	2
123	на которой	2	2
124	к себе	2	2
125	самим собой	12	2
126	и то	4	2
127	их в	2	2
128	между тем	5	2
129	точки зрения	11	2
130	из этих	3	2
131	говорить о	3	2
132	отметить что	2	2
133	в области	2	2
134	тогда когда	4	2
