N	2gram	Voloshinov_1	Psycholo
1	то что	3	37
2	и в	16	30
3	в том	3	27
4	что в	3	24
5	том что	3	21
6	таким образом	9	20
7	как бы	5	19
8	что он	2	17
9	если мы	2	16
10	и мы	2	16
11	не только	7	16
12	в самом	2	14
13	в этом	9	14
14	так же	2	13
15	вместе с	3	12
16	может быть	17	11
17	что мы	2	11
18	о том	2	10
19	никогда не	2	9
20	для этого	2	9
21	не может	8	9
22	сказать что	7	9
23	так как	4	9
24	что это	2	8
25	при этом	6	8
26	самом деле	6	8
27	мы видим	2	8
28	могут быть	3	8
29	и это	6	8
30	в нем	4	7
31	и как	3	7
32	мы можем	9	7
33	то же	2	7
34	точки зрения	8	7
35	как это	3	7
36	в основе	3	7
37	как и	2	6
38	совершенно не	8	6
39	и для	2	6
40	но и	4	6
41	что оно	2	6
42	и не	4	6
43	жизни и	3	6
44	и его	8	6
45	мы уже	2	6
46	на этом	3	6
47	и есть	3	5
48	чувства и	2	5
49	как мы	4	5
50	и потому	3	5
51	в этой	4	5
52	еще не	5	5
53	до сих	3	5
54	было бы	2	5
55	эмоций и	2	5
56	один из	2	5
57	сих пор	3	5
58	сводится к	2	5
59	но в	4	5
60	только в	4	5
61	в частности	2	4
62	сравнению с	3	4
63	и все	4	4
64	прежде всего	9	4
65	чувств и	3	4
66	и к	6	4
67	в своей	2	4
68	в его	4	4
69	в него	5	4
70	в них	2	4
71	не есть	2	4
72	по сравнению	3	4
73	только на	3	4
74	а в	3	4
75	не можем	2	4
76	не существует	2	3
77	не могут	2	3
78	у него	2	3
79	хотя бы	4	3
80	из этих	2	3
81	к этому	2	3
82	самого начала	4	3
83	что на	2	3
84	для нас	2	3
85	меньше всего	2	3
86	с самого	4	3
87	для него	6	3
88	он не	2	3
89	что и	2	3
90	ни в	5	3
91	так и	4	3
92	и вся	2	3
93	и только	9	3
94	и о	2	3
95	и наконец	4	3
96	мы не	2	3
97	и на	4	3
98	в каком	2	3
99	в этих	3	3
100	с этой	2	2
101	это делает	2	2
102	с его	7	2
103	в душе	2	2
104	же как	2	2
105	знаем что	2	2
106	себя и	2	2
107	между собой	2	2
108	чем не	3	2
109	с этим	2	2
110	в одном	3	2
111	этом смысле	3	2
112	с помощью	2	2
113	можно сказать	4	2
114	на первый	2	2
115	мы знаем	3	2
116	того же	2	2
117	но мы	4	2
118	во всех	3	2
119	отношения к	3	2
120	нам кажется	2	2
121	находится в	2	2
122	все это	4	2
123	к следующему	2	2
124	и таким	2	2
125	и вот	3	2
126	с точки	6	2
127	и даже	4	2
128	между ними	3	2
129	этой теории	2	2
130	и с	8	2
131	и так	2	2
132	совсем не	2	2
133	ту же	2	2
134	не знает	2	2
135	все то	2	2
136	все эти	5	2
137	едва ли	3	2
138	почти не	2	2
139	на самом	4	2
