N	2gram	Bakhtin_Pr_3	DiskursI
1	не только	10	28
2	в том	3	23
3	а не	9	22
4	том что	3	19
5	может быть	19	17
6	и в	34	16
7	как и	18	16
8	в этом	16	15
9	еще не	4	14
10	но и	12	14
11	при этом	4	13
12	прежде всего	15	11
13	но не	4	11
14	и не	29	11
15	с другой	4	10
16	как в	4	10
17	далеко не	3	10
18	в нем	19	9
19	отношению к	6	9
20	по отношению	5	9
21	не может	19	9
22	отнюдь не	2	8
23	своего рода	2	8
24	так и	6	8
25	о том	2	8
26	но в	16	8
27	в его	22	7
28	то же	14	7
29	не было	2	7
30	в себе	6	7
31	только в	6	7
32	не в	9	7
33	в своем	2	6
34	и как	3	6
35	пока еще	2	6
36	к тому	5	5
37	или иной	2	5
38	тому же	2	5
39	как бы	27	5
40	в котором	3	5
41	в своей	3	5
42	то что	11	5
43	во всех	2	5
44	в отличие	2	5
45	а с	3	5
46	а в	5	5
47	сводится к	3	5
48	отличие от	2	5
49	и на	6	5
50	с его	6	4
51	что в	7	4
52	в сторону	2	4
53	не является	2	4
54	в них	2	4
55	для себя	6	4
56	не как	3	4
57	и к	12	4
58	что он	23	4
59	уже не	2	4
60	для него	13	4
61	в целом	5	4
62	же время	12	4
63	на его	4	4
64	отношение к	6	4
65	лишь в	5	4
66	что не	7	4
67	в которых	2	4
68	потому что	12	4
69	между тем	3	4
70	однако в	2	3
71	того же	2	3
72	столь же	2	3
73	это не	5	3
74	в одной	3	3
75	вследствие этого	2	3
76	по себе	3	3
77	что и	5	3
78	в ее	3	3
79	и того	2	3
80	по своему	3	3
81	с этим	2	3
82	в самом	8	3
83	при всей	2	3
84	той или	2	3
85	еще в	3	3
86	один из	2	3
87	не с	2	3
88	хотя бы	5	3
89	все же	7	3
90	из них	5	3
91	таким образом	5	3
92	того что	5	3
93	другой стороны	3	3
94	и даже	7	3
95	сказать что	2	3
96	тем что	4	3
97	точки зрения	8	3
98	в то	12	3
99	тому как	2	3
100	и потому	2	3
101	слова в	7	2
102	с человеком	2	2
103	не менее	3	2
104	никогда не	8	2
105	мысли о	2	2
106	и без	2	2
107	к себе	17	2
108	и во	3	2
109	по крайней	3	2
110	определяется не	2	2
111	и все	19	2
112	в одном	5	2
113	в каждом	3	2
114	это в	2	2
115	но зато	3	2
116	крайней мере	3	2
117	как его	2	2
118	в пределах	6	2
119	более того	2	2
120	на этом	4	2
121	отличается от	2	2
122	что с	3	2
123	было в	2	2
124	в начале	4	2
125	в сущности	11	2
126	он ни	3	2
127	к другим	2	2
128	совпадает с	2	2
129	хотя и	3	2
130	о нем	2	2
131	будто бы	2	2
132	например в	2	2
133	с ее	3	2
134	того или	2	2
135	когда он	2	2
136	героя и	9	2
137	в форме	2	2
138	что же	8	2
139	за пределы	2	2
140	как к	4	2
141	уже в	3	2
142	как мы	7	2
143	и что	5	2
144	и он	2	2
145	к другому	20	2
146	слово не	2	2
147	и его	16	2
148	во всяком	5	2
149	героя в	5	2
150	подобно тому	2	2
151	характер и	3	2
152	и ее	2	2
153	но как	4	2
154	к которому	2	2
155	в другом	8	2
156	на протяжении	5	2
157	и вообще	2	2
158	что даже	2	2
159	внутренней речи	4	2
160	так сказать	2	2
161	в виду	3	2
162	о чем	2	2
163	это было	3	2
