N	2gram	Losev_Dial_2	Istorich
1	и в	19	24
2	что он	6	21
3	не только	19	21
4	и т	17	17
5	т е	30	16
6	т д	15	16
7	может быть	20	14
8	не может	9	14
9	в этих	3	13
10	что в	7	13
11	мы имеем	3	12
12	как в	2	12
13	в этом	8	12
14	но и	12	11
15	это не	10	10
16	том что	10	10
17	а в	4	10
18	и что	5	10
19	мы видим	2	10
20	с другой	5	9
21	не в	8	9
22	все же	4	9
23	о том	5	9
24	потому что	14	9
25	еще не	4	8
26	что и	5	8
27	все это	4	8
28	другой стороны	4	8
29	то же	12	8
30	а не	16	8
31	или в	2	8
32	так как	14	8
33	в том	14	7
34	во всех	2	7
35	то что	14	7
36	вместе с	2	7
37	к нему	4	7
38	что здесь	2	7
39	таким образом	4	7
40	тем что	2	6
41	всех этих	3	6
42	об этом	3	6
43	как и	10	6
44	так же	2	6
45	но не	6	6
46	в нем	10	6
47	а именно	5	6
48	он не	4	6
49	и все	12	6
50	того что	6	6
51	во время	2	6
52	только в	5	6
53	как он	4	6
54	что это	10	6
55	не менее	3	5
56	в тех	2	5
57	то это	2	5
58	дело не	2	5
59	так и	10	5
60	с одной	2	5
61	что она	14	5
62	в чем	3	5
63	с ним	4	5
64	ничего не	3	5
65	но в	2	5
66	а она	5	4
67	никогда не	9	4
68	что у	2	4
69	в состоянии	2	4
70	вовсе не	13	4
71	он может	2	4
72	тем не	2	4
73	но все	2	4
74	при этом	4	4
75	есть и	6	4
76	мы уже	8	4
77	же как	3	4
78	как бы	14	4
79	в их	2	4
80	и не	30	4
81	точки зрения	12	4
82	в данном	3	4
83	мы должны	2	4
84	то не	3	4
85	уже в	4	3
86	тогда когда	6	3
87	не знаю	2	3
88	вопрос о	3	3
89	так что	7	3
90	что они	6	3
91	после этого	3	3
92	кроме того	3	3
93	и если	4	3
94	например в	2	3
95	себе и	3	3
96	его в	3	3
97	сих пор	2	3
98	ее в	2	3
99	данном случае	2	3
100	как мы	3	3
101	и она	2	3
102	должны быть	3	3
103	и даже	14	3
104	и по	4	3
105	и его	5	3
106	но это	7	3
107	уже знаем	3	3
108	связи с	4	3
109	что мы	2	3
110	в конце	2	3
111	того как	2	3
112	как только	3	2
113	перед нами	2	2
114	не будет	2	2
115	в мифе	16	2
116	тому что	2	2
117	та же	4	2
118	и от	3	2
119	прежде всего	8	2
120	не могут	4	2
121	в одну	5	2
122	новые и	2	2
123	в целях	3	2
124	в то	6	2
125	все в	2	2
126	ни в	10	2
127	в ее	4	2
128	без всякого	4	2
129	это значит	8	2
130	в силу	5	2
131	только о	2	2
132	из всего	2	2
133	и нет	2	2
134	то время	4	2
135	с целью	2	2
136	она не	8	2
137	было бы	3	2
138	в каких	2	2
139	на его	2	2
140	в самом	5	2
141	ни с	4	2
142	и когда	4	2
143	если в	2	2
144	а потом	4	2
145	был в	2	2
146	на него	2	2
147	не по	2	2
148	в связи	4	2
149	уже не	3	2
150	не просто	12	2
151	имеется в	2	2
152	это как	3	2
153	в другое	2	2
154	что не	6	2
155	что такое	3	2
156	в которой	2	2
157	как это	7	2
158	его не	2	2
159	время как	7	2
160	с тех	2	2
161	что по	2	2
162	что этот	3	2
163	которые не	2	2
164	сказать что	10	2
165	из них	3	2
166	в одной	4	2
167	с этим	3	2
168	но он	4	2
169	они не	3	2
170	об этой	2	2
171	в один	3	2
172	но вот	2	2
173	что эти	2	2
174	все эти	2	2
175	и это	5	2
176	конечно не	6	2
177	нами выше	2	2
178	это конечно	4	2
179	все его	3	2
180	е в	3	2
181	до сих	2	2
